stepId,timestamp,displayId,duration
0,1698048297146,0,1909
0,1698048297547,1,17
0,1698048298182,1,12
0,1698048298830,1,15
0,1698048298880,1,47
0,1698048298945,1,15
0,1698048299635,0,1301
0,1698048299883,1,14
0,1698048300698,1,11
0,1698048300890,1,12
1,1698048300947,0,231
1,1698048300990,1,12
1,1698048301084,1,49
1,1698048301151,1,14
1,1698048301185,1,14
1,1698048301395,1,420
1,1698048301915,1,12
1,1698048301924,0,623
1,1698048302417,1,44
1,1698048302770,1,586
1,1698048303454,1,29
1,1698048303494,0,878
2,1698048304383,0,234
2,1698048304678,1,73
2,1698048304769,1,15
2,1698048304801,1,15
2,1698048304867,1,15
2,1698048304903,1,27
2,1698048304951,1,12
2,1698048305063,1,9
2,1698048305099,1,6
2,1698048305126,1,845
2,1698048305985,1,44
2,1698048306135,1,30
2,1698048306161,0,988
3,1698048307160,0,287
3,1698048307790,1,58
3,1698048307884,1,15
3,1698048308263,0,32
3,1698048308306,0,278
3,1698048308961,1,657
3,1698048309636,1,18
3,1698048309735,1,12
3,1698048309768,0,231
3,1698048310049,0,528
3,1698048310139,1,18
3,1698048310172,1,15
3,1698048310205,1,18
3,1698048310238,1,29
3,1698048310350,1,30
3,1698048310446,1,15
3,1698048310542,1,17
4,1698048310617,0,284
4,1698048310752,1,39
4,1698048310884,1,30
4,1698048312040,1,564
4,1698048312637,1,14
4,1698048312702,1,12
4,1698048312735,0,15
4,1698048312768,0,1245
5,1698048314024,0,187
5,1698048315788,1,450
5,1698048316258,1,58
5,1698048316334,0,100
5,1698048316371,1,12
5,1698048316419,1,61
5,1698048316501,0,745
5,1698048316662,1,33
5,1698048316712,1,59
5,1698048316792,1,94
5,1698048316972,1,62
5,1698048317067,1,14
5,1698048317099,1,17
6,1698048317258,0,947
6,1698048317328,1,11
6,1698048317397,1,8
6,1698048317422,1,15
6,1698048317487,1,15
6,1698048317618,1,15
6,1698048317650,1,15
6,1698048317683,1,12
6,1698048317748,1,14
6,1698048317779,1,14
6,1698048317875,1,17
6,1698048317909,1,14
6,1698048318152,1,33
6,1698048318264,1,15
6,1698048318300,1,12
6,1698048318329,1,17
6,1698048318364,1,15
6,1698048318530,1,9
6,1698048318559,1,12
6,1698048318595,1,9
6,1698048318623,1,35
6,1698048318673,1,15
6,1698048318705,1,129
6,1698048318906,0,419
6,1698048318918,1,12
6,1698048318950,1,15
6,1698048318982,1,33
6,1698048319175,1,32
6,1698048319225,1,14
6,1698048319257,1,12
6,1698048319290,1,30
6,1698048319418,1,49
6,1698048319485,1,18
6,1698048319518,1,776
6,1698048320382,1,9
6,1698048320399,0,1377
7,1698048321811,0,176
7,1698048322193,1,97
7,1698048322404,1,31
7,1698048322452,1,228
7,1698048322698,1,1686
7,1698048323979,0,33
7,1698048324046,0,33
7,1698048324402,1,12
7,1698048324432,1,14
7,1698048324481,1,14
7,1698048324545,1,15
7,1698048324578,1,12
7,1698048324645,0,134
