# timestamps [seconds],pts
62396.449808,0
62396.529658,5232
62396.562411,7379
62396.590339,9209
62396.617794,11008
62396.649685,13098
62396.685592,15452
62396.717698,17556
62396.749895,19666
62396.785611,22006
62396.817746,24112
62396.849933,26222
62396.885651,28562
62396.917587,30655
62396.953680,33021
62396.985736,35122
62397.017872,37228
62397.053610,39570
62397.085574,41664
62397.117607,43764
62397.153682,46128
62397.185609,48220
62397.221707,50586
62397.253634,52678
62397.285703,54780
62397.321645,57135
62397.353678,59235
62397.385665,61331
62397.421719,63694
62397.453798,65796
62397.489690,68148
62397.521600,70239
62397.553582,72335
62397.589731,74704
62397.621666,76797
62397.653652,78893
62397.689733,81258
62397.721692,83352
62397.757789,85718
62397.789713,87810
62397.821598,89900
62397.857738,92268
62397.889799,94369
62397.921609,96454
62397.957728,98821
62397.989711,100917
62398.025724,103277
62398.057721,105374
62398.089705,107470
62398.125825,109837
62398.157700,111926
62398.193692,114285
62398.225728,116384
62398.257778,118485
62398.293738,120841
62398.325843,122945
62398.357690,125033
62398.393687,127392
62398.425742,129492
62398.461650,131846
62398.493762,133950
62398.525756,136047
62398.561681,138401
62398.593647,140496
62398.626092,142622
62398.661637,144952
62398.693709,147054
62398.729608,149406
62398.761652,151506
62398.793617,153601
62398.829596,155959
62398.861598,158056
62398.893666,160158
62398.929673,162517
62398.961696,164616
62398.997775,166981
62399.029615,169067
62399.061734,171172
62399.097723,173531
62399.129653,175623
62399.161638,177719
62399.197749,180086
62399.231912,182325
62399.265701,184539
62399.297730,186638
62399.329581,188725
62399.365744,191095
62399.397724,193191
62399.429552,195277
62399.465830,197655
62399.497825,199751
62399.533732,202104
62399.565687,204199
62399.597722,206298
62399.633720,208657
62399.665831,210762
62399.701537,213102
62399.733818,215217
62399.765706,217307
62399.801797,219672
62399.833842,221772
62399.865717,223861
62399.901680,226218
62399.933816,228324
62399.969649,230672
62400.001739,232775
62400.033775,234875
62400.069724,237231
62400.101719,239327
62400.133798,241430
62400.169717,243784
62400.201824,245888
62400.237688,248238
62400.269640,250332
62400.301717,252434
62400.337581,254785
62400.369577,256882
62400.401834,258996
62400.437589,261339
62400.469692,263443
62400.505838,265811
62400.537640,267896
62400.569735,269999
62400.605620,272351
62400.637602,274447
62400.669670,276548
62400.705831,278918
62400.737647,281003
62400.773736,283368
62400.805669,285461
62400.837751,287563
62400.873707,289920
62400.905745,292019
62400.937714,294114
62400.973785,296478
62401.005671,298568
62401.041923,300944
62401.073746,303029
62401.105706,305124
62401.141863,307493
62401.173704,309580
62401.209755,311943
62401.241807,314043
62401.273707,316134
62401.309790,318498
62401.341725,320591
62401.373701,322687
62401.409694,325046
62401.441900,327156
62401.477541,329492
62401.509692,331599
62401.541714,333698
62401.577548,336046
62401.609712,338154
62401.641831,340259
62401.677658,342607
62401.709614,344701
62401.745788,347072
62401.777644,349159
62401.809823,351268
62401.845615,353614
62401.877656,355714
62401.909684,357812
62401.945580,360165
62401.977683,362269
62402.013595,364622
62402.045617,366721
62402.077666,368821
62402.113745,371186
62402.145664,373277
62402.177752,375380
62402.213685,377735
62402.245585,379826
62402.281708,382193
62402.313760,384294
62402.345660,386384
62402.381764,388750
62402.413657,390840
62402.445697,392940
62402.481714,395300
62402.513697,397396
62402.549862,399767
62402.581793,401859
62402.613603,403944
62402.649739,406312
62402.682144,408436
62402.713735,410506
62402.749696,412863
62402.781773,414965
62402.817853,417329
62402.849782,419422
62402.881713,421514
62402.917755,423876
62402.949744,425973
62402.985656,428326
62403.017793,430432
62403.050236,432559
62403.085675,434881
62403.117660,436977
62403.149801,439084
62403.185727,441438
