# timestamps [seconds],pts
62396.516687,4325
62396.524691,4850
62396.532548,5365
62396.540590,5892
62396.548658,6421
62396.556663,6945
62396.564646,7468
62396.572605,7990
62396.580674,8519
62396.588654,9042
62396.601632,9892
62396.609568,10412
62396.616542,10869
62396.624580,11396
62396.632595,11921
62396.640702,12453
62396.648634,12973
62396.656712,13502
62396.664748,14029
62396.672790,14556
62396.684670,15334
62396.693198,15893
62396.700669,16383
62396.708746,16912
62396.716725,17435
62396.724709,17958
62396.732587,18474
62396.740565,18997
62396.748527,19519
62396.756834,20063
62396.768615,20836
62396.776602,21359
62396.784762,21894
62396.792772,22419
62396.800678,22937
62396.808690,23462
62396.816746,23990
62396.824697,24511
62396.832648,25032
62396.840770,25564
62396.853558,26402
62396.861738,26938
62396.868691,27394
62396.876673,27917
62396.884787,28449
62396.892826,28976
62396.900688,29491
62396.908638,30012
62396.916693,30540
62396.924696,31064
62396.936789,31857
62396.944595,32368
62396.952759,32903
62396.960641,33420
62396.968535,33937
62396.976654,34469
62396.984724,34998
62396.992822,35529
62397.000650,36042
62397.008749,36573
62397.020723,37357
62397.028673,37878
62397.036821,38412
62397.044702,38929
62397.052849,39463
62397.060723,39979
62397.068732,40504
62397.076631,41021
62397.084694,41550
62397.092782,42080
62397.104659,42858
62397.112651,43382
62397.120687,43909
62397.128601,44427
62397.136638,44954
62397.144522,45471
62397.152708,46007
62397.160698,46531
62397.168672,47053
62397.176721,47581
62397.188740,48368
62397.196739,48893
62397.204680,49413
62397.212693,49938
62397.220658,50460
62397.228680,50986
62397.236836,51520
62397.244560,52027
62397.252796,52566
62397.260826,53093
62397.272826,53879
62397.280700,54395
62397.288706,54920
62397.296769,55448
62397.304763,55972
62397.312664,56490
62397.320789,57022
62397.328585,57533
62397.336629,58060
62397.344537,58579
62397.356695,59375
62397.366455,60015
62397.372973,60442
62397.380795,60955
62397.388813,61480
62397.396885,62009
62397.405020,62542
62397.412560,63036
62397.420573,63562
62397.428698,64094
62397.440768,64885
62397.450856,65546
62397.456849,65939
62397.464713,66454
62397.472700,66978
62397.480696,67502
62397.488738,68029
62397.496694,68550
62397.504767,69079
62397.512768,69604
62397.524852,70396
62397.532614,70904
62397.540595,71427
62397.548596,71952
62397.556704,72483
62397.564687,73006
62397.572649,73528
62397.580730,74057
62397.588824,74588
62397.596780,75109
62397.608631,75886
