id,timestamp,duration
0,1698049578046,6699
1,1698049584745,2880
2,1698049587625,2924
3,1698049590549,2877
4,1698049593426,2355
5,1698049595781,2111
6,1698049597892,2922
7,1698049600814,2679
8,1698049603493,1854
9,1698049605347,2101
