stepId,timestamp,displayId,duration
0,1698049578076,0,59
0,1698049578159,0,1599
0,1698049578239,1,15
0,1698049578335,1,15
0,1698049578465,1,15
0,1698049578501,1,11
0,1698049578675,1,21
0,1698049578743,1,28
0,1698049579179,1,14
0,1698049579308,1,15
0,1698049579361,1,15
0,1698049579388,1,18
0,1698049579424,1,14
0,1698049579569,1,14
0,1698049579774,0,3387
0,1698049583436,1,220
0,1698049583918,1,29
0,1698049584182,0,554
0,1698049584193,1,15
1,1698049584748,0,322
1,1698049584908,1,15
1,1698049584941,1,31
1,1698049584987,1,65
1,1698049585168,1,12
1,1698049585198,1,699
1,1698049585960,1,33
1,1698049586008,1,51
1,1698049586395,0,183
1,1698049586625,1,15
1,1698049586658,1,14
1,1698049586690,1,489
1,1698049587440,0,176
2,1698049587627,0,145
2,1698049587795,0,52
2,1698049587861,0,33
2,1698049588087,1,371
2,1698049588914,1,696
2,1698049589628,1,47
2,1698049589708,1,15
2,1698049589936,1,15
2,1698049589965,0,166
2,1698049589999,1,17
2,1698049590033,1,15
2,1698049590067,1,18
2,1698049590100,1,30
2,1698049590142,0,123
2,1698049590370,0,173
2,1698049590373,1,18
3,1698049590554,0,54
3,1698049590742,0,146
3,1698049591087,1,17
3,1698049591136,1,305
3,1698049591495,1,12
3,1698049592027,1,618
3,1698049592662,1,15
3,1698049592693,1,17
3,1698049592728,1,47
3,1698049593000,0,100
3,1698049593002,1,17
3,1698049593036,1,15
3,1698049593200,0,222
4,1698049593433,0,244
4,1698049593733,1,353
4,1698049594233,0,511
4,1698049594739,1,12
4,1698049594801,1,21
4,1698049594851,1,455
4,1698049595355,1,15
4,1698049595407,1,11
4,1698049595435,0,32
4,1698049595645,0,133
5,1698049595789,0,256
5,1698049596079,0,40
5,1698049596278,1,55
5,1698049596344,1,34
5,1698049596428,1,146
5,1698049596588,1,16
5,1698049596621,1,1054
5,1698049597771,1,17
6,1698049597972,0,32
6,1698049598038,0,1703
6,1698049598504,1,29
6,1698049598682,1,15
6,1698049598745,1,32
6,1698049598879,1,30
6,1698049599283,1,30
6,1698049599487,1,20
6,1698049599543,1,14
6,1698049599578,1,42
6,1698049599832,1,15
6,1698049599865,1,15
6,1698049599897,1,18
6,1698049599930,1,15
6,1698049599962,1,278
6,1698049600380,0,33
6,1698049600402,1,15
6,1698049600434,1,15
6,1698049600447,0,22
6,1698049600537,0,44
6,1698049600607,0,7
6,1698049600680,0,124
7,1698049600814,0,300
7,1698049601147,0,199
7,1698049601525,1,143
7,1698049601714,1,14
7,1698049601749,1,14
7,1698049601779,0,289
7,1698049601781,1,32
7,1698049601828,1,14
7,1698049601877,1,30
7,1698049601974,1,15
7,1698049602007,1,18
7,1698049602103,1,46
7,1698049602112,0,33
7,1698049602170,1,12
7,1698049602205,1,12
7,1698049602235,1,681
7,1698049602949,1,31
7,1698049603065,1,9
7,1698049603103,0,56
7,1698049603181,0,310
8,1698049603503,0,710
8,1698049604364,1,43
8,1698049604425,1,536
8,1698049604976,1,16
8,1698049605215,0,57
8,1698049605273,0,65
9,1698049605349,0,432
9,1698049605830,0,18
9,1698049605870,0,377
9,1698049606327,1,480
9,1698049606880,0,83
9,1698049606890,1,14
9,1698049606969,0,167
9,1698049607213,0,183
