timestamp,actionId
1698048076114,1
1698048077751,2
1698048080593,1
1698048082088,2
1698048085586,1
1698048085751,2
1698048087751,1
1698048088879,2
1698048090921,1
1698048094787,2
1698048096818,1
1698048099018,2
