timestamp,pos_to_place,expand_1,expand_2,expand_4
0,144.80753136175892,122.42114564278548,100.03714529950943,55.2878906395845
1640,121.98622746428916,99.88781797213956,77.95697816923801,35.8476262910104
1653,114.5646221360262,92.69316074449712,71.14611184188266,31.77415500648315
1670,108.65368506814613,86.59995433949237,64.77853565876755,24.45414476958219
1684,110.98321643203651,88.86280583016696,66.9230899480697,25.519340075827365
1734,106.02325433570618,87.75345510306381,71.49404322571127,39.82737655904464
2811,46.780348907296194,26.83570736952799,10.703227415921617,-20.96343925074501
2819,47.346307056071744,31.5023791231348,15.66904578980143,-15.997620876865199
2837,32.30804456739358,16.46489974449517,0.6315664111617991,-31.03510025550483
2851,36.236467635827864,20.25822019418152,4.424886860848147,-27.24177980581848
2871,41.20796958714499,25.262386919852815,9.429053586519444,-22.237613080147185
2885,36.07224268134895,20.16545705575004,4.332123722416668,-27.33454294424996
2900,31.724790982960002,15.608687767646074,-0.22464556568729677,-31.891312232353926
2918,31.954959835185633,15.87220075380958,0.03886742047620828,-31.62779924619042
2938,31.234073321549857,15.173955840762119,-0.6593774925712523,-32.32604415923788
2950,33.62067650153497,17.391358396338376,1.5580250630050045,-30.108641603661624
2965,40.82670724997765,24.766321084751922,8.932987751418551,-22.733678915248078
2980,39.23083968846944,23.11358921381185,7.280255880478478,-24.38641078618815
2997,38.004222968240036,22.169774121402384,6.336440788069012,-25.330225878597616
3015,38.28412158055602,22.450643548132035,6.617310214798664,-25.049356451867965
3030,40.5678733681296,24.734540034796282,8.901206701462911,-22.765459965203718
3048,43.89503266071759,28.061699327384275,12.228365994050904,-19.438300672615725
3066,40.047766517379614,24.2144331840463,8.381099850712928,-23.2855668159537
3081,40.85577918968343,25.022445856350117,9.189112523016746,-22.477554143649883
3095,36.353681425357856,20.345471490000648,4.512138156667277,-27.154528509999352
3110,34.25013012269948,18.15691815320332,2.32358481986995,-29.34308184679668
3128,36.956948774966804,21.113024892065738,5.279691558732367,-26.386975107934262
3146,37.10303502852298,21.241204551111878,5.407871217778506,-26.258795448888122
3160,37.79969308828823,21.87166552735357,6.0383321940201995,-25.62833447264643
3178,40.07314076341001,24.145945607758136,8.312612274424765,-23.354054392241864
3194,33.55153974872627,11.734858265219277,-5.0163131676700345,-36.68297983433666
3209,33.99095512601903,18.157621792685717,2.3242884593523456,-29.342378207314283
3227,39.12702405435742,20.4627447370695,4.629411403736128,-27.0372552629305
3241,24.618359947036083,8.785026613702769,-7.048306719630602,-38.71497338629723
3256,30.920327487060966,14.71354107277017,-1.1197922605632016,-32.78645892722983
3274,31.786874831964912,15.660053449862204,-0.1732798834711673,-31.839946550137796
3291,36.53625368039951,20.702920347066197,4.869587013732826,-26.797079652933803
3308,32.96340693520247,17.130073601869157,1.2967402685357854,-30.369926398130843
3322,34.62223701499025,18.788903681656933,2.955570348323562,-28.711096318343067
3340,35.15852757383567,19.325194240502356,3.4918609071689843,-28.174805759497644
3355,37.21139576377439,21.378062430441076,5.544729097107705,-26.121937569558924
3373,41.391014289305275,25.55768095597196,9.72434762263859,-21.94231904402804
3388,44.89337981301401,29.060046479680693,13.226713146347322,-18.439953520319307
3405,43.99377673474956,28.160443401416245,12.327110068082874,-19.339556598583755
3420,46.32796620267335,25.151961364796474,7.950355214229404,-23.716311452437225
3438,43.917080031166506,28.08374669783319,12.25041336449982,-19.41625330216681
3453,52.973823017180514,37.301635508170776,31.294981640689155,-55.161373555221104
3486,144.69892813868734,122.31332231875808,99.93045384965278,55.18625299675003
3585,310.2889091280239,288.83863642702016,267.54268152195715,225.58829059853906
