# timestamps [seconds],pts
62520.740417,4129
62520.748353,4649
62520.756335,5172
62520.764374,5699
62520.772461,6229
62520.780460,6753
62520.788510,7281
62520.796524,7806
62520.804512,8330
62520.816370,9107
62520.824345,9629
62520.832397,10157
62520.840381,10680
62520.848364,11203
62520.856408,11731
62520.864348,12251
62520.872355,12776
62520.880475,13308
62520.888451,13831
62520.900406,14614
62520.908442,15141
62520.916372,15660
62520.924364,16184
62520.932599,16724
62520.940438,17238
62520.948441,17762
62520.956357,18281
62520.964349,18805
62520.972485,19338
62520.984426,20120
62520.992403,20643
62521.000416,21168
62521.008414,21692
62521.016413,22217
62521.024488,22746
62521.032399,23264
62521.040454,23792
62521.048482,24318
62521.056477,24842
62521.068454,25627
62521.076506,26155
62521.084416,26673
62521.092559,27207
62521.100529,27729
62521.108444,28248
62521.116487,28775
62521.124541,29303
62521.132318,29812
62521.140925,30376
62521.152463,31133
62521.160334,31648
62521.168473,32182
62521.176427,32703
62521.184455,33229
62521.192340,33746
62521.200405,34274
62521.208484,34804
62521.216910,35356
62521.224342,35843
62521.236486,36639
62521.244382,37156
62521.252430,37684
62521.260398,38206
62521.268573,38742
62521.276410,39255
62521.284537,39788
62521.292509,40310
62521.300547,40837
62521.308455,41356
62521.320427,42140
62521.328423,42664
62521.336338,43183
62521.344317,43706
62521.352384,44234
62521.360337,44756
62521.368350,45281
62521.376443,45811
62521.384369,46331
62521.392424,46858
62521.404487,47649
62521.412347,48164
62521.420587,48704
62521.428555,49226
62521.436673,49758
62521.444359,50262
62521.452432,50791
62521.460413,51314
62521.468444,51840
62521.476485,52367
62521.488500,53155
62521.496528,53681
62521.504453,54200
62521.512419,54722
62521.520412,55246
62521.528444,55772
62521.536419,56295
62521.544393,56818
62521.552273,57334
62521.560287,57859
62521.572384,58652
62521.580544,59187
62521.588568,59713
62521.596477,60231
62521.604437,60753
62521.612426,61276
62521.620427,61801
62521.628386,62322
62521.636476,62852
62521.644391,63371
62521.656444,64161
62521.664413,64683
62521.672402,65207
62521.680628,65746
62521.688425,66257
62521.696541,66789
62521.704436,67306
62521.712476,67833
62521.720420,68354
62521.728386,68876
62521.740369,69661
62521.748259,70178
62521.756317,70706
62521.764466,71240
62521.772407,71761
62521.780497,72291
62521.788500,72815
62521.796771,73357
62521.804454,73861
62521.812392,74381
62521.824367,75166
62521.832396,75692
62521.840368,76214
62521.848410,76741
62521.856446,77268
62521.864545,77799
62521.872484,78319
62521.880527,78846
62521.888457,79366
62521.896508,79894
62521.908430,80675
62521.916432,81199
62521.924485,81727
62521.932323,82241
62521.940392,82770
62521.948299,83288
62521.956321,83813
62521.964476,84348
62521.972378,84866
62521.980476,85396
62521.992454,86181
62522.000485,86708
62522.008375,87225
62522.016429,87753
62522.024502,88282
62522.032386,88798
62522.040425,89325
62522.048523,89856
62522.056436,90374
62522.064453,90900
62522.076430,91685
62522.084458,92211
62522.092403,92732
62522.100512,93263
62522.108448,93783
62522.116524,94312
62522.124501,94835
62522.132470,95357
62522.140367,95875
62522.148389,96401
62522.160219,97176
62522.168482,97717
62522.176384,98235
62522.184401,98761
62522.192408,99285
62522.200520,99817
62522.208353,100330
62522.216480,100863
62522.224345,101378
62522.232417,101907
62522.244369,102691
62522.252467,103221
62522.260336,103737
62522.268433,104268
62522.276392,104789
62522.284446,105317
62522.292364,105836
62522.300457,106366
62522.308346,106883
62522.316475,107416
62522.328395,108197
62522.336492,108728
62522.344341,109242
62522.352416,109772
62522.360244,110285
62522.368401,110819
62522.376320,111338
62522.384375,111866
62522.392435,112394
62522.400401,112916
62522.412340,113699
62522.420458,114231
62522.428478,114756
62522.436473,115280
62522.444395,115799
62522.452551,116334
62522.460440,116851
62522.468372,117371
62522.476412,117898
62522.484443,118424
62522.496379,119206
62522.506940,119898
62522.514804,120414
62522.521734,120868
62522.529749,121393
62522.539797,122052
62522.548770,122640
62522.556857,123170
62522.566529,123803
62522.574856,124349
62522.581084,124757
62522.588688,125256
62522.596418,125762
62522.604452,126289
62522.612359,126807
62522.620566,127345
62522.628373,127856
62522.636414,128383
62522.644347,128903
62522.652463,129435
62522.664332,130213
62522.672467,130746
62522.680432,131268
62522.688403,131790
62522.696386,132314
62522.704402,132839
62522.712347,133360
62522.720463,133891
62522.728520,134419
62522.736472,134941
62522.748331,135718
62522.756300,136240
62522.764535,136780
62522.774012,137401
62522.780610,137833
62522.788981,138382
62522.796558,138878
62522.804493,139398
62522.812400,139917
62522.820361,140438
62522.832428,141229
62522.840366,141749
62522.848464,142280
62522.856374,142798
62522.864593,143337
62522.872451,143852
62522.880357,144370
62522.888459,144901
62522.896487,145427
62522.904549,145956
62522.916479,146737
62522.924464,147261
62522.932339,147777
62522.940371,148303
62522.948358,148827
62522.956416,149355
62522.964495,149884
62522.972385,150401
62522.980392,150926
62522.988716,151471
62523.000403,152237
62523.008377,152760
62523.016415,153287
62523.024426,153812
62523.032506,154341
62523.040445,154861
62523.048513,155390
62523.056436,155909
62523.064500,156438
62523.072474,156961
62523.084470,157747
62523.092480,158272
62523.100423,158792
62523.108441,159318
62523.116454,159843
62523.124400,160363
62523.132374,160886
62523.140323,161407
62523.148299,161930
62523.156359,162458
62523.168418,163248
62523.176371,163769
62523.184411,164296
62523.192520,164828
62523.200357,165341
62523.208433,165871
62523.216368,166391
62523.224487,166923
62523.232502,167448
62523.240424,167967
62523.252482,168757
62523.260419,169277
62523.268452,169804
62523.276395,170324
62523.284383,170848
62523.292378,171372
62523.300454,171901
62523.308450,172425
62523.316428,172948
62523.324411,173471
62523.336397,174257
62523.344359,174778
62523.352365,175303
62523.360318,175824
62523.368421,176355
62523.376330,176874
62523.384448,177406
62523.392400,177927
62523.400528,178460
62523.408382,178974
62523.420405,179762
62523.428489,180292
62523.436379,180809
62523.444443,181337
62523.452491,181865
62523.460486,182389
62523.468415,182908
62523.476386,183431
62523.484438,183959
62523.492442,184483
62523.504530,185275
62523.512441,185794
62523.520514,186323
62523.528374,186838
62523.536406,187364
62523.544354,187885
62523.552400,188412
62523.560301,188930
62523.568557,189471
62523.576396,189985
62523.588470,190776
62523.596478,191301
62523.604476,191825
62523.612454,192348
62523.620521,192877
62523.628335,193389
62523.636426,193919
62523.644352,194439
62523.652472,194971
62523.660446,195493
62523.672585,196289
62523.680449,196804
62523.688437,197328
62523.696535,197858
62523.704572,198385
62523.712429,198900
62523.720533,199431
62523.728473,199951
62523.736424,200472
62523.744386,200994
62523.756480,201787
62523.764393,202305
62523.772457,202834
62523.780359,203352
62523.788449,203882
62523.796509,204410
62523.804535,204936
62523.812293,205445
62523.820436,205978
62523.828326,206495
62523.840457,207290
62523.848415,207812
62523.856399,208335
62523.864495,208866
62523.872452,209387
62523.880519,209916
62523.888428,210434
62523.896515,210964
62523.904494,211487
62523.912576,212017
62523.924419,212793
62523.932358,213313
62523.940405,213840
62523.948324,214359
62523.956434,214891
62523.964459,215417
62523.972395,215937
62523.982058,216570
62523.988486,216991
62523.996956,217546
62524.008436,218299
62524.016453,218824
62524.024472,219350
62524.032397,219869
62524.040436,220396
62524.048397,220918
62524.056432,221444
