# timestamps [seconds],pts
354961.570191,0
354961.604590,2254
354961.634436,4210
354961.666291,6297
354961.698380,8400
354961.734442,10764
354961.766328,12853
354961.802469,15222
354961.834373,17313
354961.866324,19407
354961.902690,21790
354961.934292,23861
354961.966323,25960
354962.002297,28318
354962.034332,30417
354962.070309,32775
354962.102349,34874
354962.134364,36973
354962.170276,39326
354962.202279,41423
354962.234339,43524
354962.270816,45915
354962.303037,48027
354962.338246,50334
354962.370281,52433
354962.402387,54537
354962.438277,56890
354962.470264,58986
354962.502368,61090
354962.538215,63439
354962.570207,65536
354962.606309,67901
354962.638152,69988
354962.670244,72091
354962.706279,74453
354962.738294,76551
354962.774222,78906
354962.806205,81002
354962.838774,83136
354962.874424,85472
354962.906211,87556
354962.938354,89662
354962.974272,92016
354963.006285,94114
354963.042409,96481
354963.074593,98590
354963.106290,100668
354963.142491,103040
354963.174456,105135
354963.206299,107222
354963.242438,109590
354963.274427,111687
354963.310357,114041
354963.342474,116146
354963.374435,118241
354963.410813,120625
354963.442452,122698
354963.474438,124794
354963.510453,127155
354963.542460,129252
354963.578270,131599
354963.610464,133709
354963.642477,135807
354963.678335,138157
354963.710299,140251
354963.742428,142357
354963.778346,144711
354963.810479,146817
354963.846732,149193
354963.880685,151418
354963.910459,153369
354963.946303,155718
354963.978341,157818
354964.010434,159921
354964.046553,162288
354964.078322,164370
354964.114276,166726
354964.146350,168828
354964.178321,170923
354964.214233,173277
354964.246322,175380
354964.282314,177738
354964.314524,179849
354964.346383,181937
354964.382455,184301
354964.414378,186393
354964.446252,188482
354964.482491,190857
354964.514315,192943
354964.550458,195311
354964.582356,197402
354964.614262,199493
354964.650407,201861
354964.682451,203961
354964.714194,206042
354964.750450,208418
354964.782316,210506
354964.818482,212876
354964.850407,214968
354964.882321,217060
354964.918402,219425
354964.950402,221522
354964.982290,223611
354965.018411,225979
354965.050812,228102
354965.087657,230517
354965.118288,232524
354965.150419,234630
354965.186472,236992
354965.218430,239087
354965.250336,241178
354965.286324,243536
354965.318280,245631
354965.354325,247993
354965.386339,250091
354965.418353,252189
354965.454107,254532
354965.486322,256643
354965.518348,258742
354965.554244,261094
354965.586310,263196
354965.622145,265544
354965.654233,267647
354965.686431,269757
354965.722309,272109
354965.754225,274200
354965.786414,276310
354965.822235,278657
354965.854199,280752
354965.890786,283150
354965.922371,285220
354965.954364,287316
354965.990194,289664
354966.022228,291764
354966.058371,294132
354966.090333,296227
354966.122672,298346
354966.158312,300682
354966.190172,302770
354966.222737,304904
354966.258366,307239
354966.290373,309337
354966.326535,311707
354966.358421,313796
354966.390218,315880
354966.426422,318253
354966.458855,320378
354966.491911,322544
354966.526340,324801
354966.558343,326898
354966.594380,329260
354966.626725,331379
354966.658340,333451
354966.694345,335811
354966.726301,337905
354966.758456,340012
354966.794822,342396
354966.826456,344469
354966.862329,346820
354966.894419,348923
354966.926320,351013
354966.962362,353375
354966.994463,355479
354967.026429,357574
354967.062365,359929
354967.094491,362035
354967.130339,364384
354967.162778,366510
354967.194358,368579
354967.230350,370938
354967.262473,373043
354967.294393,375135
354967.330349,377491
354967.362306,379586
354967.398363,381949
354967.430203,384035
354967.462282,386138
354967.498513,388512
354967.530239,390591
354967.566476,392966
354967.598346,395055
354967.630236,397145
354967.666898,399547
354967.698413,401613
354967.730282,403701
354967.766481,406073
354967.798288,408158
354967.834465,410529
354967.866455,412625
354967.898267,414710
354967.934837,417107
354967.966321,419170
354967.998198,421259
354968.034468,423636
354968.066425,425730
354968.102461,428092
354968.134387,430184
354968.166331,432278
354968.202437,434644
354968.234459,436742
354968.266358,438833
354968.302329,441190
354968.334360,443289
354968.370332,445647
354968.402287,447741
354968.434524,449854
354968.470151,452188
354968.502351,454299
354968.534359,456396
354968.570271,458750
354968.602349,460852
354968.638379,463213
354968.670227,465300
354968.702363,467406
354968.738244,469758
354968.770298,471859
354968.802926,473997
354968.838226,476310
354968.870261,478410
354968.906244,480768
354968.938260,482866
354968.970339,484968
354969.006255,487322
354969.038224,489417
354969.070350,491522
354969.106188,493871
354969.138244,495972
354969.174325,498336
354969.206299,500432
354969.238265,502527
354969.274518,504903
354969.306252,506982
354969.342578,509363
354969.374396,511448
354969.406268,513537
354969.442304,515898
354969.474572,518013
354969.506257,520090
354969.542307,522452
354969.574356,524552
354969.610341,526911
354969.642751,529035
354969.674489,531115
354969.710404,533468
354969.742366,535563
354969.774344,537659
354969.810419,540023
354969.842350,542115
354969.878157,544462
354969.910546,546585
354969.942433,548674
354969.978200,551018
354970.010406,553129
354970.042448,555229
354970.078280,557577
354970.110249,559672
354970.146639,562057
354970.187298,564722
354970.210400,566236
354970.246686,568614
354970.278260,570683
354970.310440,572792
354970.346269,575140
354970.378235,577235
354970.414317,579599
354970.446303,581695
354970.478252,583789
354970.514366,586156
354970.546352,588252
354970.578289,590345
354970.614369,592710
354970.646313,594803
354970.682357,597165
354970.714319,599260
354970.746290,601355
354970.782468,603726
354970.814312,605813
354970.850511,608185
354970.882418,610276
354970.914258,612363
354970.950480,614737
354970.982302,616822
354971.014194,618912
354971.050352,621282
354971.082329,623377
354971.118256,625732
354971.150278,627831
354971.182425,629937
354971.218471,632300
354971.250394,634392
354971.282385,636488
354971.318360,638846
354971.350837,640974
354971.386464,643309
354971.418377,645400
354971.450352,647496
354971.486450,649862
354971.518349,651952
354971.550348,654049
354971.586267,656403
354971.618216,658497
354971.654276,660860
354971.686356,662962
354971.718226,665051
354971.754191,667408
354971.786311,669513
354971.818383,671615
354971.854201,673962
354971.886331,676068
354971.922239,678421
354971.954146,680512
354971.986362,682623
354972.022272,684977
354972.054223,687071
354972.086454,689183
354972.122201,691525
354972.154224,693624
354972.190255,695985
354972.222249,698082
354972.254633,700204
354972.296361,702939
354972.322242,704635
354972.358528,707013
354972.390141,709085
354972.422197,711186
354972.458347,713555
354972.490373,715654
354972.522302,717746
354972.558518,720120
354972.590273,722201
354972.626279,724560
354972.658430,726667
354972.690351,728759
354972.726287,731114
354972.758346,733215
354972.790272,735308
354972.826290,737668
354972.858427,739774
354972.894277,742123
354972.926766,744253
354972.959375,746390
354972.994326,748680
354973.026340,750778
354973.058450,752883
354973.094378,755237
354973.126261,757327
354973.162266,759686
354973.194438,761795
354973.226847,763918
354973.262284,766241
354973.294350,768342
354973.326263,770434
354973.362243,772792
354973.394337,774895
354973.430199,777245
354973.462311,779350
354973.494444,781455
354973.530252,783802
354973.562612,785923
354973.594310,788000
354973.630158,790349
354973.662234,792452
354973.698354,794819
354973.730285,796911
354973.762264,799007
354973.798315,801370
354973.830253,803463
354973.862279,805561
354973.898346,807925
354973.930168,810011
354973.966435,812387
354973.998193,814469
354974.030243,816569
354974.066300,818932
354974.098317,821030
354974.134483,823400
354974.166812,825519
354974.203479,827922
354974.234419,829950
354974.266699,832065
354974.301741,834362
354974.334349,836499
354974.366342,838595
354974.402363,840956
354974.434270,843047
354974.466292,845145
354974.502429,847514
354974.534288,849602
354974.566288,851699
354974.602398,854065
354974.634354,856159
354974.670256,858512
354974.702344,860615
354974.734276,862708
354974.770168,865060
354974.802423,867174
354974.834364,869267
354974.870270,871620
354974.902429,873728
354974.938280,876077
354974.970196,878169
354975.002327,880275
354975.038242,882628
354975.070294,884729
354975.102319,886828
354975.138204,889179
354975.170137,891272
354975.206245,893638
354975.238284,895738
354975.270343,897839
354975.306276,900194
354975.338173,902284
354975.370415,904397
354975.406175,906741
354975.438271,908844
354975.474577,911223
354975.506236,913298
354975.538357,915403
354975.574300,917759
354975.606207,919850
354975.642334,922217
354975.674345,924315
354975.706272,926408
354975.742421,928777
354975.774476,930877
354975.806250,932960
354975.842353,935326
354975.874329,937421
354975.910316,939780
354975.942437,941885
354975.974434,943982
354976.010385,946338
354976.042455,948439
354976.074414,950534
354976.110431,952894
354976.142446,954992
354976.178288,957341
354976.210476,959451
354976.242471,961547
354976.278256,963893
354976.310578,966011
354976.342353,968093
354976.378305,970449
354976.410294,972546
354976.446251,974902
354976.478093,976989
354976.510351,979103
354976.546231,981454
354976.578200,983549
354976.610362,985657
354976.646115,988000
354976.678150,990100
354976.714257,992466
354976.746706,994592
354976.778568,996680
354976.814323,999024
354976.846706,1001146
354976.878144,1003206
354976.914315,1005577
354976.946310,1007673
354976.982369,1010037
354977.014098,1012116
354977.046078,1014212
354977.082341,1016588
354977.114157,1018673
354977.150232,1021037
354977.182259,1023136
354977.214505,1025250
354977.250365,1027600
354977.282473,1029704
354977.314270,1031788
354977.350809,1034182
354977.382426,1036254
354977.418336,1038608
354977.450434,1040711
354977.482442,1042809
354977.518363,1045163
354977.550829,1047291
354977.582327,1049355
354977.618435,1051721
354977.650277,1053808
354977.686471,1056180
354977.718214,1058260
354977.750339,1060365
354977.786336,1062725
354977.818322,1064821
354977.850350,1066920
354977.886292,1069275
354977.918306,1071373
354977.954386,1073738
354977.986304,1075829
354978.018329,1077928
354978.054343,1080288
354978.086358,1082387
354978.118257,1084477
354978.154184,1086831
354978.186365,1088940
354978.222298,1091295
354978.254295,1093392
354978.286333,1095492
354978.322251,1097846
354978.354246,1099943
354978.386329,1102045
354978.422242,1104399
354978.454173,1106491
354978.490363,1108863
354978.522217,1110951
354978.554350,1113056
354978.590298,1115412
354978.622239,1117505
354978.654263,1119604
354978.690404,1121973
354978.722370,1124068
354978.758334,1126424
354978.790171,1128511
354978.822287,1130616
354978.858292,1132975
354978.890385,1135078
354978.926309,1137433
354978.958265,1139527
354978.990224,1141621
354979.026469,1143997
354979.058456,1146093
354979.090453,1148190
354979.126242,1150535
354979.158342,1152639
354979.194387,1155001
354979.226459,1157103
354979.258450,1159200
354979.294287,1161548
354979.326246,1163643
354979.358359,1165747
354979.394960,1168146
354979.426330,1170202
354979.462215,1172553
354979.494347,1174659
354979.526237,1176749
354979.562218,1179107
354979.594340,1181212
354979.626343,1183309
354979.662277,1185664
354979.694474,1187774
354979.730180,1190114
354979.762144,1192209
354979.794348,1194320
354979.830231,1196671
354979.862386,1198778
354979.894380,1200875
354979.930254,1203226
354979.962572,1205344
354979.998302,1207686
354980.030114,1209771
354980.062261,1211877
354980.098517,1214253
354980.130203,1216330
354980.162262,1218431
354980.198247,1220789
354980.230156,1222880
354980.266360,1225253
354980.298843,1227382
354980.335477,1229783
354980.366303,1231803
354980.398132,1233889
354980.434294,1236258
354980.466318,1238357
354980.498250,1240450
354980.534418,1242820
354980.566413,1244917
354980.598130,1246995
354980.634352,1249369
354980.666403,1251470
354980.702365,1253827
354980.734473,1255931
354980.766424,1258025
354980.802257,1260373
354980.834345,1262476
354980.866252,1264567
354980.902334,1266931
354980.934278,1269025
354980.970204,1271379
354981.002359,1273487
354981.034339,1275582
354981.070177,1277931
354981.102368,1280041
354981.134268,1282131
354981.170170,1284484
354981.202345,1286593
354981.238181,1288941
354981.270203,1291040
354981.302344,1293146
354981.338141,1295492
354981.370150,1297590
354981.402759,1299727
354981.440051,1302171
354981.470126,1304142
354981.506584,1306531
354981.538189,1308602
354981.570087,1310693
354981.606215,1313060
354981.638241,1315159
354981.670276,1317259
354981.706209,1319613
354981.738231,1321712
354981.774317,1324077
354981.806208,1326167
354981.838323,1328272
354981.874290,1330629
354981.906139,1332716
354981.942324,1335087
354981.974322,1337184
354982.006648,1339303
354982.050397,1342170
354982.077918,1343973
354982.106748,1345863
354982.142305,1348193
354982.174442,1350299
354982.210857,1352686
354982.243170,1354803
354982.274447,1356853
354982.310875,1359240
354982.348776,1361724
354982.374455,1363407
354982.410437,1365765
354982.442442,1367862
354982.478164,1370204
354982.510404,1372316
354982.542826,1374441
354982.578240,1376762
354982.610378,1378868
354982.642366,1380964
354982.678299,1383319
354982.710468,1385428
354982.746242,1387772
354982.778289,1389872
354982.810464,1391981
354982.846529,1394344
354982.881445,1396633
354982.910409,1398531
354982.946271,1400881
354982.978282,1402979
354983.014238,1405335
354983.046521,1407451
354983.078250,1409530
354983.114723,1411920
354983.146172,1413981
354983.178326,1416089
354983.214251,1418443
354983.246332,1420545
354983.282522,1422917
354983.314348,1425003
354983.346169,1427088
354983.382374,1429461
354983.414257,1431550
354983.446223,1433645
354983.482366,1436014
354983.514185,1438099
354983.550345,1440469
354983.582364,1442567
354983.614161,1444651
354983.650440,1447029
354983.682429,1449125
354983.718295,1451475
354983.750346,1453576
354983.782358,1455674
354983.818279,1458028
354983.850383,1460132
354983.882356,1462227
354983.918242,1464579
354983.950349,1466683
354983.986275,1469038
354984.018384,1471142
354984.050343,1473236
354984.086421,1475601
354984.118285,1477689
354984.150359,1479791
354984.186386,1482152
354984.218349,1484247
354984.254384,1486608
354984.286371,1488704
354984.318364,1490801
354984.354243,1493152
354984.386329,1495255
354984.418425,1497359
354984.454165,1499701
354984.486400,1501813
354984.522212,1504160
354984.554207,1506257
354984.586584,1508379
354984.622204,1510713
354984.654213,1512811
354984.686308,1514914
354984.722277,1517271
354984.754227,1519365
354984.790213,1521724
354984.822229,1523822
354984.854313,1525924
354984.890262,1528280
354984.922250,1530377
354984.954354,1532481
354984.990227,1534832
354985.022330,1536935
354985.058399,1539299
354985.090283,1541389
354985.122277,1543485
354985.158318,1545847
354985.190276,1547942
354985.226411,1550310
354985.258273,1552398
354985.290248,1554493
354985.326278,1556855
354985.358424,1558961
354985.390356,1561054
354985.426359,1563413
354985.458355,1565510
354985.494248,1567863
354985.526312,1569964
354985.558251,1572057
354985.594323,1574421
354985.626460,1576527
354985.658242,1578610
354985.694408,1580980
354985.726252,1583067
354985.762251,1585426
354985.794463,1587537
354985.826480,1589635
354985.862240,1591979
354985.894409,1594087
354985.926310,1596178
354985.962248,1598533
354985.994401,1600640
354986.030290,1602992
354986.062251,1605087
354986.094442,1607196
354986.130278,1609545
354986.162238,1611639
354986.194311,1613741
354986.230289,1616099
354986.262332,1618199
354986.298455,1620566
354986.330321,1622655
354986.362230,1624746
354986.398119,1627098
354986.430329,1629209
354986.462240,1631300
354986.498364,1633667
354986.530768,1635791
354986.566380,1638125
354986.598097,1640203
354986.630119,1642302
354986.666389,1644679
354986.698265,1646768
354986.730188,1648860
354986.766358,1651230
354986.798205,1653317
354986.834271,1655681
354986.866352,1657783
354986.898453,1659887
354986.934254,1662233
354986.966356,1664337
354987.002416,1666700
354987.034351,1668793
354987.066483,1670899
354987.102343,1673249
354987.134307,1675344
354987.166330,1677442
354987.202342,1679803
354987.234346,1681900
354987.270373,1684261
354987.302375,1686358
354987.334383,1688456
354987.370238,1690806
354987.402328,1692909
354987.434370,1695008
354987.470184,1697356
354987.502402,1699467
354987.538269,1701817
354987.570771,1703948
354987.603477,1706091
354987.638187,1708366
354987.670783,1710502
354987.704159,1712689
354987.738188,1714919
354987.770189,1717016
354987.806213,1719377
354987.838309,1721481
354987.870157,1723568
354987.906128,1725925
354987.938120,1728022
354987.970216,1730125
354988.006243,1732486
354988.038224,1734582
354988.074230,1736942
354988.106165,1739035
354988.138254,1741138
354988.174373,1743505
354988.206240,1745593
354988.238266,1747692
354988.274417,1750061
354988.306232,1752146
354988.342347,1754513
354988.374255,1756604
354988.406234,1758700
354988.442301,1761063
354988.474508,1763174
354988.510508,1765533
354988.542390,1767623
354988.574495,1769727
354988.610414,1772081
354988.642356,1774174
354988.674353,1776271
354988.710336,1778629
354988.742437,1780733
354988.778219,1783078
354988.810486,1785192
354988.842396,1787283
354988.878251,1789633
354988.910356,1791737
354988.942352,1793834
354988.978298,1796190
354989.010313,1798288
354989.046224,1800641
354989.078298,1802743
354989.110497,1804853
354989.146611,1807220
354989.178338,1809299
354989.210454,1811404
354989.246180,1813745
354989.278233,1815846
354989.314283,1818209
354989.346344,1820310
354989.378222,1822399
354989.414291,1824763
354989.446284,1826859
354989.478180,1828950
354989.514245,1831313
354989.546717,1833441
354989.582314,1835774
354989.614245,1837867
354989.646369,1839972
354989.682518,1842341
354989.714292,1844423
354989.746276,1846519
354989.782450,1848890
354989.814223,1850972
354989.850399,1853343
354989.882426,1855442
354989.914199,1857524
354989.950373,1859895
354989.982399,1861994
354990.014262,1864082
354990.050448,1866453
354990.082369,1868545
354990.118363,1870904
354990.150397,1873003
354990.182523,1875109
354990.218379,1877459
354990.250399,1879557
354990.286507,1881923
354990.318306,1884007
354990.350365,1886108
354990.386494,1888476
354990.418390,1890566
354990.450413,1892665
354990.486706,1895043
354990.518290,1897113
354990.554271,1899471
354990.586279,1901569
354990.618344,1903670
354990.654162,1906018
354990.686344,1908127
354990.718222,1910216
354990.754207,1912574
354990.786350,1914680
354990.822223,1917031
354990.854250,1919130
354990.886331,1921233
354990.922187,1923583
354990.954178,1925679
354990.986421,1927792
354991.022210,1930138
354991.054126,1932229
354991.090358,1934604
354991.122169,1936688
354991.154267,1938792
354991.190174,1941145
354991.222251,1943247
354991.254259,1945345
354991.290343,1947710
354991.322638,1949826
354991.358293,1952163
354991.390222,1954255
354991.422445,1956367
354991.458379,1958722
354991.490429,1960822
354991.522136,1962900
354991.558287,1965269
354991.590167,1967359
354991.626336,1969729
354991.658819,1971858
354991.695515,1974263
354991.726225,1976275
354991.758311,1978378
354991.794291,1980736
354991.826829,1982868
354991.858437,1984940
354991.894299,1987290
354991.926243,1989383
354991.958360,1991488
354991.994617,1993864
354992.026356,1995944
354992.062118,1998288
354992.094379,2000402
354992.126258,2002491
354992.162316,2004854
354992.194355,2006954
354992.226384,2009053
354992.262244,2011403
354992.294351,2013507
354992.330298,2015863
354992.362228,2017956
354992.394346,2020060
354992.430293,2022416
354992.462280,2024513
354992.494348,2026614
354992.530374,2028975
354992.562362,2031071
354992.598300,2033427
354992.630169,2035515
354992.662232,2037616
354992.698280,2039979
354992.730239,2042073
354992.762220,2044169
354992.798277,2046532
354992.830293,2048630
354992.866386,2050996
354992.898249,2053084
354992.930241,2055180
354992.966402,2057550
354992.998332,2059643
354993.030247,2061734
354993.066480,2064109
354993.098407,2066201
354993.134518,2068568
354993.166302,2070651
354993.198224,2072743
354993.234335,2075109
354993.266263,2077202
354993.302412,2079571
354993.334290,2081660
354993.366340,2083760
354993.402337,2086119
354993.434325,2088216
354993.466373,2090316
354993.502396,2092677
354993.534341,2094770
354993.570331,2097129
354993.602333,2099226
354993.634337,2101323
354993.670244,2103676
354993.702426,2105786
354993.734330,2107876
354993.770196,2110227
354993.802338,2112333
354993.838267,2114688
354993.870254,2116784
354993.902344,2118887
354993.938333,2121246
354993.970222,2123336
354994.002604,2125458
354994.038214,2127791
354994.070200,2129888
354994.106225,2132248
354994.138232,2134346
354994.170234,2136443
354994.206254,2138804
354994.238250,2140901
354994.270242,2142997
354994.306226,2145356
354994.338166,2147449
354994.374258,2149814
354994.406230,2151909
354994.438227,2154006
354994.474319,2156372
354994.506231,2158463
354994.538237,2160560
354994.574416,2162931
354994.606228,2165016
354994.642381,2167385
354994.674354,2169481
354994.706234,2171570
354994.742365,2173938
354994.774232,2176026
354994.806243,2178124
354994.842916,2180528
354994.876561,2182732
354994.910404,2184950
354994.942345,2187044
354994.974352,2189141
354995.010303,2191497
354995.042483,2193606
354995.078194,2195946
354995.110336,2198053
354995.142362,2200152
354995.178229,2202502
354995.210449,2204614
354995.242381,2206706
354995.278131,2209049
354995.310391,2211164
354995.346272,2213515
354995.378244,2215610
354995.410356,2217715
354995.446229,2220066
354995.478307,2222168
354995.510411,2224272
354995.546248,2226620
354995.578238,2228717
354995.614357,2231084
354995.646358,2233181
354995.678327,2235276
354995.714253,2237631
354995.746593,2239750
354995.778195,2241821
354995.814260,2244185
354995.846269,2246282
354995.882393,2248650
354995.914296,2250740
354995.946302,2252838
354995.982338,2255200
354996.014315,2257295
354996.046294,2259391
354996.082393,2261757
