stepId,actionId,begin,end
0,0,85,177
1,0,178,210
1,1,211,255
1,2,156,315
2,0,321,341
2,1,342,385
2,2,386,449
3,0,457,476
3,1,477,515
3,2,516,564
4,0,590,610
4,1,611,686
4,2,687,730
5,0,744,765
5,1,766,795
5,2,796,840
6,0,872,888
6,1,889,933
6,2,934,974
7,0,986,1011
7,1,1012,1027
7,2,1028,1090
8,0,1112,1130
8,1,1131,1151
8,2,1152,1193
9,0,1218,1222
9,1,1223,1272
9,2,1273,1340
