stepId,actionId,timestamp,duration
0,0,62596873.194,1376.0260000005364
1,0,62600193.157000005,835.9349999949336
1,1,62601129.192,604.1960000023246
1,2,62601765.160000004,1943.9010000005364
2,0,62604681.242,803.8250000029802
2,1,62605253.095,600.1140000000596
2,2,62605889.566,1639.4560000002384
3,0,62607865.246,503.8070000037551
3,1,62608537.074,436.19399999827147
3,2,62609005.231000006,1744.0639999955893
4,0,62611081.166999996,471.90300000458956
4,1,62611653.229,568.3640000000596
4,2,62612257.1,1203.9679999947548
5,0,62613765.224,500.1270000040531
5,1,62614165.146,468.136000007391
5,2,62614669.162,1540.569000005722
6,0,62616445.201000005,603.933999992907
6,1,62617549.24,503.93299999833107
6,2,62618085.14,2951.9230000004172
7,0,62621941.169,300.12600000202656
7,1,62622377.100999996,536.0619999989867
7,2,62622945.168,1508.2000000029802
8,0,62624821.168000005,468.0
8,1,62625425.198,570.9239999949932
8,2,62626029.011,1073.3739999979734
9,0,62628105.123,336.1199999973178
9,1,62628641.221,603.7859999984503
9,2,62629245.007,1576.0460000038147
