stepId,actionId,begin,end
0,0,60,101
1,0,159,184
1,1,187,205
1,2,206,263
2,0,292,316
2,1,309,327
2,2,328,377
3,0,387,402
3,1,407,420
3,2,421,473
4,0,483,497
4,1,500,517
4,2,518,554
5,0,563,578
5,1,575,589
5,2,590,636
6,0,643,661
6,1,676,691
6,2,692,780
7,0,807,816
7,1,820,836
7,2,837,882
8,0,893,907
8,1,911,928
8,2,929,961
9,0,991,1001
9,1,1007,1025
9,2,1025,1072
