stepId,actionId,timestamp,duration
0,0,354863814.144,4792.059000015259
1,0,354869646.17,940.0719999670982
1,1,354870618.201,735.8149999976158
1,2,354871413.358,1516.847000002861
2,0,354874474.211,1004.0079999566078
2,1,354875510.426,739.819000005722
2,2,354876282.335,1743.8640000224113
3,0,354878794.393,535.7070000171661
3,1,354879330.1,739.9349999427795
3,2,354880102.16499996,1744.4490000009537
4,0,354882714.227,840.0289999842644
4,1,354883586.175,872.186999976635
4,2,354884490.237,1443.966000020504
5,0,354886738.213,1204.1500000357628
5,1,354887978.03900003,767.9969999790192
5,2,354888782.23,1439.8490000367165
6,0,354891530.561,299.5610000491142
6,1,354891866.254,935.9399999976158
6,2,354892834.22800004,1476.145999968052
7,0,354895550.361,803.7919999957085
7,1,354896386.19200003,704.1890000104904
7,2,354897126.305,1440.0929999947548
8,0,354899302.288,435.9050000309944
8,1,354899738.193,636.1689999699593
8,2,354900410.356,1407.9169999957085
9,0,354902790.12100005,500.6209999322891
9,1,354903290.742,871.3619999885559
9,2,354904194.263,1343.8879999518394
