stepId,actionId,timestamp,duration
0,0,347769791.389,3105.925000011921
1,0,347772929.31,1071.930999994278
1,1,347774033.39100003,1475.9169999361038
1,2,347772193.387,5472.815999984741
2,0,347777880.371,703.5110000371933
2,1,347778616.38,1416.7350000143051
2,2,347780065.18600005,2268.6699999570847
3,0,347782617.999,699.4969999790192
3,1,347783349.36300004,1275.983999967575
3,2,347784658.19500005,1626.3349999785423
4,0,347787137.95,671.1759999990463
4,1,347787841.175,2558.2509999871254
4,2,347790433.754,1438.0859999656677
5,0,347792343.745,706.5960000157356
5,1,347793085.65800005,996.442999958992
5,2,347794116.202,1520.7260000109673
6,0,347796721.925,540.505999982357
6,1,347797294.407,1470.7689999938011
6,2,347798801.275,1339.854000031948
7,0,347800547.333,846.3990000486374
7,1,347801427.569,494.3889999985695
7,2,347801956.741,2077.4300000071526
8,0,347804768.766,615.9240000247955
8,1,347805423.676,713.5800000429153
8,2,347806173.23,1372.0180000066757
9,0,347808399.61800003,129.41499996185303
9,1,347808561.353,1687.3479999899864
9,2,347810286.54,2263.2369999289513
