stepId,actionId,begin,end
0,0,102,245
1,0,276,304
1,1,305,327
1,2,328,374
2,0,420,450
2,1,451,473
2,2,474,526
3,0,549,565
3,1,565,587
3,2,588,640
4,0,666,691
4,1,692,718
4,2,719,762
5,0,786,822
5,1,823,846
5,2,847,890
6,0,929,938
6,1,939,967
6,2,968,1012
7,0,1049,1073
7,1,1074,1095
7,2,1096,1139
8,0,1161,1174
8,1,1174,1193
8,2,1194,1236
9,0,1265,1280
9,1,1280,1306
9,2,1307,1347
