stepId,actionId,surfaceId,timestamp,duration
0.0,0.0,-1.0,62401173.704,0.0
0.0,0.0,0.0,62401209.755,767.9279999956489
0.0,0.0,-1.0,62402013.595,64.070999994874
0.0,0.0,0.0,62402113.745000005,268.0189999938011
0.0,0.0,-1.0,62402413.657,268.48700000345707
0.0,0.0,2.0,62402713.735,104.11800000071526
0.0,0.0,-1.0,62402849.782,335.945000000298
0.0,0.0,0.0,62403217.747,67.945999994874
1.0,0.0,0.0,62404289.705000006,68.0359999909997
1.0,0.0,0.0,62404425.741,67.80200000107288
1.0,0.0,-1.0,62404525.692,32.05799999833107
1.0,1.0,1.0,62404993.567999996,135.94099999964237
1.0,1.0,-1.0,62405161.565000005,872.2409999966621
1.0,2.0,2.0,62406401.716,578.4409999996424
1.0,2.0,2.0,62407049.013000004,191.48099999129772
1.0,2.0,-1.0,62407273.799,99.85499999672174
1.0,2.0,2.0,62407405.639,168.09300000220537
1.0,2.0,-1.0,62407609.828,167.8180000036955
2.0,0.0,0.0,62408413.78,231.820999994874
2.0,0.0,-1.0,62408681.64300001,32.32899998873472
2.0,0.0,0.0,62408745.565,204.2710000053048
2.0,0.0,-1.0,62408981.821,99.95299999415874
2.0,1.0,1.0,62409217.809,237.19500000029802
2.0,1.0,-1.0,62409485.558,168.0219999998808
2.0,2.0,0.0,62409921.627000004,232.03199999779463
2.0,2.0,-1.0,62410189.642,1003.917000003159
2.0,2.0,2.0,62411225.81299999,167.80700001120567
2.0,2.0,1.0,62411461.602000006,67.97399999201298
3.0,0.0,0.0,62411929.676,404.14299999922514
3.0,0.0,-1.0,62412365.722,36.08100000023842
3.0,0.0,0.0,62412433.727000006,503.8289999887347
3.0,0.0,-1.0,62412969.61,32.221000000834465
3.0,1.0,1.0,62413338.601,235.0739999935031
3.0,1.0,-1.0,62413605.534,236.14799999445677
3.0,2.0,0.0,62414009.647,232.15999999642372
3.0,2.0,-1.0,62414277.602000006,368.1229999959469
3.0,2.0,2.0,62414677.978,1207.5810000002384
3.0,2.0,-1.0,62415917.54,336.02899999916553
3.0,2.0,0.0,62416285.597,204.08299999684095
4.0,0.0,0.0,62416889.766,99.91399999707937
4.0,0.0,-1.0,62417025.698,100.04999999701977
4.0,0.0,0.0,62417157.636,203.9649999961257
4.0,0.0,0.0,62417425.793000005,235.89399999380112
4.0,1.0,2.0,62417961.676,69.59300000220537
4.0,1.0,1.0,62418061.739,35.97200000286102
4.0,1.0,-1.0,62418129.492,268.21599999815226
4.0,1.0,0.0,62418433.813,467.73200000077486
4.0,2.0,2.0,62419301.562,1175.9430000036955
4.0,2.0,2.0,62420541.657000005,103.83699999004602
4.0,2.0,-1.0,62420677.549,268.0739999935031
4.0,2.0,0.0,62420977.714,435.8159999996424
4.0,2.0,-1.0,62421449.626,200.16799999773502
5.0,0.0,-1.0,62422789.808,131.90000000596046
5.0,0.0,0.0,62422957.605000004,300.10199999064207
5.0,0.0,-1.0,62423309.898,183.6879999935627
5.0,0.0,0.0,62423525.734000005,99.93399999290705
5.0,1.0,1.0,62423761.588,64.16600000113249
