timestamp,stepId,actionId,surfaceId,x,y,confidence,markers
354549108.76,0,0,0,0.6758589744567871,0.533330500125885,0.9878244400024414,0.375
354549116.657,0,0,0,0.668951153755188,0.5200746059417725,0.8188225626945496,0.375
354549124.67,0,0,0,0.6802822351455688,0.4975984692573547,0.6,0.375
354549132.70100003,0,0,0,0.6442022323608398,0.5049875974655151,0.8640168905258179,0.375
354549140.972,0,0,0,0.6066538691520691,0.4773167073726654,0.7971969842910767,0.625
354549148.777,0,0,0,0.5975006818771362,0.4774811267852783,0.725124180316925,0.625
354549156.757,0,0,0,0.5888588428497314,0.4731060266494751,0.7272321581840515,0.625
354549164.872,0,0,0,0.575050950050354,0.4640697836875915,0.8546364307403564,0.625
354549176.616,0,0,0,0.574618935585022,0.4451135694980621,0.8487703204154968,0.75
354549184.831,0,0,0,0.5655231475830078,0.431082934141159,0.9433758854866028,0.75
354549192.676,0,0,0,0.5570921897888184,0.4305987358093261,0.9278585314750672,0.75
354549200.665,0,0,0,0.5525678992271423,0.4304558634757995,0.9029445052146912,0.75
354549208.76100004,0,0,0,0.5556269288063049,0.4284386932849884,0.9565342664718628,0.75
354549216.714,0,0,0,0.5518674254417419,0.4295836985111236,0.9219892621040344,0.75
354549224.793,0,0,0,0.5460205078125,0.4275834858417511,1.0,0.75
354549232.644,0,0,0,0.543205976486206,0.4279974997043609,0.7900856733322144,0.75
354549240.791,0,0,0,0.5465978384017944,0.421208918094635,0.8578569889068604,0.75
354549248.773,0,0,0,0.5415349006652832,0.4279598295688629,1.0,0.75
354549260.629,0,0,0,0.5378291010856628,0.4318025112152099,0.910251796245575,0.75
354549268.705,0,0,0,0.5339241027832031,0.431029736995697,0.7874531745910645,0.75
354549276.671,0,0,0,0.5410881638526917,0.4279448390007019,0.9659079313278198,0.75
354549284.822,0,0,0,0.5373445153236389,0.4287227988243103,0.8754708170890808,0.75
354549292.726,0,0,0,0.5334181785583496,0.4309060573577881,0.9459314942359924,0.75
354549300.649,0,0,0,0.5291779041290283,0.4339026212692261,0.9725520610809326,0.75
354549308.699,0,0,0,0.5395302176475525,0.4309574961662292,0.8489707112312317,0.625
354549316.661,0,0,0,0.5371349453926086,0.4285053014755249,0.9394636750221252,0.625
354549324.69699997,0,0,0,0.5315787196159363,0.4318729341030121,0.9125994443893432,0.625
354549332.72300005,0,0,0,0.5280214548110962,0.4343009889125824,0.9541097283363342,0.625
354549344.73800004,0,0,0,0.5224953889846802,0.4211606085300445,0.9766370058059692,0.75
354549352.75299996,0,0,0,0.5222461223602295,0.4224540591239929,0.8752669095993042,0.75
354549360.67099994,0,0,0,0.5198583602905273,0.4264330565929413,0.8615581393241882,0.75
354549368.74,0,0,0,0.5161534547805786,0.4333181083202362,0.91139954328537,0.75
354549376.65400004,0,0,0,0.5160494446754456,0.4374803006649017,0.881354033946991,0.75
354549384.69799995,0,0,0,0.5122436881065369,0.4367179274559021,0.9262176156044006,0.75
354549392.781,0,0,0,0.5110029578208923,0.4396349787712097,1.0,0.75
354549400.745,0,0,0,0.5096567869186401,0.4413692057132721,0.9684627652168274,0.75
354549408.687,0,0,0,0.5170612931251526,0.4537959694862366,0.925589680671692,0.625
