stepId,actionId,timestamp,duration
0,0,2609081.7419999996,5514.8030000003055
1,0,2614791.935,342.65299999993294
1,1,2615190.301,908.8389999996871
1,0,2616156.668,1146.9739999999292
1,2,2617359.5439999998,1573.0510000004433
2,0,2620018.572,276.04999999981374
2,1,2620359.3959999997,533.3270000000484
2,2,2620933.9439999997,1478.0000000004657
3,0,2623647.1539999996,790.6940000005998
3,1,2624490.806,566.0550000001676
3,2,2625108.816,1692.8619999997318
4,0,2627425.882,852.0809999997728
4,1,2628328.886,739.0819999999367
4,2,2629122.5960000004,1454.772999999579
5,0,2632280.476,294.29800000041723
5,1,2632624.484,305.35800000000745
5,2,2632976.616,2048.5490000001155
6,0,2634969.731,1241.1669999998994
6,1,2636264.082,1283.847000000067
6,2,2637602.5979999998,4826.864000000525
6,0,2639535.951,659.5860000001267
7,0,2643024.205,533.6359999999404
7,1,2643595.9549999996,1161.6350000007078
7,2,2644803.382,1837.4939999999478
8,0,2647374.017,1416.410000000149
8,1,2648830.2589999996,893.0270000002347
8,2,2649771.005,1842.8560000001453
9,0,2653695.964,716.5759999998845
9,1,2654457.935,1032.4009999996051
9,2,2655537.785,1368.3009999999776
