stepId,actionId,timestamp,duration
0,0,354549053.834,2143.814999997616
1,0,354561585.88600004,1743.7499999403954
1,1,354564198.222,371.5260000228882
1,2,354564601.835,2076.12600004673
2,0,354567517.828,536.0309999585152
2,1,354568085.997,735.6430000066757
2,2,354568858.18600005,1507.8969998955727
3,0,354571505.813,871.8619999885559
3,1,354572541.812,1108.0580000281334
3,2,354573681.796,1576.0909999608994
4,0,354576129.754,636.0979999899864
4,1,354576965.81,636.0600000023842
4,2,354577637.805,1639.8559999465942
5,0,354580082.15500003,1307.5499999523163
5,1,354581557.88199997,603.7570000290871
5,2,354582193.81,2916.1509999632835
6,0,354586181.856,871.8600000143051
6,1,354587321.872,667.8429999947548
6,2,354588025.841,2611.82699996233
