id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
1,-549487.400723,213.8000000268221,0,4,0.5365931625751785,0.8042803092982642,1.4689292096297493,0.9936738124600163,3d gaze,17.880511878442334,-85.31108002597057,250.30114097134594,-549487.400723 -549487.395413 -549487.3878820001 -549487.37991 -549487.371937 -549487.363845 -549487.3557910001 -549487.343876 -549487.335218 -549487.327924 -549487.317023 -549487.310084 -549487.3039310001 -549487.2957520001 -549487.287938 -549487.27969 -549487.271735 -549487.259835 -549487.251915 -549487.2439240001 -549487.235885 -549487.227875 -549487.219872 -549487.21187 -549487.203874 -549487.194042 -549487.186923
2,-549487.175926,208.17699993494898,4,9,0.558463881376768,0.8056905740139194,1.9499647780116982,0.9994369286757249,3d gaze,26.71711262154833,-84.17670625450975,245.12307953601206,-549487.175926 -549487.167901 -549487.159931 -549487.151944 -549487.1439050001 -549487.13543 -549487.127825 -549487.11984 -549487.1118910001 -549487.103875 -549487.091885 -549487.083894 -549487.0759 -549487.0679210001 -549487.05986 -549487.0519280001 -549487.043894 -549487.035911 -549487.027922 -549487.019877 -549487.00794 -549486.999907 -549486.991948 -549486.9840320001 -549486.97594 -549486.9677490001
3,-549486.955866,215.98900004755706,9,13,0.5612910431236053,0.8040228336727772,1.0499789595273152,0.9983607177381162,3d gaze,28.131406483684778,-84.48663288193364,247.1925252333172,-549486.955866 -549486.9486690001 -549486.943955 -549486.935939 -549486.923899 -549486.91591 -549486.906968 -549486.899906 -549486.891937 -549486.883905 -549486.875934 -549486.867933 -549486.859929 -549486.8518000001 -549486.839849 -549486.831942 -549486.8239300001 -549486.815469 -549486.807874 -549486.7998960001 -549486.791863 -549486.783958 -549486.775903 -549486.767841 -549486.755763 -549486.747916 -549486.739877
4,-549486.731924,216.01400000508875,14,18,0.5535145216187292,0.8006815633477768,0.4574868984417419,0.9994932236494841,3d gaze,25.431241684398596,-85.63040368862282,253.51141855469353,-549486.731924 -549486.723843 -549486.715835 -549486.707839 -549486.6998930001 -549486.691868 -549486.683536 -549486.671932 -549486.66387 -549486.655715 -549486.647932 -549486.639185 -549486.631863 -549486.622785 -549486.615918 -549486.607958 -549486.599885 -549486.587895 -549486.579887 -549486.5717730001 -549486.56383 -549486.555808 -549486.54784 -549486.539865 -549486.5318400001 -549486.523862 -549486.51591
5,-549486.503948,184.0119999833405,18,22,0.5463769350483146,0.7977012308099887,2.3933647233302473,0.9942700966544773,3d gaze,22.73648681747479,-86.40584712290901,258.46616989490866,-549486.503948 -549486.4958960001 -549486.487829 -549486.47592 -549486.4691870001 -549486.463924 -549486.455887 -549486.4479040001 -549486.4398940001 -549486.427921 -549486.419843 -549486.411934 -549486.403865 -549486.395922 -549486.387892 -549486.379894 -549486.371698 -549486.363916 -549486.355853 -549486.347921 -549486.335926 -549486.327884 -549486.319936
6,-549486.311924,144.1620000405237,22,25,0.5081452219625219,0.8035090230576504,2.5868643205899615,0.9394179913732741,3d gaze,5.857585584447944,-85.62341452247017,252.4289748227068,-549486.311924 -549486.303907 -549486.295898 -549486.287923 -549486.27991 -549486.27194 -549486.263811 -549486.251804 -549486.24384 -549486.235613 -549486.227849 -549486.219749 -549486.211823 -549486.203621 -549486.195846 -549486.1878440001 -549486.17985 -549486.167762
7,-549485.767925,92.01900009065866,32,34,0.3828942941029268,0.7945704480352357,2.6835892450794248,0.9375401586294174,3d gaze,-46.05535396692926,-80.44033347943851,239.7841081247002,-549485.767925 -549485.759941 -549485.747828 -549485.739666 -549485.731896 -549485.723793 -549485.715744 -549485.707913 -549485.69982 -549485.691915 -549485.683875 -549485.675906
8,-549485.663516,215.5959999654442,35,39,0.3983684526932423,0.795043214105682,1.5431904934172918,0.9843567543559604,3d gaze,-40.34330823565393,-81.89624584230268,244.88107853921932,-549485.663516 -549485.655898 -549485.647906 -549485.639955 -549485.631898 -549485.6237860001 -549485.615845 -549485.607943 -549485.599712 -549485.591856 -549485.57975 -549485.571814 -549485.563734 -549485.555867 -549485.54783 -549485.539842 -549485.531862 -549485.523852 -549485.5158780001 -549485.507903 -549485.495877 -549485.487897 -549485.47993 -549485.471911 -549485.463914 -549485.455908 -549485.4479200001
9,-549485.439932,212.1089999563992,39,43,0.3961200449796568,0.7910313926722622,1.0150660677814265,1.0,3d gaze,-41.841940346513034,-82.08828569619489,248.4542463102146,-549485.439932 -549485.4319440001 -549485.423685 -549485.411896 -549485.403912 -549485.3958920001 -549485.387872 -549485.379835 -549485.371865 -549485.363694 -549485.355903 -549485.347815 -549485.339902 -549485.327896 -549485.3199090001 -549485.311905 -549485.303936 -549485.295735 -549485.287881 -549485.279895 -549485.271893 -549485.263886 -549485.255916 -549485.243532 -549485.2358200001 -549485.227823
10,-549485.2197370001,215.9100000280887,43,47,0.4207419665035035,0.7964611309052066,2.197187086595255,1.0,3d gaze,-31.26030932706644,-83.05164832953902,248.47366988938515,-549485.2197370001 -549485.2116790001 -549485.203819 -549485.195882 -549485.187863 -549485.179883 -549485.171686 -549485.149778 -549485.14298 -549485.13576 -549485.127885 -549485.11864 -549485.111168 -549485.1039 -549485.095923 -549485.0878730001 -549485.075798 -549485.067895 -549485.0598950001 -549485.051808 -549485.043913 -549485.035851 -549485.027927 -549485.019902 -549485.0118720001 -549485.003827
