timestamp,left_gaze_point_on_display_area,right_gaze_point_on_display_area,left_pupil_validity,right_pupil_validity
1698048225854,"(0.3083641412139505, 0.8688564791899943)","(0.3083641412139505, 0.8688564791899943)",3,3
1698048225869,"(0.3196937585560255, 0.8761110639764297)","(0.3196937585560255, 0.8761110639764297)",3,3
1698048225887,"(0.340347864246884, 0.8497819855542593)","(0.340347864246884, 0.8497819855542593)",3,3
1698048225901,"(0.4466432504264623, 0.8145139081811761)","(0.4466432504264623, 0.8145139081811761)",3,3
1698048225918,"(0.5174121173137418, 0.6805384818193523)","(0.5174121173137418, 0.6805384818193523)",3,3
1698048225933,"(nan, nan)","(0.5217510520020353, 0.7375308109843084)",0,3
1698048225948,"(nan, nan)","(nan, nan)",0,0
1698048225966,"(nan, nan)","(nan, nan)",0,0
1698048225981,"(nan, nan)","(nan, nan)",0,0
1698048225998,"(nan, nan)","(nan, nan)",0,0
1698048226012,"(nan, nan)","(nan, nan)",0,0
1698048226030,"(nan, nan)","(nan, nan)",0,0
1698048226045,"(nan, nan)","(nan, nan)",0,0
1698048226059,"(nan, nan)","(nan, nan)",0,0
1698048226077,"(nan, nan)","(nan, nan)",0,0
1698048226092,"(nan, nan)","(nan, nan)",0,0
1698048226109,"(nan, nan)","(nan, nan)",0,0
1698048226124,"(nan, nan)","(nan, nan)",0,0
1698048226142,"(nan, nan)","(nan, nan)",0,0
1698048226157,"(nan, nan)","(nan, nan)",0,0
1698048226175,"(nan, nan)","(nan, nan)",0,0
1698048226190,"(nan, nan)","(nan, nan)",0,0
1698048226208,"(nan, nan)","(nan, nan)",0,0
1698048226222,"(nan, nan)","(nan, nan)",0,0
1698048226240,"(nan, nan)","(nan, nan)",0,0
1698048226255,"(nan, nan)","(nan, nan)",0,0
1698048226273,"(nan, nan)","(nan, nan)",0,0
1698048226291,"(nan, nan)","(nan, nan)",0,0
1698048226303,"(nan, nan)","(nan, nan)",0,0
1698048226320,"(nan, nan)","(nan, nan)",0,0
1698048226337,"(nan, nan)","(nan, nan)",0,0
1698048226354,"(nan, nan)","(nan, nan)",0,0
1698048226368,"(nan, nan)","(nan, nan)",0,0
1698048226386,"(nan, nan)","(nan, nan)",0,0
1698048226401,"(nan, nan)","(nan, nan)",0,0
1698048226419,"(0.774975566707569, 0.15894874172156737)","(nan, nan)",3,0
1698048226437,"(0.7976961244502223, 0.309584067284742)","(nan, nan)",3,0
1698048226452,"(0.7789393389799527, 0.33072750788981636)","(nan, nan)",3,0
1698048226470,"(0.7823023062581448, 0.34840583265781677)","(nan, nan)",3,0
1698048226484,"(0.7857593260528919, 0.3615771613726797)","(nan, nan)",3,0
1698048226502,"(0.7858006478394689, 0.3621141493987315)","(nan, nan)",3,0
1698048226517,"(0.7759752066551704, 0.3809436036708543)","(nan, nan)",3,0
1698048226532,"(0.7780218846086028, 0.3621650706770638)","(nan, nan)",3,0
1698048226549,"(0.7758484034178684, 0.36812039133150076)","(nan, nan)",3,0
1698048226567,"(0.7752313441190829, 0.362626139706329)","(nan, nan)",3,0
1698048226581,"(0.7757997134676006, 0.3666387364389293)","(nan, nan)",3,0
1698048226598,"(0.7263962724040421, 0.45364838764636856)","(nan, nan)",3,0
1698048226616,"(0.7098503787753716, 0.3890413213809526)","(nan, nan)",3,0
1698048226631,"(0.7305543130021496, 0.4042275896487417)","(nan, nan)",3,0
1698048226646,"(0.7196470140415983, 0.4155351995766356)","(nan, nan)",3,0
1698048226664,"(0.7178176089323817, 0.41186022635007)","(nan, nan)",3,0
1698048226679,"(0.7186256636097714, 0.43072980041724274)","(nan, nan)",3,0
1698048226696,"(0.7212967639961843, 0.43115568747238714)","(nan, nan)",3,0
1698048226711,"(0.724505502137483, 0.4497651000993521)","(nan, nan)",3,0
1698048226729,"(0.7298787859749433, 0.44495566251430035)","(nan, nan)",3,0
1698048226744,"(0.7314033185512876, 0.44565775892767245)","(nan, nan)",3,0
1698048226760,"(0.7319949305575464, 0.4436249197738779)","(nan, nan)",3,0
1698048226778,"(0.7268894935468155, 0.4409569534030634)","(nan, nan)",3,0
1698048226792,"(0.724952633370755, 0.4444779283393991)","(nan, nan)",3,0
1698048226810,"(0.7224262450159732, 0.4467953094242395)","(nan, nan)",3,0
1698048226825,"(0.7914207259308019, 0.2514239434700273)","(nan, nan)",3,0
1698048226843,"(0.7299218557669052, 0.35100220062515763)","(nan, nan)",3,0
1698048226858,"(0.7956108967878677, 0.21348882556755389)","(nan, nan)",3,0
1698048226875,"(0.7214284273215907, 0.34921594390401545)","(nan, nan)",3,0
1698048226889,"(0.7873127383102605, 0.24538282817694548)","(nan, nan)",3,0
1698048226906,"(0.7385128888309395, 0.2650912145744679)","(nan, nan)",3,0
1698048226924,"(0.8087515085550535, 0.1501637410608845)","(nan, nan)",3,0
1698048226939,"(0.7423593733249799, 0.3035898612904875)","(nan, nan)",3,0
1698048226954,"(0.7894873647517947, 0.2597105328306681)","(nan, nan)",3,0
1698048226972,"(0.7398182128516104, 0.32684761509468857)","(nan, nan)",3,0
1698048226987,"(0.7662650359679795, 0.3273238062005495)","(nan, nan)",3,0
1698048227002,"(0.7149736728625541, 0.4028320380086234)","(nan, nan)",3,0
1698048227022,"(0.7447630644792874, 0.3881901644982798)","(nan, nan)",3,0
1698048227037,"(0.7039146429219363, 0.45545840763073253)","(nan, nan)",3,0
1698048227052,"(0.746794439070879, 0.3861813972215151)","(nan, nan)",3,0
1698048227069,"(0.7088097796631837, 0.350029141288295)","(nan, nan)",3,0
1698048227086,"(0.7247050956687705, 0.38594993686545837)","(nan, nan)",3,0
1698048227101,"(0.7127347439180373, 0.35589342086934944)","(nan, nan)",3,0
1698048227116,"(0.7175135171914537, 0.3903128102702244)","(nan, nan)",3,0
1698048227134,"(0.7202705828919881, 0.4038196021944658)","(nan, nan)",3,0
1698048227149,"(0.7245715374666399, 0.4082904904320584)","(nan, nan)",3,0
1698048227166,"(0.7246999932348811, 0.41169141459705255)","(nan, nan)",3,0
1698048227183,"(0.7255760808960481, 0.40540556855416676)","(nan, nan)",3,0
1698048227198,"(0.712697928396731, 0.36243387330389787)","(nan, nan)",3,0
1698048227216,"(0.7162623218252145, 0.3733995391324437)","(nan, nan)",3,0
1698048227237,"(0.7173286664384709, 0.3749966155892354)","(nan, nan)",3,0
1698048227246,"(0.7107087431191565, 0.3903529300652744)","(nan, nan)",3,0
1698048227263,"(0.7114232826185695, 0.40832104319905793)","(nan, nan)",3,0
1698048227281,"(0.8852785254692798, 0.22904604763265002)","(nan, nan)",3,0
1698048227296,"(0.9193254674760588, 0.15988877938096593)","(nan, nan)",3,0
1698048227308,"(nan, nan)","(nan, nan)",0,0
1698048227325,"(nan, nan)","(nan, nan)",0,0
1698048227342,"(nan, nan)","(nan, nan)",0,0
1698048227357,"(nan, nan)","(nan, nan)",0,0
1698048227374,"(nan, nan)","(nan, nan)",0,0
1698048227390,"(nan, nan)","(nan, nan)",0,0
1698048227407,"(nan, nan)","(nan, nan)",0,0
1698048227422,"(nan, nan)","(nan, nan)",0,0
1698048227440,"(nan, nan)","(nan, nan)",0,0
1698048227458,"(nan, nan)","(nan, nan)",0,0
1698048227472,"(nan, nan)","(nan, nan)",0,0
1698048227487,"(nan, nan)","(nan, nan)",0,0
1698048227505,"(nan, nan)","(nan, nan)",0,0
1698048227520,"(nan, nan)","(nan, nan)",0,0
1698048227538,"(nan, nan)","(nan, nan)",0,0
1698048227553,"(nan, nan)","(nan, nan)",0,0
1698048227571,"(nan, nan)","(nan, nan)",0,0
1698048227586,"(nan, nan)","(nan, nan)",0,0
1698048227604,"(nan, nan)","(nan, nan)",0,0
1698048227619,"(nan, nan)","(nan, nan)",0,0
1698048227635,"(nan, nan)","(nan, nan)",0,0
1698048227652,"(nan, nan)","(nan, nan)",0,0
1698048227670,"(nan, nan)","(nan, nan)",0,0
1698048227685,"(nan, nan)","(0.5097201688637983, 0.801639465949682)",0,3
1698048227702,"(nan, nan)","(nan, nan)",0,0
1698048227719,"(nan, nan)","(0.49885318385621286, 0.7191645860381071)",0,3
1698048227733,"(nan, nan)","(nan, nan)",0,0
1698048227748,"(nan, nan)","(nan, nan)",0,0
1698048227769,"(nan, nan)","(nan, nan)",0,3
1698048227783,"(nan, nan)","(nan, nan)",0,0
1698048227798,"(nan, nan)","(nan, nan)",3,0
1698048227816,"(0.5512916858754021, 0.7313060704754215)","(0.5512916858754021, 0.7313060704754215)",3,3
1698048227836,"(0.5744646272633732, 0.69549082082062)","(0.5744646272633732, 0.69549082082062)",3,3
1698048227853,"(0.5559061985769266, 0.7461510118714789)","(0.5559061985769266, 0.7461510118714789)",3,3
1698048227864,"(0.5285699867908361, 0.7413005286499531)","(0.5285699867908361, 0.7413005286499531)",3,3
1698048227882,"(0.5235447003836468, 0.5588150236381337)","(0.5235447003836468, 0.5588150236381337)",3,3
1698048227897,"(0.5277511068206778, 0.5339638967428378)","(0.5277511068206778, 0.5339638967428378)",3,3
1698048227911,"(0.5234633173510089, 0.49951580625781183)","(0.5234633173510089, 0.49951580625781183)",3,3
1698048227929,"(0.523221855300721, 0.5120665126046345)","(0.523221855300721, 0.5120665126046345)",3,3
1698048227947,"(0.5231032326593159, 0.5042718536540663)","(0.5231032326593159, 0.5042718536540663)",3,3
1698048227962,"(0.5263018116202942, 0.5074413174630038)","(0.5263018116202942, 0.5074413174630038)",3,3
1698048227980,"(0.5254065437852538, 0.5134188583116223)","(0.5254065437852538, 0.5134188583116223)",3,3
1698048227994,"(0.5472269620585698, 0.496141422880312)","(0.5472269620585698, 0.496141422880312)",3,3
1698048228008,"(0.5317321721641649, 0.5462226544272208)","(0.5317321721641649, 0.5462226544272208)",3,3
1698048228026,"(0.5338116732453029, 0.5089717333372512)","(0.5338116732453029, 0.5089717333372512)",3,3
1698048228041,"(0.5238948001641041, 0.5917249829037105)","(0.5238948001641041, 0.5917249829037105)",3,3
1698048228059,"(0.5529983695836126, 0.46695674089201705)","(0.5529983695836126, 0.46695674089201705)",3,3
1698048228074,"(0.5294370936642129, 0.5305984631657722)","(0.5294370936642129, 0.5305984631657722)",3,3
1698048228092,"(0.5441486595385309, 0.47425514883919945)","(0.5441486595385309, 0.47425514883919945)",3,3
1698048228107,"(0.5370866190235897, 0.5193812770836447)","(0.5370866190235897, 0.5193812770836447)",3,3
1698048228122,"(0.5283250475082624, 0.5454557491141527)","(0.5283250475082624, 0.5454557491141527)",3,3
1698048228139,"(0.5384905965136447, 0.5492205289588683)","(0.5384905965136447, 0.5492205289588683)",3,3
1698048228156,"(0.5471478835739914, 0.5339277889272929)","(0.5471478835739914, 0.5339277889272929)",3,3
1698048228171,"(0.5439884508220306, 0.5234926302348292)","(0.5439884508220306, 0.5234926302348292)",3,3
1698048228189,"(nan, nan)","(0.43113173252191017, 0.4020358143837881)",0,3
1698048228204,"(nan, nan)","(0.3031771002420516, 0.23427890336238166)",0,3
1698048228222,"(0.3884536413910277, 0.359107633680458)","(0.3884536413910277, 0.359107633680458)",3,3
1698048228239,"(0.3286751317620321, 0.311769670273534)","(0.3286751317620321, 0.311769670273534)",3,3
1698048228254,"(0.37389154418955445, 0.39064827347960274)","(0.37389154418955445, 0.39064827347960274)",3,3
1698048228269,"(0.35265457824874896, 0.3557351019858067)","(0.35265457824874896, 0.3557351019858067)",3,3
1698048228287,"(0.3607189204547936, 0.3299670834667178)","(0.3607189204547936, 0.3299670834667178)",3,3
1698048228305,"(0.3537670476364204, 0.3465732838654633)","(0.3537670476364204, 0.3465732838654633)",3,3
1698048228320,"(0.3199159807403962, 0.3143286959700978)","(0.3199159807403962, 0.3143286959700978)",3,3
1698048228337,"(0.33893085867306, 0.32353372002357167)","(0.33893085867306, 0.32353372002357167)",3,3
1698048228351,"(0.33694926285203924, 0.3474336991623783)","(0.33694926285203924, 0.3474336991623783)",3,3
1698048228369,"(0.34405888395699175, 0.3613083587458458)","(0.34405888395699175, 0.3613083587458458)",3,3
1698048228383,"(0.3455093337362978, 0.37868424198193207)","(0.3455093337362978, 0.37868424198193207)",3,3
1698048228400,"(0.34687247399991744, 0.38921599679632346)","(0.34687247399991744, 0.38921599679632346)",3,3
1698048228414,"(0.3722367289512563, 0.4038689804037578)","(0.3722367289512563, 0.4038689804037578)",3,3
1698048228432,"(0.34518354753745395, 0.37481268175962235)","(0.34518354753745395, 0.37481268175962235)",3,3
1698048228447,"(0.3427361684796222, 0.40846238832315657)","(0.3427361684796222, 0.40846238832315657)",3,3
1698048228464,"(0.340457493135595, 0.3535053672224597)","(0.340457493135595, 0.3535053672224597)",3,3
1698048228481,"(0.3382606786270755, 0.384615182145531)","(0.3382606786270755, 0.384615182145531)",3,3
1698048228497,"(0.337147464811457, 0.38033007942039976)","(0.337147464811457, 0.38033007942039976)",3,3
1698048228512,"(0.3719805721695656, 0.3847679459805283)","(0.3719805721695656, 0.3847679459805283)",3,3
1698048228529,"(0.34308325319863503, 0.35664427826439776)","(0.34308325319863503, 0.35664427826439776)",3,3
1698048228547,"(0.34234813147389753, 0.34786822740414897)","(0.34234813147389753, 0.34786822740414897)",3,3
1698048228562,"(0.3374426649771092, 0.33278627060348936)","(0.3374426649771092, 0.33278627060348936)",3,3
1698048228577,"(0.36905866464662984, 0.3614694551536613)","(0.36905866464662984, 0.3614694551536613)",3,3
1698048228595,"(0.3337243645216671, 0.3167676708953201)","(0.3337243645216671, 0.3167676708953201)",3,3
1698048228609,"(0.3727852741602101, 0.36313535248965395)","(0.3727852741602101, 0.36313535248965395)",3,3
1698048228627,"(0.33695284422716854, 0.33207090379636983)","(0.33695284422716854, 0.33207090379636983)",3,3
1698048228642,"(0.3720260778932821, 0.34662173623333115)","(0.3720260778932821, 0.34662173623333115)",3,3
1698048228660,"(0.3339391794538068, 0.3217761643865805)","(0.3339391794538068, 0.3217761643865805)",3,3
1698048228675,"(0.3618421993338864, 0.36597213061348577)","(0.3618421993338864, 0.36597213061348577)",3,3
1698048228690,"(0.329549682759191, 0.3193982949953574)","(0.329549682759191, 0.3193982949953574)",3,3
1698048228708,"(0.3252808115029658, 0.3676121043896001)","(0.3252808115029658, 0.3676121043896001)",3,3
1698048228726,"(0.3378238580150414, 0.3285465341081453)","(0.3378238580150414, 0.3285465341081453)",3,3
1698048228740,"(0.3464099308625222, 0.35822962739648256)","(0.3464099308625222, 0.35822962739648256)",3,3
1698048228757,"(0.33760383602013283, 0.3380058559394738)","(0.33760383602013283, 0.3380058559394738)",3,3
1698048228774,"(0.36272457239034656, 0.30386421896586685)","(0.36272457239034656, 0.30386421896586685)",3,3
1698048228787,"(0.32982112408280256, 0.29986365817178146)","(0.32982112408280256, 0.29986365817178146)",3,3
1698048228804,"(0.3339771269464807, 0.34529099349290876)","(0.3339771269464807, 0.34529099349290876)",3,3
1698048228822,"(0.4740278675166092, 0.3386483898878873)","(0.4740278675166092, 0.3386483898878873)",3,3
1698048228837,"(nan, nan)","(0.45741080019249036, 0.4071807151782182)",0,3
1698048228854,"(0.702575916083898, 0.305181382698734)","(0.702575916083898, 0.305181382698734)",3,3
1698048228872,"(0.7134323147530168, 0.33409541037734647)","(0.7134323147530168, 0.33409541037734647)",3,3
1698048228887,"(0.7021518809001481, 0.2844039580700373)","(0.7021518809001481, 0.2844039580700373)",3,3
1698048228903,"(0.7327818534593843, 0.36527219449677)","(0.7327818534593843, 0.36527219449677)",3,3
1698048228918,"(0.7010050171354688, 0.2864179717815394)","(0.7010050171354688, 0.2864179717815394)",3,3
1698048228936,"(0.7086780269709868, 0.3651058516542172)","(0.7086780269709868, 0.3651058516542172)",3,3
1698048228951,"(0.7014171527441663, 0.29844465188224945)","(0.7014171527441663, 0.29844465188224945)",3,3
1698048228968,"(0.6975187212232332, 0.3005799508203252)","(0.6975187212232332, 0.3005799508203252)",3,3
1698048228981,"(0.6972585657949013, 0.31415988421708035)","(0.6972585657949013, 0.31415988421708035)",3,3
1698048228999,"(0.710172758402467, 0.3424403277477135)","(0.710172758402467, 0.3424403277477135)",3,3
1698048229015,"(0.6960466729576201, 0.3198797325359555)","(0.6960466729576201, 0.3198797325359555)",3,3
1698048229032,"(0.7107948722686444, 0.32079106911120303)","(0.7107948722686444, 0.32079106911120303)",3,3
1698048229047,"(0.7046576179226364, 0.32640568012152427)","(0.7046576179226364, 0.32640568012152427)",3,3
1698048229065,"(0.7057943053695718, 0.3018576119857587)","(0.7057943053695718, 0.3018576119857587)",3,3
1698048229080,"(0.7049030501007693, 0.2984653290073906)","(0.7049030501007693, 0.2984653290073906)",3,3
1698048229095,"(0.7016657054783694, 0.2703851758381985)","(0.7016657054783694, 0.2703851758381985)",3,3
1698048229112,"(0.6997497193696592, 0.28708272592413436)","(0.6997497193696592, 0.28708272592413436)",3,3
1698048229129,"(0.7254197401533052, 0.36182929885387755)","(0.7254197401533052, 0.36182929885387755)",3,3
1698048229147,"(0.695873433085973, 0.29296922569937034)","(0.695873433085973, 0.29296922569937034)",3,3
1698048229162,"(0.6811668914130308, 0.38821115023722896)","(0.6811668914130308, 0.38821115023722896)",3,3
1698048229177,"(0.7015413661098121, 0.3019205692026061)","(0.7015413661098121, 0.3019205692026061)",3,3
1698048229195,"(0.7142654067145211, 0.33445216793948207)","(0.7142654067145211, 0.33445216793948207)",3,3
1698048229213,"(0.6994835253570842, 0.2906904213405393)","(0.6994835253570842, 0.2906904213405393)",3,3
1698048229232,"(0.6989317799554514, 0.3265343720794918)","(0.6989317799554514, 0.3265343720794918)",3,3
1698048229241,"(0.6988637094450554, 0.2808610715533282)","(0.6988637094450554, 0.2808610715533282)",3,3
1698048229259,"(0.7002399783260278, 0.2986322890775594)","(0.7002399783260278, 0.2986322890775594)",3,3
1698048229275,"(0.6989263520152669, 0.30921897714978835)","(0.6989263520152669, 0.30921897714978835)",3,3
1698048229291,"(0.7002827355716221, 0.305772995368815)","(0.7002827355716221, 0.305772995368815)",3,3
1698048229309,"(0.7058542805921347, 0.30429072324862744)","(0.7058542805921347, 0.30429072324862744)",3,3
1698048229326,"(0.7051545004942487, 0.3116712224687579)","(0.7051545004942487, 0.3116712224687579)",3,3
1698048229341,"(0.7085765368941059, 0.3046811197158433)","(0.7085765368941059, 0.3046811197158433)",3,3
1698048229358,"(0.7101642213892405, 0.32883416217727196)","(0.7101642213892405, 0.32883416217727196)",3,3
1698048229372,"(0.7069571189683015, 0.32212026878258504)","(0.7069571189683015, 0.32212026878258504)",3,3
1698048229390,"(0.7070453171739677, 0.3204417182804613)","(0.7070453171739677, 0.3204417182804613)",3,3
1698048229404,"(0.7073466010636674, 0.31661521567413053)","(0.7073466010636674, 0.31661521567413053)",3,3
1698048229422,"(0.7050474364630093, 0.3102639435039326)","(0.7050474364630093, 0.3102639435039326)",3,3
1698048229439,"(0.7020049432993235, 0.33188511828390826)","(0.7020049432993235, 0.33188511828390826)",3,3
1698048229454,"(0.703615716805628, 0.32660658771058143)","(0.703615716805628, 0.32660658771058143)",3,3
1698048229471,"(0.7026549611150453, 0.32779783700975373)","(0.7026549611150453, 0.32779783700975373)",3,3
1698048229486,"(0.7052345650487639, 0.32221038401454316)","(0.7052345650487639, 0.32221038401454316)",3,3
1698048229501,"(0.7286662223943696, 0.4531351628835387)","(0.7286662223943696, 0.4531351628835387)",3,3
1698048229518,"(0.7281282890802727, 0.7109057719201933)","(0.7281282890802727, 0.7109057719201933)",3,3
1698048229536,"(0.7037255276412528, 0.831823439448526)","(0.7037255276412528, 0.831823439448526)",3,3
1698048229551,"(0.708635981873333, 0.854028511553381)","(0.708635981873333, 0.854028511553381)",3,3
1698048229568,"(0.6943435235242644, 0.8643896029319066)","(0.6943435235242644, 0.8643896029319066)",3,3
1698048229582,"(0.705031320833594, 0.8602801014635704)","(0.705031320833594, 0.8602801014635704)",3,3
1698048229600,"(0.6974995764076517, 0.8722364176160393)","(0.6974995764076517, 0.8722364176160393)",3,3
1698048229615,"(0.7003691217492307, 0.8713976052856897)","(0.7003691217492307, 0.8713976052856897)",3,3
1698048229632,"(0.7023767515769217, 0.8737097399357927)","(0.7023767515769217, 0.8737097399357927)",3,3
1698048229649,"(0.7037084446826601, 0.8733378602970615)","(0.7037084446826601, 0.8733378602970615)",3,3
1698048229666,"(0.7040062404831758, 0.8744531905994471)","(0.7040062404831758, 0.8744531905994471)",3,3
1698048229682,"(0.7018647287001655, 0.8541309713376621)","(0.7018647287001655, 0.8541309713376621)",3,3
1698048229696,"(0.6924770546228098, 0.8709220314074448)","(0.6924770546228098, 0.8709220314074448)",3,3
1698048229716,"(0.6933729220615744, 0.8918494423468665)","(0.6933729220615744, 0.8918494423468665)",3,3
1698048229730,"(0.6997621995162591, 0.8599992628982216)","(0.6997621995162591, 0.8599992628982216)",3,3
1698048229745,"(0.6998163416009949, 0.8659295858342042)","(0.6998163416009949, 0.8659295858342042)",3,3
1698048229762,"(0.7016950797505727, 0.8659826674091933)","(0.7016950797505727, 0.8659826674091933)",3,3
1698048229780,"(0.7002437202434656, 0.8638378014430671)","(0.7002437202434656, 0.8638378014430671)",3,3
1698048229795,"(0.6970468463567526, 0.8648364757260001)","(0.6970468463567526, 0.8648364757260001)",3,3
1698048229812,"(0.6677243668888804, 0.894102323145819)","(0.6677243668888804, 0.894102323145819)",3,3
1698048229828,"(0.8500702971125688, 0.793400403115485)","(0.8500702971125688, 0.793400403115485)",3,3
1698048229843,"(0.2781148562561108, 0.08165733933043201)","(nan, nan)",3,0
1698048229860,"(nan, nan)","(0.8355071650677494, 0.7605919777927651)",0,3
1698048229877,"(0.8637454135498286, 0.774081178729946)","(0.8637454135498286, 0.774081178729946)",3,3
1698048229897,"(0.8735783072715507, 0.768386328129525)","(0.8735783072715507, 0.768386328129525)",3,3
1698048229909,"(0.877214387774462, 0.787631793814934)","(0.877214387774462, 0.787631793814934)",3,3
1698048229924,"(0.8682776634980084, 0.7864976380702557)","(0.8682776634980084, 0.7864976380702557)",3,3
1698048229941,"(0.8508041395528766, 0.8235393189983501)","(0.8508041395528766, 0.8235393189983501)",3,3
1698048229956,"(0.8408482143132596, 0.8380179358042216)","(0.8408482143132596, 0.8380179358042216)",3,3
1698048229973,"(0.890330683800889, 0.8099806799543521)","(nan, nan)",3,0
1698048229988,"(0.895227987949676, 0.808541613767295)","(nan, nan)",3,0
1698048230005,"(0.8962590103922504, 0.8113388893236934)","(nan, nan)",3,0
1698048230023,"(0.8935905393614829, 0.8172479179069188)","(nan, nan)",3,0
1698048230038,"(0.895069592665906, 0.8100235772736747)","(nan, nan)",3,0
1698048230055,"(0.9007660310467952, 0.805320611452409)","(nan, nan)",3,0
1698048230072,"(0.9001104311376688, 0.804142323933176)","(nan, nan)",3,0
1698048230087,"(0.9021049898316055, 0.8009589725028751)","(nan, nan)",3,0
1698048230102,"(0.9045068642732531, 0.8007944813431709)","(nan, nan)",3,0
1698048230119,"(0.8996878143565796, 0.8085854369280419)","(nan, nan)",3,0
1698048230136,"(0.8986793393270117, 0.809625156847449)","(nan, nan)",3,0
1698048230150,"(0.8997230534870905, 0.8099430290697668)","(nan, nan)",3,0
1698048230168,"(0.8989265466858729, 0.8125554449551278)","(nan, nan)",3,0
1698048230182,"(0.8996644892774411, 0.8107580781368948)","(nan, nan)",3,0
1698048230200,"(0.9009066181719159, 0.8065303775800657)","(nan, nan)",3,0
1698048230215,"(0.90099617571953, 0.8052740107673895)","(nan, nan)",3,0
1698048230232,"(0.8973063437931107, 0.80984149512691)","(nan, nan)",3,0
1698048230247,"(0.895701067089307, 0.8097452076187903)","(nan, nan)",3,0
1698048230264,"(0.8359739585210431, 0.8183848511758697)","(nan, nan)",3,0
1698048230282,"(0.8443616550308338, 0.7885912741442413)","(nan, nan)",3,0
1698048230296,"(0.839129153991455, 0.7768158056833048)","(nan, nan)",3,0
1698048230314,"(0.8512219704004912, 0.7755440081802248)","(nan, nan)",3,0
1698048230331,"(0.8521593253994877, 0.7618387775773909)","(nan, nan)",3,0
1698048230346,"(0.862273113203684, 0.7473212754317019)","(nan, nan)",3,0
1698048230364,"(0.8639950573102539, 0.7462633472976183)","(nan, nan)",3,0
1698048230379,"(0.8648225480530282, 0.7455720523675288)","(nan, nan)",3,0
1698048230394,"(0.8669687386458413, 0.745670500172305)","(nan, nan)",3,0
1698048230411,"(0.8671861203247182, 0.7470333387487673)","(nan, nan)",3,0
1698048230428,"(0.8647295598906442, 0.7554495459087998)","(nan, nan)",3,0
1698048230443,"(0.8696904763852438, 0.7473873187866302)","(nan, nan)",3,0
1698048230461,"(0.8690502477044032, 0.7478576462301375)","(nan, nan)",3,0
1698048230476,"(0.8643157320172268, 0.7563781648572996)","(nan, nan)",3,0
1698048230494,"(0.8181430481857213, 0.7704867537072884)","(nan, nan)",3,0
1698048230508,"(0.8219569761886226, 0.7383393791614667)","(nan, nan)",3,0
1698048230526,"(0.8139380986985608, 0.7748110503860451)","(nan, nan)",3,0
1698048230541,"(0.8152859163905051, 0.76296799550114)","(nan, nan)",3,0
1698048230555,"(0.8145088121694096, 0.761483871698104)","(nan, nan)",3,0
1698048230573,"(0.8161968931289941, 0.7523510632757197)","(nan, nan)",3,0
1698048230588,"(0.8163902114747399, 0.7460392936729555)","(nan, nan)",3,0
1698048230605,"(0.8195187807192521, 0.7346316928712451)","(nan, nan)",3,0
1698048230620,"(0.8183103168410304, 0.7355001321271702)","(nan, nan)",3,0
1698048230637,"(0.8191781594086878, 0.7334151372398109)","(nan, nan)",3,0
1698048230655,"(0.818764704167571, 0.7395451333096185)","(nan, nan)",3,0
1698048230672,"(0.8186352801998569, 0.7410752405700578)","(nan, nan)",3,0
1698048230686,"(0.8189416426898051, 0.7429747585587638)","(nan, nan)",3,0
1698048230704,"(0.8201613591396159, 0.7412048583694496)","(nan, nan)",3,0
1698048230725,"(0.8213575256328677, 0.746350993619112)","(nan, nan)",3,0
1698048230736,"(0.8420836956764576, 0.7721782659893512)","(nan, nan)",3,0
1698048230753,"(0.8447438781223456, 0.7519554203737666)","(nan, nan)",3,0
1698048230768,"(0.8415845547779118, 0.7609848431704455)","(nan, nan)",3,0
1698048230786,"(0.8427113020495287, 0.7635719527235441)","(nan, nan)",3,0
1698048230799,"(0.8450192680574287, 0.761504548823245)","(nan, nan)",3,0
1698048230817,"(0.8468517024959977, 0.7610524295944141)","(nan, nan)",3,0
1698048230832,"(0.8483952297321531, 0.7562633605206953)","(nan, nan)",3,0
1698048230850,"(0.8507744094289961, 0.7456223564182451)","(nan, nan)",3,0
1698048230865,"(0.8515035309929879, 0.7318665131508869)","(nan, nan)",3,0
1698048230883,"(0.8486095206851869, 0.7341795736424143)","(nan, nan)",3,0
1698048230897,"(0.8450798715073551, 0.7353507630440616)","(nan, nan)",3,0
1698048230915,"(0.8426500847659169, 0.7337524521320374)","(nan, nan)",3,0
1698048230929,"(0.8370194978038658, 0.7433092959267177)","(nan, nan)",3,0
1698048230947,"(0.8371475335096707, 0.7378079461839603)","(nan, nan)",3,0
1698048230961,"(0.8373725576780343, 0.7394081087788328)","(nan, nan)",3,0
1698048230977,"(0.8368997362740421, 0.746355622826233)","(nan, nan)",3,0
1698048230995,"(0.8330169345583214, 0.7518545036585259)","(nan, nan)",3,0
1698048231010,"(0.831524680595099, 0.7589637313413578)","(nan, nan)",3,0
1698048231028,"(0.8312955819518234, 0.7650119447520254)","(nan, nan)",3,0
1698048231043,"(0.8304800287347861, 0.7640290097733042)","(nan, nan)",3,0
1698048231058,"(0.8341723842153638, 0.7598874124689283)","(nan, nan)",3,0
1698048231075,"(0.8346566195336742, 0.760155289254338)","(nan, nan)",3,0
1698048231092,"(0.8337819140480606, 0.7572049412491344)","(nan, nan)",3,0
1698048231107,"(0.8343142456479155, 0.7534883051584788)","(nan, nan)",3,0
1698048231125,"(0.8329989929495795, 0.7578980878620725)","(nan, nan)",3,0
