device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,timestamp,gaze_vizualisation_x,gaze_vizualisation_y
3264002756,1027259328669,"(0.7549649477005005, 0.7235341668128967)","(139.19212341308594, 94.96600341796875, 26.5189151763916)",1,3.5483245849609375,1,"(-152.0442657470703, -84.1016616821289, 796.3319091796875)","(0.7676827907562256, 0.6773481965065002, 0.8301349878311157)",1,"(0.7601031064987183, 0.7258121967315674)","(141.93829345703125, 94.32240295410156, 26.28474998474121)",1,3.207305908203125,1,"(-88.99838256835938, -90.9178237915039, 806.6524658203125)","(0.6531190276145935, 0.6922112703323364, 0.8332481980323792)",1,1698048271332,0.76,0.72
3264013859,1027259339778,"(0.7487853169441223, 0.7312109470367432)","(135.88931274414062, 92.79725646972656, 25.72957420349121)",1,3.572845458984375,1,"(-152.01657104492188, -84.127197265625, 796.359130859375)","(0.7676243782043457, 0.677402913570404, 0.830183207988739)",1,"(0.7632290720939636, 0.7272740602493286)","(143.60903930664062, 93.90943145751953, 26.134449005126953)",1,3.21435546875,1,"(-88.96990203857422, -90.93814849853516, 806.6769409179688)","(0.6530643105506897, 0.6922532320022583, 0.8332949280738831)",1,1698048271340,0.76,0.73
3264024962,1027259350893,"(0.7497602701187134, 0.7295954823493958)","(136.41041564941406, 93.25360870361328, 25.895687103271484)",1,3.548095703125,1,"(-151.99237060546875, -84.1247787475586, 796.3330078125)","(0.7675899863243103, 0.6774041652679443, 0.8301225304603577)",1,"(0.762020468711853, 0.7222310304641724)","(142.9630584716797, 95.33412170410156, 26.65296745300293)",1,3.2007904052734375,1,"(-88.94652557373047, -90.93607330322266, 806.6490478515625)","(0.6530284881591797, 0.6922561526298523, 0.8332342505455017)",1,1698048271351,0.76,0.73
3264036065,1027259362009,"(0.7484723329544067, 0.7369512319564819)","(135.72207641601562, 91.17556762695312, 25.13934326171875)",1,3.56060791015625,1,"(-151.9614715576172, -84.11514282226562, 796.3045654296875)","(0.7675443887710571, 0.6773889064788818, 0.830053448677063)",1,"(0.7631052732467651, 0.724047839641571)","(143.54281616210938, 94.82081604003906, 26.466123580932617)",1,3.19793701171875,1,"(-88.91789245605469, -90.93023681640625, 806.61865234375)","(0.6529839038848877, 0.6922510862350464, 0.8331665992736816)",1,1698048271363,0.76,0.73
3264047168,1027259373126,"(0.7504281401634216, 0.734266459941864)","(136.76736450195312, 91.93407440185547, 25.415420532226562)",1,3.5657958984375,1,"(-151.93348693847656, -84.12723541259766, 796.379638671875)","(0.7674689292907715, 0.6773996949195862, 0.8301922678947449)",1,"(0.7589766383171082, 0.7238629460334778)","(141.33624267578125, 94.87306213378906, 26.485130310058594)",1,3.2056121826171875,1,"(-88.88727569580078, -90.94316864013672, 806.6911010742188)","(0.6529159545898438, 0.692263126373291, 0.8333060145378113)",1,1698048271374,0.75,0.73
3264058272,1027259384245,"(0.7481630444526672, 0.7358202338218689)","(135.5567169189453, 91.49515533447266, 25.255603790283203)",1,3.5634613037109375,1,"(-151.91383361816406, -84.11601257324219, 796.3934936523438)","(0.7674289345741272, 0.6773700714111328, 0.8302097320556641)",1,"(0.7570554614067078, 0.7301440238952637)","(140.3094482421875, 93.0986328125, 25.839221954345703)",1,3.21826171875,1,"(-88.86537170410156, -90.93606567382812, 806.703857421875)","(0.6528747081756592, 0.6922435164451599, 0.8333249688148499)",1,1698048271385,0.75,0.73
3264069375,1027259395350,"(0.7510359287261963, 0.7308251261711121)","(137.09219360351562, 92.90629577636719, 25.769216537475586)",1,3.551513671875,1,"(-151.9020538330078, -84.10785675048828, 796.4596557617188)","(0.7673850655555725, 0.6773344874382019, 0.83033287525177)",1,"(0.7560027241706848, 0.7349897623062134)","(139.7467803955078, 91.72978210449219, 25.340970993041992)",1,3.226287841796875,1,"(-88.84767150878906, -90.9288558959961, 806.7688598632812)","(0.6528306603431702, 0.6922098994255066, 0.8334478735923767)",1,1698048271418,0.75,0.73
3264080478,1027259406455,"(0.7572819590568542, 0.7273654937744141)","(140.4304656982422, 93.88365173339844, 26.12495231628418)",1,3.534332275390625,1,"(-151.88844299316406, -84.11026000976562, 796.48876953125)","(0.7673508524894714, 0.6773332953453064, 0.8303852677345276)",1,"(0.7552555799484253, 0.732319712638855)","(139.3474578857422, 92.48408508300781, 25.615503311157227)",1,3.2112274169921875,1,"(-88.8315200805664, -90.92984008789062, 806.7966918945312)","(0.6527966856956482, 0.6922052502632141, 0.8334994912147522)",1,1698048271418,0.76,0.73
3264091581,1027259417560,"(0.7612686157226562, 0.7285768985748291)","(142.56114196777344, 93.54139709472656, 26.000425338745117)",1,3.5546875,1,"(-151.87921142578125, -84.08526611328125, 796.5184326171875)","(0.767323911190033, 0.6772667765617371, 0.8304345607757568)",1,"(0.7562230825424194, 0.730653703212738)","(139.864501953125, 92.95470428466797, 25.786855697631836)",1,3.1994171142578125,1,"(-88.819580078125, -90.90391540527344, 806.8252563476562)","(0.6527696847915649, 0.6921371221542358, 0.8335475921630859)",1,1698048271418,0.76,0.73
3264102684,1027259428665,"(0.7607360482215881, 0.7329921126365662)","(142.27659606933594, 92.29403686523438, 25.54643440246582)",1,3.5644683837890625,1,"(-151.86895751953125, -84.06201171875, 796.5513305664062)","(0.7672939300537109, 0.6772034764289856, 0.830490231513977)",1,"(0.7549780607223511, 0.7302051186561584)","(139.1991424560547, 93.08141326904297, 25.832977294921875)",1,3.2030029296875,1,"(-88.80601501464844, -90.88153076171875, 806.8571166992188)","(0.6527392268180847, 0.6920764446258545, 0.8336026668548584)",1,1698048271434,0.76,0.73
