# timestamps [seconds],pts
347412.819767,3998
347412.827807,4525
347412.835746,5045
347412.843914,5580
347412.855811,6360
347412.863725,6878
347412.871784,7407
347412.879761,7929
347412.887783,8455
347412.895770,8979
347412.903721,9500
347412.911782,10028
347412.919739,10549
347412.927750,11074
347412.939836,11866
347412.947876,12393
347412.956198,12939
347412.963771,13435
347412.971760,13959
347412.979780,14484
347412.987734,15005
347412.995780,15533
347413.003773,16056
347413.011746,16579
347413.023747,17365
347413.031714,17888
347413.039777,18416
347413.047782,18941
347413.055717,19461
347413.063804,19991
347413.071758,20512
347413.079780,21038
347413.087772,21561
347413.095765,22085
347413.107780,22873
347413.115771,23396
347413.123770,23920
347413.131857,24450
347413.139797,24971
347413.147884,25501
347413.155756,26017
347413.163838,26546
347413.171847,27071
347413.179714,27587
347413.191732,28374
347413.199806,28904
347413.207764,29425
347413.215734,29947
347413.223739,30472
347413.231776,30999
347413.239769,31522
347413.247846,32052
347413.255787,32572
347413.263730,33093
347413.275729,33879
347413.283842,34411
347413.291749,34929
347413.299785,35456
347413.307817,35982
347413.315832,36507
347413.323816,37030
347413.331838,37556
347413.339784,38077
347413.347785,38601
347413.359685,39381
347413.367761,39910
347413.375755,40434
347413.383633,40951
347413.391784,41485
347413.399796,42010
347413.407759,42532
347413.415777,43057
347413.423772,43581
347413.431738,44103
347413.443796,44893
347413.451758,45415
347413.459718,45937
347413.467828,46468
347413.475808,46991
347413.483861,47519
347413.491764,48037
347413.499926,48572
347413.507873,49093
347413.515830,49614
347413.527917,50406
347413.540849,51254
347413.550412,51880
347413.560849,52564
347413.570844,53219
347413.581545,53921
347413.592112,54613
347413.602673,55305
347413.614282,56066
347413.619743,56424
347413.629974,57095
347413.642023,57884
347413.652563,58575
347413.663296,59278
347413.674980,60044
347413.685649,60743
347413.695841,61411
347413.703786,61932
347413.717090,62804
347413.721486,63092
347413.733663,63890
347413.742922,64497
347413.755693,65334
347413.766080,66014
347413.775963,66662
347413.787837,67440
347413.797438,68069
347413.808239,68777
347413.812926,69084
347413.819798,69535
347413.827859,70063
347413.837451,70692
347413.849275,71466
347413.853782,71762
347413.863822,72420
347413.871784,72942
347413.881525,73580
347413.891831,74255
347413.900794,74843
347413.910353,75469
347413.921955,76230
347413.927750,76609
347413.935807,77137
347413.948123,77944
347413.956736,78509
347413.965148,79060
347413.975307,79726
347413.980426,80061
347413.987845,80548
347413.998208,81227
347414.004204,81620
347414.011785,82117
347414.021215,82735
347414.032759,83491
347414.042028,84099
347414.054321,84904
347414.063889,85531
347414.073255,86145
347414.079903,86581
347414.090664,87286
347414.099824,87886
347414.108418,88449
347414.120086,89214
347414.128841,89788
347414.133647,90103
347414.139781,90505
347414.147805,91031
347414.156423,91595
347414.163871,92084
347414.172789,92668
347414.179732,93123
347414.187661,93643
347414.199760,94435
347414.207724,94957
347414.215771,95485
347414.226533,96190
347414.231772,96533
347414.239831,97062
347414.248847,97652
347414.256244,98137
347414.263764,98630
347414.271758,99154
347414.283822,99944
347414.294969,100675
347414.299876,100997
347414.307755,101513
347414.315856,102044
347414.323777,102563
347414.331754,103086
347414.339836,103615
347414.348693,104196
347414.355769,104660
347414.367735,105444
347414.377370,106075
347414.383634,106486
347414.392484,107066
347414.399753,107542
347414.407720,108064
347414.415758,108591
347414.423731,109113
347414.431799,109642
347414.439822,110168
347414.451712,110947
347414.459804,111477
347414.467714,111996
347414.475764,112523
347414.483780,113049
347414.491761,113572
347414.499784,114098
347414.507828,114625
347414.516578,115198
347414.527958,115944
347414.535766,116456
347414.543852,116986
