id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
1,347609.02534199995,216.83600003598258,0,1,0.49780280813374117,0.3738448169553914,2.276332546633532,0.8213254666795917,3d gaze,0.2002618978491962,46.33240772187587,759.5869893390862,347609.02534199995 347609.0293375 347609.0333375 347609.0360195 347609.03999950003 347609.043984 347609.047988 347609.05198899994 347609.05596349994 347609.05998549995 347609.063987 347609.068009 347609.074123 347609.07808749995 347609.084069 347609.087958 347609.093209 347609.097219 347609.10126150004 347609.104057 347609.10806999996 347609.1120675 347609.116038 347609.1200355 347609.1240345 347609.128031 347609.1320675 347609.140977 347609.1449975 347609.1489465 347609.1520295 347609.158083 347609.1620565 347609.16810599994 347609.17206099996 347609.17605 347609.184858 347609.188846 347609.1928205 347609.195948 347609.19998599996 347609.20400599996 347609.20804099995 347609.212097 347609.2160665 347609.220072 347609.22405950003 347609.228008 347609.2320355 347609.23606699996 347609.242178
2,347609.246118,217.8724999539554,1,7,0.4935043538391836,0.3726494585333403,2.0901576063026237,0.8238403497957717,3d gaze,-0.6762355094557543,38.02359802398734,551.0521267592889,347609.246118 347609.252153 347609.255998 347609.26000699995 347609.26454849995 347609.2685345 347609.2719715 347609.27595 347609.280979 347609.284999 347609.28797249997 347609.29202 347609.296007 347609.3000095 347609.304002 347609.3099975 347609.31594999996 347609.31998 347609.32397699996 347609.32893799996 347609.333888 347609.34033449995 347609.3467395 347609.3489805 347609.35120399995 347609.3536485 347609.356643 347609.360625 347609.364044 347609.37830949994 347609.38223949994 347609.38631 347609.3882595 347609.3922065 347609.395983 347609.400049 347609.4040385 347609.40801649995 347609.41403399996 347609.42004749994 347609.42397899996 347609.42998149997 347609.435986 347609.43807349994 347609.44123749994 347609.4452045 347609.448064 347609.45204599993 347609.45599349996 347609.45999649994 347609.46399049996
3,347609.46797299996,120.05700002191588,7,11,0.4971577587671838,0.3755826915385944,2.0585372102586454,0.8254166565559529,3d gaze,3.1259091779332397,45.089734013994764,684.091637643108,347609.46797299996 347609.47195199993 347609.47603099997 347609.480106 347609.48403049994 347609.487988 347609.494088 347609.50010249997 347609.50410649995 347609.508065 347609.5121225 347609.51618 347609.5201205 347609.5240505 347609.530166 347609.536186 347609.539886 347609.54243 347609.5457735 347609.5480745 347609.548103 347609.56065450003 347609.56470700004 347609.5686835 347609.57750849996 347609.58347199997 347609.58803
4,347609.60588199995,218.4965000487864,12,18,0.49606333073282666,0.38117579646146277,1.732395732256756,0.8433726458424996,3d gaze,1.6235153881913293,36.01274138688371,592.2017849958804,347609.60588199995 347609.609914 347609.61395349994 347609.61697 347609.62285249995 347609.6278645 347609.63135499996 347609.6339815 347609.637467 347609.64459549997 347609.64856999996 347609.6526115 347609.6561105 347609.656122 347609.66800199996 347609.681381 347609.6854215 347609.6894315 347609.692093 347609.69608049997 347609.70005399996 347609.714398 347609.718353 347609.7223875 347609.72420249996 347609.72818700003 347609.737829 347609.74181649997 347609.74779049994 347609.7500905 347609.75607699994 347609.7600425 347609.764025 347609.76795899996 347609.7719765 347609.776049 347609.78009449993 347609.78408099996 347609.7880055 347609.79197699996 347609.79602249997 347609.80001749995 347609.8040435 347609.808048 347609.8133795 347609.818726 347609.82157399994 347609.8243785
5,347609.8288745,219.277499942109,18,25,0.49567370170028013,0.37999710579993606,1.238495909473448,0.8755723613500596,3d gaze,1.0271521826070489,32.6803154223627,528.8601767399693,347609.8288745 347609.834717 347609.840051 347609.8440275 347609.84898649994 347609.85395549994 347609.8569465 347609.8600165 347609.86403149995 347609.867965 347609.87201449997 347609.87607500004 347609.88005449995 347609.884032 347609.88803499995 347609.89205549995 347609.8960795 347609.9000705 347609.90410249995 347609.908128 347609.9121045 347609.91803049995 347609.924014 347609.928008 347609.9320575 347609.936072 347609.94009349996 347609.948697 347609.952649 347609.9566335 347609.9600365 347609.96400399995 347609.9679735 347609.97201699996 347609.9760615 347609.980142 347609.98417099996 347610.000585 347610.004632 347610.0086375 347610.012102 347610.0160855 347610.020075 347610.024114 347610.02813500003 347610.032099 347610.0360955 347610.040089 347610.044032 347610.04815199994
6,347610.105068,135.01150003867224,27,31,0.5266860741616161,0.43120708446927447,0.30747588668528864,0.8454694846657453,3d gaze,88.66766621055604,26.17575733420129,1711.069281142978,347610.105068 347610.108982 347610.1174465 347610.12135649996 347610.125349 347610.133911 347610.137943 347610.142015 347610.1441425 347610.14813 347610.15203949995 347610.156004 347610.15998399997 347610.16607449995 347610.1700775 347610.176171 347610.18013949995 347610.184139 347610.1880675 347610.1920765 347610.1960825 347610.2001165 347610.20411249995 347610.208101 347610.21206149994 347610.21606199996 347610.22011 347610.2241785 347610.2281645 347610.232115 347610.236049 347610.2400795
7,347610.24811449996,207.85550004802644,31,37,0.49432434480225046,0.3837569500886127,2.6823311708520654,0.8339670313928509,3d gaze,0.030756100311701316,36.86939280843307,631.9211878478111,347610.24811449996 347610.2541105 347610.2608415 347610.264736 347610.26879649993 347610.27200699993 347610.27598349995 347610.2799975 347610.2839765 347610.2924455 347610.296539 347610.300531 347610.30404950003 347610.3080545 347610.3120705 347610.312117 347610.325478 347610.32947849995 347610.33558949997 347610.3381595 347610.34027499997 347610.35357449995 347610.35762749997 347610.3616655 347610.3694215 347610.37337499997 347610.377259 347610.386282 347610.39032799995 347610.3943085 347610.397033 347610.40109099995 347610.40414899995 347610.4081795 347610.4121795 347610.418131 347610.42206849996 347610.42834449996 347610.43264 347610.436443 347610.44021150004 347610.4441415 347610.44805199996 347610.45597
8,347610.51762,218.54450000682846,39,45,0.4884329635944589,0.3903994517403413,2.826169941436586,0.842014467343688,3d gaze,-6.953831794000172,42.14542734314765,810.1822165496216,347610.51762 347610.52169049997 347610.52447099995 347610.53132949997 347610.537916 347610.537928 347610.55575 347610.55788800004 347610.560076 347610.56209799997 347610.56422199996 347610.56441399996 347610.57207 347610.58663649997 347610.59262099996 347610.59660249995 347610.60002 347610.6040265 347610.608037 347610.6120835 347610.6161095 347610.620053 347610.6239755 347610.628086 347610.6321885 347610.636118 347610.6400485 347610.64005499997 347610.65333899995 347610.657292 347610.661263 347610.6685145 347610.67449899996 347610.6800855 347610.6842115 347610.6882045 347610.69219750003 347610.6961145 347610.700043 347610.704074 347610.70808799996 347610.7122065 347610.716301 347610.7202265 347610.724153 347610.7282335 347610.7321885 347610.7361645
9,347610.8607885,119.23750001005828,49,53,0.488677190597853,0.3930817112249901,0.4166841066199953,0.8296696945099702,3d gaze,-10.58239078181327,56.388106824794654,1129.2029069941252,347610.8607885 347610.864745 347610.868783 347610.8728515 347610.87627999997 347610.8803125 347610.88433399994 347610.8882455 347610.89757000003 347610.90153649997 347610.90558799997 347610.908151 347610.912218 347610.9162665 347610.9221805 347610.932101 347610.93608300004 347610.94013450004 347610.94409400003 347610.948129 347610.952107 347610.9560445 347610.9600575 347610.96409 347610.968052 347610.9719875 347610.975969 347610.980026
10,347610.9840155,156.7229999927804,53,57,0.48300117812097104,0.38634111472230864,2.945764400822351,0.8592261439076799,3d gaze,-14.671583436466298,48.19598958425331,867.6246038830091,347610.9840155 347610.984032 347610.992016 347611.00968899997 347611.01384699997 347611.01774399995 347611.020103 347611.024054 347611.02803349996 347611.0321495 347611.03619699995 347611.0401005 347611.043986 347611.048022 347611.0523785 347611.056391 347611.0600375 347611.06400949997 347611.0679755 347611.072007 347611.076007 347611.09153 347611.097176 347611.1034785 347611.10858349997 347611.11114349996 347611.115284 347611.118485 347611.120427 347611.1290705 347611.1326665 347611.136697 347611.1407385
