timestamp,x,y,duration,dispersion,size
1698316099141,617.5,316.66666666666663,194,0.002104152602046911,2
1698316105642,497.61904761904765,298.57142857142856,368,0.08751700833575639,7
1698316108626,422.22222222222223,316.6666666666667,251,0.05643159680212993,6
1698316109816,453.88888888888874,92.3611111111111,467,0.09843228131041683,12
1698316109859,452.56944444444434,88.40277777777777,466,0.06611354947163554,12
1698316109901,451.24999999999994,85.76388888888887,464,0.06611354947163554,12
1698316109943,449.9305555555555,83.12499999999997,467,0.033282768117261295,12
1698316109984,423.5416666666667,76.52777777777774,469,0.0933607584186515,12
1698316110026,420.9027777777778,75.2083333333333,470,0.0933607584186515,12
1698316113759,502.70833333333337,249.375,150,0.08872852724887705,4
1698316119586,381.7592592592593,10.555555555555543,489,0.08314123188844197,9
1698316119633,425.74074074074076,12.3148148148148,489,0.08314123188844197,9
1698316119680,471.4814814814815,12.314814814814802,485,0.054001500375966266,9
1698316119867,538.3333333333334,14.513888888888873,474,0.05400150037596832,12
1698316119911,575.2777777777779,15.833333333333316,473,0.05400150037596832,12
1698316119953,583.1944444444446,14.513888888888873,475,0.05400150037596832,12
1698316119992,591.1111111111112,13.19444444444443,480,0.05400150037596832,12
1698316120075,600.2272727272727,12.95454545454544,488,0.05400150037596832,11
1698316120737,395.8333333333333,307.4305555555555,474,0.05936706958336407,12
1698316120780,394.5138888888889,308.74999999999994,475,0.05936706958336407,12
1698316120823,395.8333333333333,310.0694444444444,477,0.05936706958336407,12
1698316120865,398.47222222222223,311.38888888888886,481,0.05936706958336407,12
1698316120908,401.11111111111114,314.02777777777777,481,0.06758043725013499,12
1698316120951,402.4305555555556,316.66666666666663,487,0.08775061215029631,12
1698316120995,402.43055555555566,319.30555555555554,487,0.08775061215029631,12
1698316121037,399.79166666666674,321.94444444444446,490,0.08128120148293146,12
1698316121083,397.1527777777778,323.2638888888889,487,0.08128120148293146,12
1698316121126,393.1944444444445,324.5833333333333,487,0.08128120148293146,12
1698316121169,389.23611111111114,325.90277777777777,486,0.044089057398072506,12
1698316121211,386.59722222222223,327.22222222222223,487,0.06523394175231956,12
1698316126247,366.8055555555555,292.9166666666667,483,0.06099295544893403,12
1698316126292,372.0833333333333,294.2361111111111,483,0.046945348261406915,12
1698316126337,370.7638888888889,292.9166666666667,483,0.046945348261406915,12
1698316126382,369.4444444444444,291.59722222222223,481,0.046945348261406915,12
1698316126426,368.125,290.27777777777777,483,0.046945348261406915,12
1698316126470,368.125,288.9583333333333,482,0.046945348261406915,12
1698316126515,368.125,287.63888888888886,481,0.046945348261406915,12
1698316126558,368.12499999999994,287.63888888888886,480,0.046945348261406915,12
1698316126602,368.12499999999994,286.31944444444446,478,0.046945348261406915,12
1698316126645,368.12499999999994,286.31944444444446,478,0.046945348261406915,12
1698316126687,368.12499999999994,287.6388888888889,478,0.046945348261406915,12
1698316126730,366.8055555555555,287.6388888888889,481,0.046945348261406915,12
1698316126775,364.1666666666666,288.9583333333333,480,0.06885648930104367,12
1698316126820,360.2083333333333,290.27777777777777,478,0.07139360484882014,12
1698316126863,357.5694444444444,291.59722222222223,485,0.07139360484882014,12
1698316126909,353.6111111111111,292.9166666666667,483,0.09571659204908661,12
1698316126952,349.65277777777777,294.23611111111114,486,0.09571659204908661,12
1698316126996,345.6944444444444,294.23611111111114,488,0.09571659204908661,12
1698316127038,341.7361111111111,295.5555555555556,492,0.09571659204908661,12
1698316127080,337.7777777777777,295.5555555555556,499,0.09571659204908661,12
1698316129362,172.84722222222217,328.5416666666667,489,0.0960002903694845,12
1698316129407,171.52777777777771,328.5416666666667,487,0.0960002903694845,12
1698316129453,170.2083333333333,329.86111111111114,486,0.05842400102675977,12
1698316129497,171.52777777777771,331.1805555555556,488,0.07472690434542327,12
1698316131849,364.16666666666663,104.04761904761907,297,0.09495170634275589,7
