id,timestamp,duration
0,1698049825490,8766
1,1698049834256,2429
2,1698049836685,2666
3,1698049839351,3094
4,1698049842445,7715
5,1698049850160,4153
6,1698049854313,2212
7,1698049856525,5793
8,1698049862318,3132
9,1698049865450,4098
10,1698049869548,3432
11,1698049872980,2568
12,1698049875548,3941
