stepId,timestamp,displayId,duration
0,1698049825494,0,622
0,1698049826314,1,322
0,1698049826653,1,12
0,1698049826812,0,988
0,1698049827106,1,15
0,1698049827203,1,15
0,1698049827300,1,33
0,1698049827573,1,18
0,1698049827638,1,15
0,1698049827770,1,14
0,1698049827884,1,17
0,1698049827918,1,692
0,1698049828631,1,15
0,1698049828844,0,2220
0,1698049828889,1,15
0,1698049829214,1,15
0,1698049829377,1,14
0,1698049829473,1,33
0,1698049831115,0,148
0,1698049832633,0,100
0,1698049832767,0,456
0,1698049833530,1,32
0,1698049833577,1,18
0,1698049833613,1,110
0,1698049833744,1,12
0,1698049833957,0,19
0,1698049833989,0,265
1,1698049834266,0,368
1,1698049834848,1,1519
1,1698049836417,1,15
1,1698049836452,1,12
1,1698049836485,1,15
1,1698049836622,0,58
2,1698049836690,0,12
2,1698049836713,0,652
2,1698049837454,1,18
2,1698049837522,1,15
2,1698049837554,1,1218
2,1698049838790,1,9
2,1698049838824,1,9
2,1698049838915,0,433
3,1698049839360,0,388
3,1698049839781,0,377
3,1698049840403,1,1339
3,1698049841800,0,634
4,1698049842445,0,1132
4,1698049843789,1,692
4,1698049844692,0,256
4,1698049844724,1,15
4,1698049844920,1,15
4,1698049845032,1,15
4,1698049845081,1,257
4,1698049849194,1,187
4,1698049849901,1,15
4,1698049849949,1,15
4,1698049850014,1,15
5,1698049850194,0,1076
5,1698049850307,1,18
5,1698049850352,1,15
5,1698049850387,1,15
5,1698049851565,1,24
5,1698049851603,1,877
5,1698049852497,1,13
5,1698049852705,1,15
5,1698049852738,1,14
5,1698049852742,0,276
5,1698049852775,1,27
5,1698049852855,1,12
5,1698049852966,1,19
5,1698049852997,1,15
5,1698049853034,1,12
5,1698049853117,1,708
5,1698049853925,1,11
5,1698049853941,0,368
6,1698049854321,0,409
6,1698049854784,1,15
6,1698049854835,1,1137
6,1698049856002,1,11
6,1698049856036,1,10
6,1698049856070,0,73
6,1698049856155,0,368
7,1698049856533,0,523
7,1698049857335,1,356
7,1698049857703,1,34
7,1698049857754,1,15
7,1698049857951,0,133
7,1698049857995,1,35
7,1698049858095,0,55
7,1698049858142,1,15
7,1698049858173,0,454
7,1698049858207,1,15
7,1698049858627,1,17
7,1698049858677,1,94
7,1698049858795,1,9
7,1698049859162,0,332
7,1698049859778,1,492
7,1698049860287,1,12
7,1698049860320,1,11
7,1698049860441,0,15
7,1698049860515,0,243
7,1698049860853,1,12
7,1698049860886,1,11
7,1698049860917,1,825
7,1698049861810,1,12
7,1698049861883,0,34
7,1698049861928,0,33
7,1698049861985,0,332
8,1698049862328,0,481
8,1698049864067,1,12
8,1698049864097,1,14
8,1698049864128,1,356
8,1698049864603,1,29
8,1698049864668,1,15
8,1698049864692,0,33
8,1698049864793,0,32
8,1698049864860,0,589
8,1698049865003,1,17
8,1698049865233,1,15
9,1698049865460,0,1010
9,1698049865785,1,14
9,1698049865850,1,29
9,1698049866366,1,18
9,1698049866513,1,15
9,1698049866550,1,33
9,1698049866645,1,466
9,1698049867129,1,15
9,1698049867165,1,12
9,1698049867195,1,15
9,1698049867228,1,14
9,1698049867259,1,15
9,1698049867292,1,15
9,1698049867358,0,87
9,1698049867496,0,227
9,1698049867816,1,14
9,1698049867842,1,14
9,1698049867875,1,15
9,1698049867907,1,15
9,1698049867943,1,12
9,1698049867973,1,911
9,1698049868964,1,12
9,1698049869110,1,14
9,1698049869123,0,421
9,1698049869144,1,14
9,1698049869208,1,18
9,1698049869418,1,15
10,1698049869556,0,509
10,1698049870164,1,423
10,1698049871153,1,17
10,1698049871194,1,6
10,1698049871220,1,15
10,1698049871253,1,14
10,1698049871285,1,15
10,1698049871318,1,14
10,1698049871350,1,12
10,1698049871382,1,11
10,1698049871414,1,12
10,1698049871447,1,12
10,1698049871483,1,9
10,1698049871510,1,15
10,1698049871546,1,11
10,1698049871578,1,12
10,1698049871608,1,15
10,1698049871640,1,12
10,1698049871673,1,14
10,1698049871705,1,15
10,1698049871737,1,15
10,1698049871770,1,14
10,1698049871804,1,12
10,1698049871837,1,12
10,1698049871869,1,15
10,1698049871902,1,12
10,1698049871935,1,12
10,1698049871965,1,15
10,1698049871999,1,11
10,1698049872030,1,12
10,1698049872063,1,11
10,1698049872098,1,12
10,1698049872128,1,12
10,1698049872160,1,18
10,1698049872193,1,12
10,1698049872226,1,15
10,1698049872258,1,14
10,1698049872290,1,15
10,1698049872323,1,15
10,1698049872356,1,12
10,1698049872387,1,15
10,1698049872420,1,15
10,1698049872453,1,15
10,1698049872501,1,17
10,1698049872829,0,133
11,1698049872982,0,168
11,1698049873052,1,48
11,1698049873150,1,33
11,1698049873215,1,63
11,1698049873299,1,9
11,1698049874039,1,714
11,1698049874821,1,15
11,1698049874950,0,592
12,1698049875553,0,722
12,1698049876383,1,8
12,1698049876494,1,11
12,1698049876526,1,15
12,1698049876559,1,241
12,1698049876815,1,18
12,1698049876847,1,373
12,1698049877383,1,33
12,1698049877431,1,716
12,1698049878168,1,9
12,1698049878340,0,1147
