stepId,timestamp,displayId,duration
0,1698048064176,1,11
0,1698048064332,0,597
0,1698048065017,1,17
0,1698048065049,1,452
0,1698048065227,0,100
0,1698048065554,1,11
0,1698048065596,0,31
0,1698048065650,0,279
0,1698048065989,1,18
0,1698048067159,1,15
0,1698048067195,1,14
0,1698048067465,0,472
0,1698048068262,1,32
0,1698048068312,1,12
0,1698048068498,0,3187
0,1698048072434,1,15
0,1698048072600,0,34
0,1698048072740,1,17
0,1698048072772,1,18
0,1698048072805,1,31
0,1698048072856,1,65
0,1698048072939,1,53
0,1698048073139,0,601
1,1698048073751,0,943
1,1698048074838,1,138
1,1698048075060,1,117
1,1698048075207,1,47
1,1698048075275,1,12
1,1698048075308,1,12
1,1698048075359,1,9
1,1698048075381,0,600
1,1698048076064,1,15
1,1698048076100,1,12
1,1698048076133,1,14
1,1698048076164,1,13
1,1698048076197,1,14
1,1698048076229,1,471
1,1698048076805,0,497
1,1698048076862,1,15
1,1698048076895,1,18
1,1698048077281,1,15
1,1698048077347,1,32
1,1698048077415,1,177
1,1698048078176,1,14
1,1698048078211,1,12
1,1698048078346,0,401
2,1698048078759,0,464
2,1698048079447,1,41
2,1698048079506,1,18
2,1698048079541,1,12
2,1698048079604,1,18
2,1698048079701,1,15
2,1698048079734,1,15
2,1698048079743,0,468
2,1698048079769,1,12
2,1698048079802,1,12
2,1698048080220,1,14
2,1698048080224,0,43
2,1698048080270,1,192
2,1698048080342,0,81
2,1698048080513,1,15
2,1698048080545,1,12
2,1698048080578,1,14
2,1698048080610,1,15
2,1698048080643,1,972
2,1698048082021,1,63
2,1698048082224,0,456
2,1698048082603,1,15
3,1698048082691,0,438
3,1698048083124,1,15
3,1698048083162,1,27
3,1698048083179,0,288
3,1698048083206,1,32
3,1698048083255,1,14
3,1698048083304,1,146
3,1698048083480,1,14
3,1698048083515,1,15
3,1698048083548,1,15
3,1698048083562,0,432
3,1698048083677,1,15
3,1698048084000,1,47
3,1698048084065,1,1055
3,1698048085328,0,913
3,1698048085574,1,12
4,1698048086261,0,152
4,1698048086320,1,32
4,1698048086414,0,25
4,1698048086419,1,49
4,1698048086483,1,2288
4,1698048088804,1,33
4,1698048088899,0,616
5,1698048089522,0,565
5,1698048090395,1,305
5,1698048090796,0,33
5,1698048090840,0,701
5,1698048090849,1,12
5,1698048090943,1,15
5,1698048091076,1,32
5,1698048091529,1,17
5,1698048091563,1,28
5,1698048091610,1,293
5,1698048091740,0,34
5,1698048092029,0,639
5,1698048094615,1,189
5,1698048095000,0,222
6,1698048095235,0,352
6,1698048095600,1,15
6,1698048095633,1,15
6,1698048095666,1,177
6,1698048095861,1,15
6,1698048095894,1,13
6,1698048095927,1,12
6,1698048095962,1,12
6,1698048095988,1,15
6,1698048096024,1,12
6,1698048096056,1,33
6,1698048096186,1,15
6,1698048096187,0,611
6,1698048096267,1,15
6,1698048096315,1,50
6,1698048096477,1,15
6,1698048096558,1,17
6,1698048096608,1,34
6,1698048096735,1,15
6,1698048097032,1,1926
6,1698048099039,0,33
6,1698048099109,0,599
6,1698048099219,1,15
6,1698048099512,1,32
6,1698048099576,1,29
6,1698048099641,1,12
