device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,timestamp
2993422530,1026988745299,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-150.35769653320312, -75.60981750488281, 826.617431640625)","(0.7546614408493042, 0.6506933569908142, 0.8871521949768066)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-87.1284408569336, -87.01028442382812, 836.8506469726562)","(0.6441690921783447, 0.6757575869560242, 0.8917224407196045)",1,1698048000746
2993433633,1026988756409,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-151.03814697265625, -75.65621185302734, 826.4544067382812)","(0.7558846473693848, 0.6508190035820007, 0.8870842456817627)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-87.84184265136719, -87.14411163330078, 836.7478637695312)","(0.6454022526741028, 0.6760699152946472, 0.891694188117981)",1,1698048000755
2993444736,1026988767523,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-150.6823272705078, -74.9753189086914, 826.5938110351562)","(0.7552183866500854, 0.6492359638214111, 0.8871085047721863)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-87.42345428466797, -86.4012222290039, 836.8491821289062)","(0.6446617841720581, 0.6743719577789307, 0.8916555047035217)",1,1698048000767
2993455839,1026988778638,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-150.5832977294922, -74.59599304199219, 826.6112670898438)","(0.7550370097160339, 0.6483644247055054, 0.8870400190353394)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-87.09375762939453, -86.06002807617188, 836.8817749023438)","(0.644090473651886, 0.6735983490943909, 0.8915823698043823)",1,1698048000778
2993466942,1026988789753,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-150.8679656982422, -74.44775390625, 826.6260986328125)","(0.7555201649665833, 0.6480153203010559, 0.8871446251869202)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-87.43135833740234, -85.75415802001953, 836.8943481445312)","(0.6446574926376343, 0.6728954911231995, 0.8916147351264954)",1,1698048000788
2993478045,1026988800866,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-151.5243377685547, -74.0024642944336, 826.5843505859375)","(0.7566565275192261, 0.6469886302947998, 0.8872198462486267)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-87.9109115600586, -85.13887786865234, 836.8984985351562)","(0.6454628109931946, 0.6714908480644226, 0.8915981650352478)",1,1698048000799
2993489148,1026988811972,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-150.1129913330078, -75.37078094482422, 826.6658325195312)","(0.7542217373847961, 0.6501403450965881, 0.8871172070503235)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-86.29253387451172, -86.59046173095703, 836.91943359375)","(0.6427298188209534, 0.6748079061508179, 0.8916009664535522)",1,1698048000810
2993500252,1026988823078,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-150.61492919921875, -75.99942779541016, 826.524658203125)","(0.7551389336585999, 0.6516007781028748, 0.8871322274208069)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-86.54646301269531, -87.1953353881836, 836.8505249023438)","(0.6431825757026672, 0.6761888861656189, 0.8916407227516174)",1,1698048000821
2993511355,1026988834183,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-149.0974884033203, -75.798583984375, 826.7820434570312)","(0.7524441480636597, 0.6511188745498657, 0.8870614171028137)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-84.86661529541016, -87.05563354492188, 837.0078125)","(0.6402977705001831, 0.6758707165718079, 0.8915827870368958)",1,1698048000833
2993522458,1026988845288,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-150.26806640625, -75.2669906616211, 826.6105346679688)","(0.7545044422149658, 0.6499103307723999, 0.8870455026626587)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-85.97234344482422, -86.52139282226562, 836.9283447265625)","(0.6421830058097839, 0.674656093120575, 0.8915391564369202)",1,1698048000844
