id,timestamp,duration
0,1698316690911,2122
1,1698316693033,4765
2,1698316697798,5098
3,1698316702896,4903
4,1698316707799,5138
5,1698316712937,5535
6,1698316718472,5501
7,1698316723973,4625
8,1698316728598,5064
9,1698316733662,5136
