stepId,timestamp,displayId,duration
0,1698316692340,1,137
0,1698316692567,1,135
0,1698316692811,1,86
0,1698316692946,1,47
1,1698316693038,1,132
1,1698316693217,1,42
1,1698316693302,1,227
1,1698316696096,1,42
1,1698316696225,1,42
1,1698316696432,1,223
1,1698316696831,1,938
2,1698316697943,1,77
2,1698316698274,1,125
2,1698316699457,1,42
2,1698316699935,1,492
2,1698316700497,1,2355
3,1698316702973,1,434
3,1698316703585,1,43
3,1698316703667,1,36
3,1698316703903,1,2216
3,1698316706165,1,89
3,1698316706830,1,42
3,1698316707515,1,272
4,1698316707900,1,39
4,1698316708029,1,46
4,1698316708294,1,90
4,1698316708526,1,44
4,1698316708742,1,83
4,1698316708865,1,170
4,1698316710623,1,46
4,1698316710855,1,47
4,1698316711158,1,82
4,1698316711283,1,40
4,1698316711366,1,84
4,1698316711492,1,40
4,1698316712578,1,45
5,1698316713135,1,45
5,1698316713399,1,47
5,1698316714662,1,45
5,1698316715609,1,44
5,1698316715869,1,477
5,1698316717531,1,72
5,1698316717635,1,706
5,1698316718385,1,44
6,1698316718472,1,131
6,1698316719481,1,44
6,1698316721904,1,554
6,1698316722813,1,85
6,1698316722943,1,44
6,1698316723032,1,458
6,1698316723674,1,213
7,1698316724113,1,45
7,1698316724785,1,617
7,1698316725487,1,41
7,1698316725868,1,86
7,1698316725999,1,93
7,1698316726498,1,38
7,1698316726620,1,1863
8,1698316728603,1,275
8,1698316728925,1,90
8,1698316729155,1,46
8,1698316729435,1,441
8,1698316731242,1,1949
8,1698316733414,1,47
8,1698316733513,1,141
9,1698316733701,1,362
9,1698316734208,1,222
9,1698316734470,1,285
9,1698316735652,1,89
9,1698316735837,1,43
9,1698316736277,1,127
9,1698316736487,1,743
9,1698316737272,1,452
9,1698316737769,1,1006
