Obsv.	Frame	Capture Time	System Time	Sensor Time	Lft X Pos	Lft Y Pos	Lft Pupil Diameter	Rt X Pos	Rt Y Pos	Rt Pupil Diameter	L Display	R Display	L Quality	R Quality	Lft Pupil Quality	Rt Pupil Quality	L Eye Rot (X)	L Eye Rot (Y)	L Eye Rot (Z)	R Eye Rot (X)	R Eye Rot (Y)	R Eye Rot (Z)	L Eye Pos (X)	L Eye Pos (Y)	L Eye Pos (Z)	R Eye Pos (X)	R Eye Pos (Y)	R Eye Pos (Z)	Head Rot (X)	Head Rot (Y)	Head Rot (Z)	Head Pos (X)	Head Pos (Y)	Head Pos (Z)	L Eyelid Valid	L Eyelid Opening	R Eyelid Valid	R Eyelid Opening
1	3688	771349870116	1695979165681335	771337689935	663.781400	298.202200	3.098123	663.781400	298.202200	3.372388	1	1	3	3	0	0	-0.175568	-0.202887	0.000000	-0.186324	-0.054446	0.000000	-0.043654	0.406243	0.160942	0.008189	0.411130	0.172385	-0.000000	0.000000	0.000000	-0.017732	0.408687	0.166663	0	0.000000	0	0.000000
2	3689	771349885077	1695979165696295	771337706085	663.795000	301.715200	3.050321	663.795000	301.715200	3.405427	1	1	3	3	0	0	-0.176704	-0.202959	0.000000	-0.187886	-0.055973	0.000000	-0.043499	0.405991	0.160647	0.008402	0.411815	0.173160	-0.000000	0.000000	0.000000	-0.017549	0.408903	0.166903	0	0.000000	0	0.000000
3	3690	771349900038	1695979165711256	771337722232	661.583100	301.018400	3.045835	661.583100	301.018400	3.400922	1	1	3	3	0	0	-0.177592	-0.198098	0.000000	-0.186201	-0.051342	0.000000	-0.043639	0.406636	0.161349	0.008150	0.410162	0.171245	-0.000000	0.000000	0.000000	-0.017745	0.408399	0.166297	0	0.000000	0	0.000000
4	3691	771349917022	1695979165728240	771337738494	661.595800	301.296000	3.055451	661.595800	301.296000	3.415696	1	1	3	3	0	0	-0.177212	-0.197485	0.000000	-0.187139	-0.052384	0.000000	-0.043507	0.406591	0.161325	0.008364	0.411231	0.172462	-0.000000	0.000000	0.000000	-0.017572	0.408911	0.166894	0	0.000000	0	0.000000
5	3692	771349934975	1695979165746193	771337754712	662.906000	300.306000	3.078828	662.906000	300.306000	3.394627	1	1	3	3	0	0	-0.179290	-0.195618	0.000000	-0.183973	-0.057640	0.000000	-0.043643	0.407517	0.162365	0.008104	0.409342	0.170251	-0.000000	0.000000	0.000000	-0.017769	0.408429	0.166308	0	0.000000	0	0.000000
6	3693	771349949905	1695979165761123	771337770915	663.150800	299.987600	3.095844	663.150800	299.987600	3.379918	1	1	3	3	0	0	-0.178857	-0.196324	0.000000	-0.184234	-0.057898	0.000000	-0.043516	0.407311	0.162115	0.008238	0.409726	0.170681	-0.000000	0.000000	0.000000	-0.017639	0.408519	0.166398	0	0.000000	0	0.000000
7	3694	771349964893	1695979165776111	771337787107	662.102500	307.289800	3.104283	662.102500	307.289800	3.401212	1	1	3	3	0	0	-0.181136	-0.201278	0.000000	-0.188624	-0.052735	0.000000	-0.043621	0.407825	0.162675	0.008458	0.412845	0.174340	-0.000000	0.000000	0.000000	-0.017581	0.410335	0.168507	0	0.000000	0	0.000000
8	3695	771349981846	1695979165793064	771337803388	663.453200	312.749300	3.105352	663.453200	312.749300	3.406805	1	1	3	3	0	0	-0.186076	-0.205243	0.000000	-0.188304	-0.055369	0.000000	-0.043562	0.409022	0.164067	0.008579	0.413105	0.174653	-0.000000	0.000000	0.000000	-0.017492	0.411063	0.169360	0	0.000000	0	0.000000
9	3696	771349996779	1695979165807997	771337819574	662.019900	319.968500	3.094794	662.019900	319.968500	3.455756	1	1	3	3	0	0	-0.186699	-0.215436	0.000000	-0.194959	-0.044770	0.000000	-0.043642	0.408947	0.163950	0.008909	0.417621	0.179939	-0.000000	0.000000	0.000000	-0.017367	0.413284	0.171944	0	0.000000	0	0.000000
10	3697	771350014730	1695979165825949	771337835780	662.314100	313.556300	3.108998	662.314100	313.556300	3.460085	1	1	3	3	0	0	-0.184319	-0.217307	0.000000	-0.191423	-0.040940	0.000000	-0.043546	0.408568	0.163500	0.008858	0.415561	0.177538	-0.000000	0.000000	0.000000	-0.017344	0.412065	0.170519	0	0.000000	0	0.000000
11	3698	771350028695	1695979165839913	771337851989	661.593400	316.181200	3.098069	661.593400	316.181200	3.468824	1	1	3	3	0	0	-0.184466	-0.217442	0.000000	-0.194071	-0.039709	0.000000	-0.043646	0.408889	0.163834	0.008895	0.417290	0.179506	-0.000000	0.000000	0.000000	-0.017375	0.413090	0.171670	0	0.000000	0	0.000000
12	3699	771350045650	1695979165856869	771337868198	659.684800	317.606200	3.100479	659.684800	317.606200	3.431477	1	1	3	3	0	0	-0.186183	-0.218102	0.000000	-0.193719	-0.031216	0.000000	-0.043589	0.409960	0.165102	0.008975	0.416762	0.178930	-0.000000	0.000000	0.000000	-0.017307	0.413361	0.172016	0	0.000000	0	0.000000
13	3700	771350063601	1695979165874820	771337884498	660.697200	315.635300	3.090119	660.697200	315.635300	3.426587	1	1	3	3	0	0	-0.184747	-0.220976	0.000000	-0.193256	-0.032162	0.000000	-0.043672	0.409198	0.164210	0.008811	0.416607	0.178685	-0.000000	0.000000	0.000000	-0.017431	0.412903	0.171448	0	0.000000	0	0.000000
14	3701	771350077596	1695979165888814	771337900655	660.119000	317.434800	3.105363	660.119000	317.434800	3.436076	1	1	3	3	0	0	-0.186641	-0.222374	0.000000	-0.194014	-0.028893	0.000000	-0.043625	0.410871	0.166147	0.009126	0.418429	0.180868	-0.000000	0.000000	0.000000	-0.017250	0.414650	0.173507	0	0.000000	0	0.000000
15	3702	771350095517	1695979165906735	771337916901	661.030300	307.833200	3.096514	661.030300	307.833200	3.395750	1	1	3	3	0	0	-0.182025	-0.216030	0.000000	-0.189558	-0.034828	0.000000	-0.043682	0.409225	0.164231	0.008699	0.415410	0.177243	-0.000000	0.000000	0.000000	-0.017491	0.412318	0.170737	0	0.000000	0	0.000000
16	3703	771350110476	1695979165921695	771337933036	662.216400	303.611600	3.089752	662.216400	303.611600	3.408283	1	1	3	3	0	0	-0.178082	-0.214548	0.000000	-0.190143	-0.039302	0.000000	-0.043548	0.408856	0.163797	0.008814	0.415277	0.177116	-0.000000	0.000000	0.000000	-0.017367	0.412067	0.170456	0	0.000000	0	0.000000
17	3704	771350128427	1695979165939645	771337949281	662.414900	302.545500	3.094943	662.414900	302.545500	3.369414	1	1	3	3	0	0	-0.178992	-0.207064	0.000000	-0.188230	-0.045265	0.000000	-0.043714	0.410259	0.165427	0.008494	0.413261	0.174678	-0.000000	0.000000	0.000000	-0.017610	0.411760	0.170053	0	0.000000	0	0.000000
18	3705	771350143417	1695979165954635	771337965469	661.876400	304.108300	3.086653	661.876400	304.108300	3.366678	1	1	3	3	0	0	-0.178102	-0.205469	0.000000	-0.190273	-0.045437	0.000000	-0.043578	0.410098	0.165245	0.008641	0.413382	0.174910	-0.000000	0.000000	0.000000	-0.017468	0.411740	0.170077	0	0.000000	0	0.000000
19	3706	771350161341	1695979165972559	771337981714	664.995900	306.788000	3.078660	664.995900	306.788000	3.336074	1	1	3	3	0	0	-0.181058	-0.210946	0.000000	-0.188786	-0.052085	0.000000	-0.043711	0.410360	0.165572	0.008361	0.411856	0.173053	-0.000000	0.000000	0.000000	-0.017675	0.411108	0.169312	0	0.000000	0	0.000000
20	3707	771350175330	1695979165986549	771337997982	662.205700	308.535800	3.025952	662.205700	308.535800	3.324007	1	1	3	3	0	0	-0.176694	-0.207680	0.000000	-0.193767	-0.047371	0.000000	-0.043505	0.407430	0.162131	0.008570	0.412489	0.173880	-0.000000	0.000000	0.000000	-0.017468	0.409960	0.168006	0	0.000000	0	0.000000
21	3708	771350193254	1695979166004472	771338014219	663.419400	309.397100	3.009959	663.419400	309.397100	3.322430	1	1	3	3	0	0	-0.175432	-0.214127	0.000000	-0.195227	-0.047979	0.000000	-0.043512	0.405156	0.159527	0.008529	0.413541	0.175044	-0.000000	0.000000	0.000000	-0.017492	0.409348	0.167285	0	0.000000	0	0.000000
22	3709	771350210240	1695979166021458	771338030373	662.433800	306.579100	3.007581	662.433800	306.579100	3.290748	1	1	3	3	0	0	-0.174460	-0.208047	0.000000	-0.193262	-0.049073	0.000000	-0.043372	0.404076	0.158246	0.008563	0.412184	0.173515	-0.000000	0.000000	0.000000	-0.017405	0.408130	0.165881	0	0.000000	0	0.000000
23	3710	771350225201	1695979166036420	771338046597	663.784200	306.100800	3.004998	663.784200	306.100800	3.306772	1	1	3	3	0	0	-0.173577	-0.210480	0.000000	-0.193822	-0.052190	0.000000	-0.043443	0.403664	0.157785	0.008467	0.412797	0.174180	-0.000000	0.000000	0.000000	-0.017488	0.408231	0.165982	0	0.000000	0	0.000000
24	3711	771350240158	1695979166051376	771338062827	665.307900	303.682200	3.042600	665.307900	303.682200	3.328413	1	1	3	3	0	0	-0.176723	-0.212628	0.000000	-0.189580	-0.054394	0.000000	-0.043375	0.404952	0.159251	0.008731	0.413707	0.175339	-0.000000	0.000000	0.000000	-0.017322	0.409329	0.167295	0	0.000000	0	0.000000
25	3712	771350257116	1695979166068335	771338079013	666.490200	304.375400	3.075236	666.490200	304.375400	3.336448	1	1	3	3	0	0	-0.180539	-0.208593	0.000000	-0.186554	-0.060474	0.000000	-0.043559	0.407906	0.162704	0.008378	0.411687	0.172900	-0.000000	0.000000	0.000000	-0.017590	0.409797	0.167802	0	0.000000	0	0.000000
26	3713	771350274067	1695979166085285	771338095231	665.465600	320.646600	3.085807	665.465600	320.646600	3.339079	1	1	3	3	0	0	-0.188388	-0.214017	0.000000	-0.191999	-0.056474	0.000000	-0.043504	0.410046	0.165197	0.008546	0.411682	0.172968	-0.000000	0.000000	0.000000	-0.017479	0.410864	0.169082	0	0.000000	0	0.000000
