device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,timestamp,gaze_vizualisation_x,gaze_vizualisation_y
,,,,,,,,,,,,,,,,,,,,
4751484444,771462976233,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(100.10221099853516, -28.221622467041016, 723.5104370117188)","(0.2983455955982208, 0.5567858219146729, 0.6618950366973877)",1,1695979278810,,
,,,,,,,,,,,,,,,,,,,,
4751510040,771463001826,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(100.10443878173828, -28.23184585571289, 723.5098266601562)","(0.2983412444591522, 0.5568127632141113, 0.6618951559066772)",1,1695979278826,,
,,,,,,,,,,,,,,,,,,,,
4751521143,771463012927,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(103.0066146850586, -28.877986907958984, 723.0762939453125)","(0.2925248444080353, 0.5586236119270325, 0.6618941426277161)",1,1695979278837,,
,,,,,,,,,,,,,,,,,,,,
4751532246,771463024028,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(103.14529418945312, -28.952850341796875, 723.0538940429688)","(0.29224708676338196, 0.5588258504867554, 0.6618949174880981)",1,1695979278848,,
,,,,,,,,,,,,,,,,,,,,
4751543349,771463035128,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(103.15196228027344, -28.961627960205078, 723.052734375)","(0.29223382472991943, 0.5588491559028625, 0.6618951559066772)",1,1695979278888,,
,,,,,,,,,,,,,,,,,,,,
