# timestamps [seconds],pts
62260.662748,0
62260.740338,5084
62260.771988,7159
62260.803782,9242
62260.834193,11235
62260.866097,13326
62260.902006,15679
62260.934173,17787
62260.967527,19973
62261.002174,22244
62261.035173,24406
62261.066170,26438
62261.101935,28782
62261.134117,30891
62261.169939,33238
62261.202234,35355
62261.235247,37518
62261.269977,39794
62261.301934,41889
62261.336663,44165
62261.370996,46415
62261.402110,48454
62261.438056,50809
62261.470152,52913
62261.502040,55003
62261.537943,57355
62261.569952,59453
62261.602186,61566
62261.638120,63921
62261.669970,66008
62261.706196,68382
62261.737944,70462
62261.770023,72565
62261.806082,74928
62261.837935,77015
62261.869981,79116
62261.906108,81483
62261.941217,83784
62261.974201,85946
62262.005962,88027
62262.038063,90131
62262.074109,92493
62262.106126,94591
62262.138020,96681
62262.174236,99055
62262.206103,101143
62262.242131,103504
62262.274507,105626
62262.306676,107734
62262.342117,110057
62262.374112,112154
62262.406016,114245
62262.442218,116617
62262.474098,118706
62262.509918,121054
62262.542149,123166
62262.574056,125257
62262.610130,127621
62262.642137,129719
62262.678013,132070
62262.709930,134162
62262.742103,136270
62262.778086,138628
62262.810058,140723
62262.842030,142819
62262.877960,145173
62262.910087,147279
62262.945938,149628
62262.978087,151735
62263.010093,153833
62263.046191,156198
62263.078904,158342
62263.110072,160385
62263.145918,162734
62263.177991,164836
62263.214012,167197
62263.246057,169297
62263.278031,171392
62263.314049,173753
62263.346000,175846
62263.378059,177947
62263.413984,180302
62263.446992,182465
62263.482079,184764
62263.514145,186866
62263.546147,188963
62263.582105,191320
62263.615369,193500
62263.646949,195569
62263.682837,197921
62263.714076,199968
62263.750195,202335
62263.782349,204443
62263.814001,206517
62263.850049,208879
62263.882121,210981
62263.914089,213076
62263.950079,215435
62263.982088,217532
62264.018164,219897
62264.050367,222007
62264.082109,224087
62264.117954,226436
62264.150346,228559
62264.185988,230895
62264.218176,233004
62264.250197,235103
62264.285963,237447
62264.318067,239551
62264.350114,241651
62264.385959,244000
62264.418105,246107
62264.454002,248459
62264.486010,250557
62264.517967,252651
62264.554057,255016
62264.585927,257105
62264.618072,259212
62264.654057,261570
62264.685989,263663
62264.722035,266025
62264.753963,268117
62264.786037,270219
62264.822045,272579
62264.853979,274672
62264.885989,276770
62264.921910,279124
62264.953939,281223
62264.990105,283593
62265.021929,285678
62265.053996,287780
62265.090086,290145
62265.122066,292241
62265.153975,294332
62265.190106,296700
62265.222007,298791
62265.258034,301152
62265.290098,303253
62265.322011,305344
62265.358092,307709
62265.390127,309808
62265.421958,311894
62265.458068,314261
62265.490124,316362
62265.526153,318723
62265.558189,320822
62265.590134,322916
62265.626113,325274
62265.658053,327367
62265.690045,329463
62265.726092,331826
62265.758073,333922
62265.794926,336337
62265.826263,338390
62265.858193,340483
62265.894058,342833
62265.926203,344940
62265.961975,347284
62265.994055,349387
62266.026056,351484
62266.062044,353842
62266.098059,356203
62266.133088,358498
62266.167789,360772
62266.201908,363008
62266.233325,365067
62266.262647,366989
62266.293972,369042
62266.329975,371401
62266.362563,373537
62266.393935,375593
62266.430182,377968
62266.463832,380174
62266.498060,382417
62266.530982,384574
62266.561984,386606
62266.598047,388969
62266.630184,391075
62266.661967,393158
62266.698143,395529
62266.730086,397622
62266.766174,399988
62266.802073,402340
62266.837436,404658
62266.872798,406975
62266.911477,409510
62266.944313,411662
62266.976264,413756
62267.012788,416149
62267.043832,418184
62267.078769,420473
62267.111297,422605
62267.144048,424751
62267.176663,426889
62267.209832,429063
62267.240853,431096
62267.272994,433202
62267.306773,435416
62267.339505,437561
62267.374632,439863
62267.414087,442449
62267.449673,444781
62267.482932,446960
62267.517279,449211
62267.550176,451367
62267.586994,453780
62267.620851,455999
62267.656165,458313
62267.691273,460614
62267.728243,463037
62267.765523,465480
62267.802485,467902
62267.841450,470456
62267.880320,473003
62267.920735,475652
62267.958174,478105
62267.994322,480474
62268.029792,482799
62268.065961,485169
62268.102191,487543
62268.136338,489781
62268.171727,492100
62268.206002,494347
62268.239883,496567
62268.274083,498808
62268.306651,500943
62268.340514,503162
62268.374086,505362
62268.410140,507725
62268.445113,510017
62268.482061,512438
62268.515914,514657
62268.550125,516899
62268.585636,519226
62268.616305,521236
62268.645342,523139
62268.676960,525211
62268.706594,527153
62268.742086,529479
62268.774036,531573
62268.810177,533941
62268.842145,536036
62268.874072,538129
62268.910034,540485
62268.942067,542585
62268.977981,544938
62269.010107,547044
62269.042157,549144
62269.077971,551491
62269.109944,553586
62269.142121,555695
62269.178004,558047
62269.210091,560150
62269.246052,562506
62269.278214,564614
62269.309985,566696
62269.346041,569059
62269.378196,571166
62269.410160,573261
62269.446074,575615
62269.477945,577703
62269.514072,580071
62269.545930,582159
62269.577932,584256
62269.613932,586615
62269.646019,588718
62269.677955,590811
62269.714042,593176
62269.745959,595268
62269.782131,597638
62269.813932,599722
62269.846051,601827
62269.882055,604187
62269.914069,606285
62269.946053,608381
62269.982075,610742
62270.013932,612829
62270.050175,615205
62270.082102,617297
62270.114075,619392
62270.150101,621753
62270.182125,623852
62270.213992,625940
62270.250075,628305
62270.282070,630402
62270.317969,632754
62270.350040,634856
62270.382102,636957
62270.418143,639319
62270.450121,641415
62270.482049,643507
62270.518063,645868
62270.550336,647983
62270.585868,650311
62270.621999,652679
62270.652604,654685
62270.685926,656868
62270.718137,658979
62270.753888,661322
62270.786997,663492
62270.818126,665532
62270.853901,667877
62270.885945,669977
62270.917997,672077
62270.954036,674439
62270.989032,676733
62271.025907,679149
62271.058893,681311
62271.096327,683764
62271.133064,686172
62271.167088,688401
62271.203552,690791
62271.235294,692871
62271.267314,694970
62271.301796,697230
62271.335333,699427
62271.369383,701659
62271.402922,703857
62271.434849,705949
62271.462994,707794
62271.491021,709630
62271.521983,711659
62271.558128,714028
62271.590082,716122
62271.622297,718234
62271.658021,720575
62271.693128,722875
62271.727026,725097
62271.759674,727237
62271.790790,729276
62271.826097,731590
62271.858052,733684
62271.890025,735779
62271.926005,738137
62271.958025,740235
62271.990026,742333
62272.026072,744695
62272.058129,746796
62272.093948,749143
62272.126153,751254
62272.158043,753344
62272.194126,755708
62272.226052,757801
62272.261884,760149
62272.293985,762253
62272.326091,764357
62272.362048,766713
62272.394056,768811
62272.426138,770913
62272.462009,773264
62272.493944,775357
62272.529978,777718
62272.561955,779814
62272.593926,781909
62272.630022,784275
62272.661922,786365
62272.693969,788466
62272.729887,790819
62272.761920,792919
62272.798285,795302
62272.830048,797384
62272.862031,799480
62272.898043,801840
62272.929915,803928
62272.961984,806030
62272.998052,808394
62273.029994,810487
62273.066039,812849
62273.098059,814948
62273.130016,817042
62273.166048,819403
62273.198184,821509
62273.229922,823589
62273.266139,825963
62273.297987,828050
62273.334138,830419
62273.370419,832797
62273.414249,835669
62273.449638,837988
62273.482747,840158
62273.518411,842495
62273.552782,844748
62273.588005,847056
62273.622213,849298
62273.657172,851589
62273.690962,853804
62273.725520,856068
62273.756909,858125
62273.789783,860280
62273.821627,862367
62273.852146,864367
62273.882915,866383
62273.914674,868464
62273.945079,870457
62273.977067,872553
62274.008172,874592
62274.037918,876541
62274.070285,878662
62274.103027,880808
62274.138077,883105
62274.169939,885193
62274.202060,887298
62274.237927,889649
62274.269921,891746
62274.305964,894108
62274.337924,896202
62274.369951,898301
62274.405980,900662
62274.437940,902757
62274.469992,904857
62274.506030,907219
62274.537900,909308
62274.574018,911675
62274.606011,913771
62274.639117,915941
62274.674025,918229
62274.706291,920343
62274.737904,922415
62274.774047,924783
62274.807332,926965
62274.842033,929239
62274.874125,931342
62274.906688,933476
62274.942064,935794
62274.974266,937905
62275.005946,939981
62275.042069,942348
62275.074145,944450
62275.109975,946799
62275.144557,949065
62275.174116,951002
62275.210132,953362
62275.242083,955456
62275.274086,957554
62275.310053,959911
62275.342088,962010
62275.378006,964364
62275.410131,966469
62275.442064,968562
62275.477992,970917
62275.509939,973010
62275.545879,975365
62275.577903,977464
62275.610377,979592
62275.646044,981930
62275.677956,984021
62275.710012,986122
62275.745982,988479
62275.777925,990573
62275.813898,992930
62275.846001,995034
62275.877906,997125
62275.914010,999491
62275.945973,1001586
62275.978068,1003689
