actionId,colorId,shapeId,x1,y1,x2,y2,x3,y3,x4,y4
1,0,1,110.83333333333334,110.83333333333334,126.66666666666666,110.83333333333334,110.83333333333334,158.33333333333334,126.66666666666666,158.33333333333334
2,0,1,380.0,174.16666666666666,427.5,174.16666666666666,380.0,190.0,427.5,190.0
1,0,1,47.5,110.83333333333334,63.33333333333333,110.83333333333334,47.5,158.33333333333334,63.33333333333333,158.33333333333334
2,0,1,380.0,205.83333333333331,427.5,205.83333333333331,380.0,221.66666666666669,427.5,221.66666666666669
1,0,0,174.16666666666666,47.5,190.0,47.5,174.16666666666666,63.33333333333333,190.0,63.33333333333333
2,0,0,348.3333333333333,205.83333333333331,364.1666666666667,205.83333333333331,348.3333333333333,221.66666666666669,364.1666666666667,221.66666666666669
1,0,0,110.83333333333334,47.5,126.66666666666666,47.5,110.83333333333334,63.33333333333333,126.66666666666666,63.33333333333333
2,0,0,348.3333333333333,174.16666666666666,364.1666666666667,174.16666666666666,348.3333333333333,190.0,364.1666666666667,190.0
1,1,0,174.16666666666666,205.83333333333331,190.0,205.83333333333331,174.16666666666666,221.66666666666669,190.0,221.66666666666669
2,1,0,364.1666666666667,237.5,380.0,237.5,364.1666666666667,253.33333333333331,380.0,253.33333333333331
1,1,0,110.83333333333334,205.83333333333331,126.66666666666666,205.83333333333331,110.83333333333334,221.66666666666669,126.66666666666666,221.66666666666669
2,1,0,395.83333333333337,237.5,411.66666666666663,237.5,395.83333333333337,253.33333333333331,411.66666666666663,253.33333333333331
