# timestamps [seconds],pts
347609.197343,0
347609.279839,5406
347609.316074,7781
347609.346830,9796
347609.377353,11796
347609.408141,13814
347609.441065,15972
347609.471780,17985
347609.502675,20009
347609.535614,22168
347609.567652,24268
347609.601035,26455
347609.633126,28559
347609.665088,30653
347609.701069,33011
347609.732973,35102
347609.769086,37469
347609.801035,39562
347609.833011,41658
347609.869086,44022
347609.901131,46122
347609.934331,48298
347609.969039,50573
347610.003901,52857
347610.037957,55089
347610.071505,57288
347610.104168,59428
347610.137501,61613
347610.169810,63730
347610.201602,65814
347610.237181,68145
347610.269143,70240
347610.305000,72590
347610.337265,74704
347610.369025,76786
347610.405023,79145
347610.440723,81484
347610.474118,83673
347610.509825,86013
347610.544104,88259
347610.577888,90474
347610.613342,92797
347610.647681,95047
347610.681007,97231
347610.712344,99285
347610.745585,101464
347610.777961,103585
347610.811888,105809
347610.845927,108039
347610.878252,110158
347610.911195,112317
347610.945091,114538
347610.977642,116671
347611.010472,118823
347611.044129,121029
347611.077133,123192
347611.109095,125286
347611.142254,127459
347611.174850,129595
347611.208930,131829
347611.241024,133932
347611.277117,136297
347611.310596,138492
347611.342707,140596
347611.376896,142837
347611.409606,144980
347611.445340,147322
347611.477728,149445
347611.509172,151505
347611.544941,153849
347611.577002,155950
347611.610001,158113
347611.645087,160412
347611.677223,162518
347611.709579,164639
347611.745053,166964
347611.777142,169067
347611.813040,171419
347611.847222,173659
347611.883705,176050
347611.919687,178408
347611.954179,180669
347611.988140,182894
347612.019814,184970
347612.053703,187191
347612.089089,189510
347612.124653,191841
347612.163464,194384
347612.197552,196618
347612.229502,198712
347612.260570,200748
347612.293864,202930
347612.329544,205268
347612.363621,207502
347612.394929,209553
347612.428728,211768
347612.462631,213990
347612.495986,216176
347612.529185,218352
347612.562704,220548
347612.595521,222699
347612.629765,224943
347612.663811,227174
347612.698170,229426
347612.734562,231811
347612.767871,233994
347612.800238,236115
347612.831638,238173
347612.863610,240268
347612.895038,242328
347612.926206,244371
347612.958955,246517
347612.990872,248608
347613.022401,250675
347613.054677,252790
347613.086124,254851
347613.117094,256880
347613.152919,259228
347613.185156,261341
347613.217196,263441
347613.253350,265810
347613.286959,268012
347613.321469,270274
347613.354351,272429
347613.386136,274512
347613.420959,276794
347613.453530,278929
347613.485026,280993
347613.520929,283346
347613.554296,285532
347613.588994,287806
347613.622132,289978
347613.653385,292026
347613.689088,294366
347613.723730,296636
347613.753979,298619
347613.789187,300926
347613.820998,303011
347613.856973,305368
347613.889667,307511
347613.921740,309613
347613.957139,311933
347613.989038,314023
347614.024504,316347
347614.057483,318509
347614.089142,320584
347614.124942,322930
347614.158865,325153
347614.189290,327147
347614.225062,329491
347614.258850,331705
347614.291702,333858
347614.325102,336047
347614.357966,338201
347614.393038,340499
347614.427227,342740
347614.459595,344861
347614.493045,347053
347614.525407,349174
347614.561321,351528
347614.596533,353835
347614.632980,356224
347614.665479,358354
347614.697691,360465
347614.731541,362683
347614.764660,364854
347614.798434,367067
347614.833487,369364
347614.865480,371461
347614.898987,373657
347614.935933,376078
347614.967673,378158
347614.999893,380270
347615.035559,382607
347615.071079,384935
347615.104864,387149
347615.156086,390506
347615.193211,392939
347615.226976,395151
347615.268065,397844
347615.301707,400049
347615.334440,402194
347615.367837,404383
347615.401501,406589
347615.437053,408919
347615.470223,411093
347615.502123,413183
347615.534399,415298
347615.567852,417491
347615.601179,419675
347615.635485,421923
347615.668735,424102
347615.702303,426302
347615.735899,428504
347615.767895,430601
347615.800253,432721
347615.833917,434927
347615.866255,437047
347615.901114,439331
347615.934265,441504
347615.967101,443656
347616.002877,446000
347616.036481,448202
347616.069084,450339
347616.101047,452434
347616.133928,454589
347616.168963,456885
347616.202814,459103
347616.235153,461222
347616.269179,463452
347616.301303,465558
347616.337026,467899
347616.368982,469993
347616.401099,472098
347616.437141,474460
347616.469134,476556
347616.501178,478656
347616.537142,481013
347616.570069,483171
347616.605111,485468
347616.639245,487705
347616.670991,489785
347616.705318,492035
347616.768821,496196
347616.809151,498839
347616.841148,500936
347616.872941,503020
347616.904982,505120
347616.938977,507347
347616.973030,509579
347617.006851,511796
347617.037484,513803
347617.073176,516142
347617.105888,518286
347617.140923,520582
347617.174885,522808
347617.205785,524833
347617.241432,527169
347617.273363,529261
347617.306396,531426
347617.340939,533690
347617.374458,535887
347617.409017,538152
347617.440919,540242
347617.474474,542441
347617.509169,544715
347617.546263,547146
347617.583174,549565
347617.617419,551809
347617.653879,554199
347617.690423,556593
347617.739562,559814
347617.778871,562390
347617.812500,564594
347617.845247,566740
347617.877066,568825
347617.909070,570923
347617.944942,573273
347617.977221,575389
347618.009112,577479
347618.045187,579843
347618.077557,581964
347618.113014,584288
347618.146721,586497
347618.181254,588760
347618.213040,590843
347618.245256,592954
347618.278600,595140
347618.313058,597398
347618.345117,599499
347618.381095,601857
347618.413116,603955
347618.445109,606052
347618.481145,608413
347618.513620,610542
347618.545324,612619
347618.581183,614969
347618.613745,617103
347618.648922,619409
347618.697625,622600
347618.731254,624804
347618.764599,626990
347618.794712,628963
347618.827065,631083
347618.859570,633214
347618.891872,635330
347618.927810,637686
347618.959613,639770
347618.993147,641968
347619.026619,644161
347619.060277,646367
347619.094212,648591
347619.127628,650781
347619.160454,652932
347619.196000,655261
347619.227761,657343
347619.261596,659560
347619.294981,661748
347619.326132,663790
347619.361441,666104
347619.394532,668272
347619.430437,670625
347619.466145,672965
347619.498286,675072
347619.530760,677200
347619.562773,679298
347619.594156,681355
