id,timestamp,duration
0,1698048510980,3334
1,1698048514314,2806
2,1698048517120,3303
3,1698048520423,3131
4,1698048523554,3670
5,1698048527224,4068
6,1698048531292,3986
7,1698048535278,3379
8,1698048538657,2198
9,1698048540855,2699
