timestamp,x,y,duration,dispersion,size
1698048510986,1209.3768274784088,898.9387719333172,387,0.026403499087044407,32
1698048513617,1252.2588869420495,836.3985240750196,500,0.09152769971354949,41
1698048513640,1243.2330992163681,837.1934523233554,499,0.08071674192207645,41
1698048513651,1239.8766419945694,836.9180205973183,499,0.07882823665026711,41
1698048513688,1234.4708677779797,830.8248778831127,495,0.07882823665026711,43
1698048513694,1229.899740673247,829.2335542610714,500,0.07882823665026711,42
1698048513719,1225.148499651653,828.3909787782809,487,0.07811543212424435,41
1698048513738,1220.3813743591309,827.3560429215431,498,0.07811543212424435,40
1698048513750,1216.4888140050377,823.585391800578,500,0.07811543212424435,41
1698048513772,1210.7655427514053,820.5732244980045,499,0.07811543212424435,41
1698048513783,1207.7686635459343,819.0590800890109,500,0.07811543212424435,41
1698048513820,1204.1556442615597,814.2837358075519,496,0.07811543212424435,43
1698048513835,1199.5900308518183,812.3362035410745,492,0.07811543212424435,42
1698048513841,1197.0716594514392,810.6141757965088,497,0.07811543212424435,42
1698048513851,1194.3646267482213,809.1841036932809,499,0.07811543212424435,42
1698048513905,1187.009503364563,802.2692631483078,500,0.07710074958958399,40
1698048513956,1187.0025018545298,798.6898194826566,461,0.07710074958958399,39
1698048518035,904.9665979238657,906.1885907099797,134,0.07789018469201324,13
1698048519577,1352.0663937655363,612.0467909899625,216,0.072658927761351,11
1698048526954,1249.4914490836006,819.2044646399362,490,0.08495963626319737,42
1698048526987,1243.1046895980835,812.0079499483109,494,0.08495963626319737,40
1698048526999,1240.2183637619019,810.5200374126434,489,0.08495963626319737,40
1698048527010,1238.6288433074951,808.8213418722153,490,0.08495963626319737,40
1698048527047,1236.8824173683345,810.7301357180573,497,0.08495963626319737,43
1698048527055,1235.9002614575763,808.9117956161499,500,0.08395529966799582,43
1698048527066,1234.994071250738,807.7914137064024,500,0.07534430460890777,43
1698048527077,1233.352692182674,807.7427457099737,499,0.07534430460890777,43
1698048527122,1228.202473776681,807.3880030427661,499,0.07534430460890777,42
1698048527133,1228.8354365030925,809.6022263595036,499,0.07534430460890777,42
1698048527166,1231.600709959518,816.8276945380277,499,0.07534430460890777,43
1698048527190,1233.6198824505473,821.5193576590959,486,0.09460351708631008,43
1698048528540,1798.9962768554688,1025.5658683776855,121,0.04335499029793005,10
1698048530509,1393.586449623108,906.1313071846962,178,0.09559413338624156,16
1698048530909,1279.04012458269,933.0953144472699,500,0.0631237402734791,43
1698048534554,1293.6589293046432,953.952587517825,500,0.0674523311950745,44
1698048534588,1278.0219534940497,945.4015968012255,500,0.0674523311950745,43
1698048534609,1266.7768696376256,939.4202215330941,495,0.0674523311950745,42
1698048534620,1260.0314939589728,935.0832550866263,490,0.06207684896157555,42
1698048534651,1256.9978918031204,929.5815118523532,481,0.08680144784305555,43
1698048540834,1315.2001135689873,961.3869084630694,157,0.03567478219295555,14
1698048541202,1148.1907199677967,1017.180426120758,498,0.0751028330757442,42
