id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
0,354543.699855,216.8379999930039,0,3,0.45263048563808966,0.5280832742523,1.8756651813609746,0.7686211498160112,3d gaze,-32.36905810918296,-34.785048615539175,477.06355958678296,354543.699855 354543.716708 354543.734115 354543.740851 354543.759143 354543.764716 354543.782632 354543.788651 354543.821667 354543.831764 354543.83508399996 354543.844489 354543.85748299997 354543.878736 354543.884702 354543.896658 354543.902671 354543.908983 354543.916693
1,354543.924664,212.07000000867993,3,10,0.4498013618810524,0.5468527301821648,0.439937804717863,0.7601946502923965,3d gaze,-34.5322017914331,-42.919073903996846,476.04395259855085,354543.924664 354543.93658499996 354543.942406 354543.948635 354543.956639 354543.97921099997 354543.984643 354543.992682 354544.00062999997 354544.027434 354544.03278999997 354544.04064799997 354544.05263 354544.060808 354544.07997799997 354544.084667 354544.10415699997 354544.11893 354544.124637 354544.136734
2,354544.153224,207.79699995182455,10,16,0.4516240972219696,0.5485093523703868,0.4940640811958722,0.7733781370851729,3d gaze,-33.09217369733119,-43.59548750839217,475.6045420542708,354544.153224 354544.160691 354544.168639 354544.176681 354544.197015 354544.209642 354544.22066399996 354544.22883599997 354544.23680799996 354544.244653 354544.26261 354544.268675 354544.276634 354544.284661 354544.292662 354544.323062 354544.328788 354544.36102099996
3,354544.376617,203.90299998689443,17,23,0.4491391345099503,0.5479892644684244,0.7524073832908039,0.7605605324109396,3d gaze,-35.04947956245578,-43.421430754743845,476.0550528715207,354544.376617 354544.430642 354544.444606 354544.452658 354544.460682 354544.472703 354544.496758 354544.504764 354544.51277599996 354544.520725 354544.528748 354544.544817 354544.556766 354544.564714 354544.58051999996
4,354544.966002,218.6700000311248,35,41,0.5050429916458639,0.4351538345667001,1.49617290276714,0.7357257379786166,3d gaze,7.980696965762162,5.545179959436443,472.06636033669247,354544.966002 354544.976647 354545.025989 354545.032692 354545.060731 354545.10939999996 354545.124717 354545.184672
5,354545.201532,111.2190000130795,42,45,0.5048633063471124,0.431386695120586,0.5763867733416799,0.7353743389248848,3d gaze,7.858119590815155,7.162328623129069,472.2713521213562,354545.201532 354545.228847 354545.236697 354545.26924299996 354545.27666 354545.284648 354545.302149 354545.312751
6,354545.66476899997,216.00499999476597,55,62,0.5036722007350732,0.4171615318899947,0.7776571066438382,0.7401287554545818,3d gaze,6.964814040394628,13.285160451389247,473.05165539745764,354545.66476899997 354545.681343 354545.6968 354545.704793 354545.712689 354545.72080899996 354545.748981 354545.780554 354545.796661 354545.864818 354545.88077399996
7,354545.888827,203.7770000169985,62,68,0.5042062189108014,0.41239324086192786,0.6903278469359457,0.7382695525884628,3d gaze,7.372979432296654,15.335036109627943,473.08470745816214,354545.888827 354545.900727 354545.924633 354546.03262799996 354546.040719 354546.04867399996 354546.056757 354546.092604
8,354546.11668599996,175.96900003263727,69,74,0.5087319038099528,0.43002125847594663,0.9133318916597799,0.741420308748881,3d gaze,10.782463379599394,7.7377874277867384,471.4225594102261,354546.11668599996 354546.219397 354546.260676 354546.268656 354546.284642 354546.292655
9,354546.50476499996,84.0460000326857,80,83,0.3753974840787539,0.3921800643522841,0.6466999442536839,0.7614099148990859,3d gaze,-96.47447945312443,25.492034029243484,493.2622485816028,354546.50476499996 354546.512778 354546.536804 354546.56072899996 354546.57253 354546.588811
