timestamp,actionId
1698049294724,1
1698049296086,2
1698049297455,1
1698049298578,2
1698049300123,1
1698049301589,2
1698049302713,1
1698049303879,2
1698049304721,1
1698049305977,2
1698049307358,1
1698049308682,2
1698049309953,1
1698049312053,2
1698049313384,1
1698049315087,2
1698049316000,1
1698049317745,2
