stepId,actionId,begin,end
0,0,1957,2068
1,0,2072,2079
1,1,2080,2097
1,0,2098,2120
1,2,2121,2150
2,0,2170,2174
2,1,2175,2185
2,2,2186,2215
3,0,2240,2255
3,1,2256,2267
3,2,2268,2300
4,0,2313,2330
4,1,2331,2345
4,2,2346,2373
5,0,2407,2413
5,1,2414,2420
5,2,2421,2459
6,0,2458,2481
6,1,2482,2510
6,2,2511,2605
6,0,2547,2562
7,0,2616,2626
7,1,2627,2652
7,2,2653,2687
8,0,2700,2723
8,1,2724,2744
8,2,2745,2780
9,0,2825,2839
9,1,2840,2862
9,2,2863,2890
