stepId,actionId,timestamp,duration
0,0,347877624.169,3716.1999999284744
1,0,347881373.504,2207.973000049591
1,1,347883613.42399997,1811.95400005579
1,2,347885457.507,1433.8899999856949
2,0,347887520.901,957.1969999670982
2,1,347888510.951,1157.147000014782
2,2,347889706.04999995,356.6230000257492
3,0,347891570.48300004,754.8589999675751
3,1,347892361.398,1977.7569999694824
3,2,347894371.136,2314.2520000338554
4,0,347896718.157,1607.1430000066757
4,1,347898357.44699997,1181.7700000405312
4,2,347899572.874,1970.1729999780655
5,0,347902649.287,804.2670000195503
5,1,347903486.235,1071.2629999518394
5,2,347904593.47800004,1711.5149999260902
6,0,347907541.334,537.0550000071526
6,1,347908109.53999996,1171.9020000696182
6,2,347909317.47499996,1848.1660000681877
7,0,347911917.502,783.9990000128746
7,1,347912733.35400003,1838.0589999556541
7,2,347914604.538,1683.1650000214577
8,0,347917125.315,772.6670000553131
8,1,347917929.53999996,800.8310000300407
8,2,347918762.223,2151.175000011921
9,0,347921413.569,778.3500000238419
9,1,347922224.538,1739.333999991417
9,2,347923996.17499995,3552.9700000286102
10,0,347928525.856,530.6899999976158
10,1,347929092.02,2409.632000029087
10,2,347931533.309,1142.3469999432564
11,0,347932942.577,1375.055999994278
11,1,347934350.275,1103.8889999985695
11,2,347935489.574,1278.6610000133514
12,0,347937851.12399995,629.0030000805855
12,1,347938512.461,619.7709999680519
12,2,347939170.63299996,2589.9160000681877
