stepId,actionId,begin,end
0,0,103,157
1,0,158,189
1,1,192,217
1,2,218,284
2,0,311,335
2,1,336,358
2,2,359,436
3,0,460,487
3,1,488,508
3,2,509,576
4,0,612,636
4,1,638,651
4,2,652,697
5,0,719,734
5,1,734,757
5,2,758,797
6,0,820,849
6,1,855,880
6,2,881,965
7,0,994,1019
7,1,1022,1046
7,2,1047,1103
8,0,1141,1165
8,1,1166,1191
8,2,1192,1274
9,0,1303,1322
9,1,1327,1343
9,2,1344,1435
