timestamp,stepId,actionId,surfaceId,x,y,confidence,markers
354863805.211,0,0,0,0.0007222321582958,0.5877248048782349,0.8676555752754211,0.875
354863813.178,0,0,0,0.0004023729125037,0.5845058560371399,0.7809070944786072,0.875
354863821.21099997,0,0,0,0.0012665186077356,0.5834639668464661,0.8317022919654846,0.875
354863829.162,0,0,0,0.008319279178977,0.5749093294143677,0.8770431280136108,0.875
354863837.17,0,0,0,0.0095596341416239,0.5885097980499268,0.8978107571601868,0.875
354863845.116,0,0,0,0.0082772085443139,0.5879141092300415,0.8995051980018616,0.875
354863857.158,0,0,0,0.004436953458935,0.5957984924316406,0.8452109098434448,0.875
354863865.253,0,0,0,0.0019264710135757,0.6381625533103943,1.0,0.875
354863873.128,0,0,0,0.0432039499282836,0.6613796949386597,0.6,0.875
354863881.316,0,0,0,0.0423601306974887,0.7700045108795166,0.6,0.875
354863891.15,0,0,0,0.001144767506048,0.9437995553016664,0.99,0.875
354864013.152,0,0,0,0.0022007408551871,0.9280820488929749,1.0,1.0
354864025.192,0,0,0,0.0038090907037258,0.9351496696472168,0.9658945202827454,1.0
354864033.132,0,0,0,0.0015494942199438,0.9376134276390076,0.9771726131439208,1.0
354864041.13799995,0,0,0,0.0047696586698293,0.9425660371780396,1.0,1.0
354864049.169,0,0,0,0.0051837540231645,0.9491171836853028,1.0,1.0
354864057.246,0,0,0,0.0060642268508672,0.9613659381866456,0.932323396205902,1.0
354864065.231,0,0,0,0.0294784680008888,0.979730784893036,1.0,1.0
354864109.062,0,0,0,0.0833118334412574,0.9965836405754088,1.0,1.0
354864117.195,0,0,0,0.0786747261881828,0.9984123706817628,1.0,1.0
354864125.106,0,0,0,0.079676941037178,0.9960229396820068,0.954082489013672,1.0
354864133.108,0,0,0,0.0775176957249641,0.9974396824836732,0.9569660425186156,1.0
354864141.156,0,0,0,0.0757084339857101,0.9993740320205688,0.931041657924652,0.875
354864157.143,0,0,0,0.0779652148485183,0.9891510009765624,1.0,0.875
354864165.125,0,0,0,0.076343335211277,0.9847550988197328,0.9311204552650452,0.875
354864172.942,0,0,0,0.0774425417184829,0.9855826497077942,1.0,0.875
354864181.026,0,0,0,0.0773334428668022,0.9847601652145386,0.8149464726448059,0.875
354864193.153,0,0,0,0.0766335129737854,0.9841883182525636,0.931261956691742,0.875
354864201.078,0,0,0,0.0745609402656555,0.9857890009880066,0.9913336038589478,0.875
354864209.08100003,0,0,0,0.0805283859372139,0.9855189323425292,1.0,0.875
354864285.20500004,0,0,0,0.1543265581130981,0.9955086708068848,0.9130487442016602,0.875
354864293.076,0,0,0,0.1550636738538742,0.9902883768081664,0.8931247591972351,0.875
354864301.087,0,0,0,0.1594467461109161,0.976598620414734,0.9833488464355468,0.875
354864309.01199996,0,0,0,0.1575671583414077,0.9669044613838196,0.9658369421958924,0.875
354864317.17499995,0,0,0,0.1518899947404861,0.9620408415794371,1.0,0.875
354864325.21500003,0,0,0,0.151665449142456,0.9647246599197388,1.0,0.875
354864333.133,0,0,0,0.1473163515329361,0.9694576263427734,0.940904140472412,0.875
354864341.137,0,0,0,0.1450184136629104,0.968244731426239,0.942889928817749,0.875
354864349.176,0,0,0,0.1397833973169326,0.9656826853752136,1.0,0.875
354864361.065,0,0,0,0.1385359317064285,0.9637503027915956,0.9681597352027892,0.875
354864369.152,0,0,0,0.1384716928005218,0.9669198989868164,0.9390977025032043,0.875
354864377.012,0,0,0,0.1374721825122833,0.9622654318809508,1.0,0.875
354864385.17099994,0,0,0,0.1324415057897567,0.9689712524414062,0.9680107235908508,0.875
354864393.178,0,0,0,0.1335359215736389,0.9688345789909364,1.0,0.875
354864401.161,0,0,0,0.1491137146949768,0.9752143025398254,1.0,0.875
354864409.10400003,0,0,0,0.2140428572893142,0.9891289472579956,0.99,0.875
354864517.04300004,0,0,0,0.302963376045227,0.9829135537147522,0.9434387683868408,0.875
354864529.15000004,0,0,0,0.2942164242267608,0.9779698848724364,1.0,0.875
354864537.226,0,0,0,0.3061509132385254,0.9810583591461182,0.9671494364738464,0.875
354864545.13199997,0,0,0,0.3050444722175598,0.9745241403579712,0.8939957022666931,0.875
354864553.161,0,0,0,0.3048140108585357,0.980108380317688,0.8669629096984863,0.875
354864561.168,0,0,0,0.3060272932052612,0.969838559627533,0.862856924533844,0.875
354864569.07600003,0,0,0,0.3007191717624664,0.9710371494293212,0.7942753434181213,0.875
354864577.01299995,0,0,0,0.3146106600761413,0.9637418389320374,0.9622637033462524,0.75
354864585.092,0,0,0,0.3175768554210663,0.9631761908531188,0.915516436100006,0.75
354864593.092,0,0,0,0.3679373264312744,0.8532671928405762,0.6,0.75
354864602.525,0,0,0,0.4444775581359863,0.7756273150444031,0.6,0.75
354864613.145,0,0,0,0.6081178188323975,0.7816997766494751,0.99,0.375
354864621.178,0,0,0,0.627730667591095,0.7024706602096558,0.99,0.375
