stepId,actionId,surfaceId,timestamp,duration
0.0,0.0,0.0,62596873.194,703.8889999985695
0.0,0.0,0.0,62597645.166,569.0639999955893
1.0,0.0,0.0,62600193.157000005,267.86599999666214
1.0,0.0,-1.0,62600493.072,168.12600000202656
1.0,0.0,0.0,62600693.234,235.80000000447035
1.0,0.0,-1.0,62600961.136,67.95600000023842
1.0,1.0,1.0,62601297.137,100.08500000089407
1.0,1.0,-1.0,62601433.269,199.90100000053644
1.0,1.0,0.0,62601665.289,68.09900000691414
1.0,2.0,-1.0,62601901.054000005,300.1789999976754
1.0,2.0,2.0,62602237.081,1340.0359999984503
1.0,2.0,-1.0,62603610.533,34.65700000524521
1.0,2.0,2.0,62603677.099,31.962000004947186
2.0,0.0,0.0,62604681.242,136.04299999773502
2.0,0.0,0.0,62604885.16,231.9400000050664
2.0,0.0,-1.0,62605153.111,164.0929999947548
2.0,0.0,0.0,62605353.252000004,67.8779999986291
2.0,0.0,-1.0,62605453.144999996,31.922000005841255
2.0,1.0,1.0,62605621.129,168.0570000037551
2.0,1.0,-1.0,62605821.171000004,32.037999995052814
2.0,2.0,2.0,62605989.184,1004.0359999984503
2.0,2.0,-1.0,62607029.246,499.77600000053644
3.0,0.0,0.0,62607865.246,336.8669999986887
3.0,0.0,-1.0,62608233.366,135.6870000064373
3.0,1.0,1.0,62608569.034,336.23799999803305
3.0,1.0,-1.0,62608937.216,36.052000001072884
3.0,2.0,2.0,62609037.133,404.05799999833107
3.0,2.0,2.0,62609509.116000004,536.1369999945164
3.0,2.0,-1.0,62610077.063999996,368.58000000566244
3.0,2.0,0.0,62610481.135000005,100.08499999344349
3.0,2.0,-1.0,62610613.054,32.811000004410744
3.0,2.0,0.0,62610681.167,68.1279999986291
4.0,0.0,0.0,62611081.166999996,303.93900000303984
4.0,0.0,-1.0,62611418.602,134.46800000220537
4.0,1.0,1.0,62611853.073,100.02399999648333
4.0,1.0,-1.0,62611989.241000004,131.82499999552965
4.0,1.0,2.0,62612153.191,68.402000002563
4.0,2.0,-1.0,62613429.148,31.91999999433756
5.0,0.0,0.0,62613829.04099999,68.25600001215935
5.0,0.0,-1.0,62613929.119,104.01399999111891
5.0,0.0,0.0,62614065.315,136.0
5.0,0.0,-1.0,62614233.266,32.08500000089407
5.0,1.0,1.0,62614365.183,268.09900000691414
5.0,2.0,-1.0,62614669.162,67.96599999815226
5.0,2.0,0.0,62614769.155,99.87700000405312
5.0,2.0,0.0,62614937.089,31.938999995589256
5.0,2.0,-1.0,62615005.121,300.07699999958277
5.0,2.0,2.0,62615337.136,740.0450000017881
5.0,2.0,-1.0,62616109.953,99.77800000458956
6.0,0.0,0.0,62616477.039,436.1059999987483
6.0,0.0,-1.0,62616945.067,104.06799999624491
6.0,1.0,3.0,62617549.24,303.82999999821186
6.0,1.0,-1.0,62617885.433000006,167.73999999463558
6.0,2.0,0.0,62618289.126,68.54299999773502
6.0,2.0,-1.0,62618391.268,535.9230000004172
6.0,2.0,2.0,62618961.426,936.0170000046492
6.0,2.0,-1.0,62619929.145,407.66699999570847
6.0,2.0,0.0,62620372.934,447.1499999985099
6.0,2.0,-1.0,62620848.317,188.74599999934435
7.0,0.0,-1.0,62621941.169,0.0
7.0,0.0,0.0,62621973.168,100.4619999974966
7.0,0.0,-1.0,62622109.117,132.17800000309944
7.0,1.0,3.0,62622577.067,300.3569999933243
7.0,2.0,2.0,62623013.019,1440.3489999994636
8.0,0.0,-1.0,62624821.168000005,35.95600000023842
8.0,0.0,0.0,62624892.791,232.3179999962449
8.0,0.0,-1.0,62625157.176,131.99200000613928
8.0,1.0,3.0,62625625.181,303.82199999690056
8.0,1.0,-1.0,62625961.953,34.168999992311
8.0,2.0,2.0,62626129.16,973.2250000014901
9.0,0.0,0.0,62628105.123,236.13199999928474
9.0,0.0,-1.0,62628373.086,68.15699999779463
9.0,1.0,3.0,62628809.220000006,336.5729999989271
9.0,1.0,-1.0,62629177.669,35.32699999958277
9.0,2.0,-1.0,62629381.187,66.60700000077486
9.0,2.0,2.0,62629481.124,1176.9640000015497
9.0,2.0,-1.0,62630688.350999996,132.70200000703335
