stepId,actionId,begin,end
0,0,1695893084949,1695893086114
1,1,169589386114,1695893089218
1,2,1695893089218,1695893092024
2,1,1695893092024,1695893094149
2,2,1695893094149,1695893096114
3,1,1695893096114,1695893098255
3,2,1695893098255,1695893099680
4,1,1695893099680,1695893101547
4,2,1695893101547,1695893103151
5,1,1695893103151,1695893105414
5,2,1695893105414,1695893107181
6,1,1695893107181,1695893109259
6,2,1695893109259,1695893111260
