stepId,actionId,surfaceId,timestamp,duration
0.0,0.0,-1.0,62522781.569,0.0
0.0,0.0,0.0,62522817.487,99.78099999576807
0.0,0.0,0.0,62522985.281,972.0839999988675
1.0,0.0,0.0,62527373.372,403.9270000010729
1.0,0.0,-1.0,62527809.455000006,235.82999999076128
1.0,0.0,-1.0,62528109.338,68.1440000012517
1.0,1.0,3.0,62528445.278,604.2910000085831
1.0,2.0,2.0,62529149.456,435.95499999821186
1.0,2.0,-1.0,62529617.456,35.91200000047684
1.0,2.0,2.0,62529685.256,99.99500000476837
1.0,2.0,-1.0,62529821.287,100.12300000339746
2.0,0.0,0.0,62531361.417,301.06699999421835
2.0,0.0,-1.0,62531697.405999996,31.917000003159046
2.0,1.0,3.0,62532097.407,704.2510000020266
2.0,1.0,-1.0,62532837.259,31.989000000059605
2.0,2.0,2.0,62532901.445,839.9560000002384
2.0,2.0,-1.0,62533776.577999994,200.67800000309944
3.0,0.0,0.0,62534577.249000005,368.00999999791384
3.0,1.0,3.0,62535381.498,639.8699999973178
3.0,1.0,-1.0,62536058.155999996,33.72900000959635
3.0,1.0,2.0,62536122.259,167.08299998939037
3.0,2.0,-1.0,62537225.596999995,167.6660000011325
4.0,0.0,0.0,62537661.337,504.06700000166893
4.0,0.0,-1.0,62538197.352000006,31.87999999523163
4.0,1.0,3.0,62538565.36,335.88400000333786
4.0,1.0,2.0,62538933.367,135.88900000602007
4.0,2.0,-1.0,62539941.411,32.02400000393391
4.0,2.0,2.0,62540009.439,299.9159999936819
5.0,0.0,0.0,62541113.361999996,167.9940000027418
5.0,0.0,-1.0,62541313.374,36.041999995708466
5.0,0.0,0.0,62541381.45,167.86200000345707
5.0,0.0,-1.0,62541581.426,167.95300000160933
5.0,1.0,3.0,62542117.22,304.01700000464916
5.0,1.0,-1.0,62542453.484,67.86500000208616
5.0,2.0,2.0,62542553.934,839.3540000021458
5.0,2.0,-1.0,62543427.778,465.4589999988675
5.0,2.0,0.0,62543929.296000004,368.0929999947548
6.0,0.0,0.0,62544965.407000005,203.87399999797344
6.0,0.0,-1.0,62545201.341,32.14599999785423
6.0,0.0,0.0,62545269.210999995,68.02100000530481
6.0,0.0,-1.0,62545369.232999995,32.12500000745058
6.0,1.0,3.0,62545805.341,300.80600000172853
6.0,2.0,-1.0,62546141.377,31.936000004410744
6.0,2.0,2.0,62546205.312,1275.945000000298
