stepId,actionId,surfaceId,timestamp,duration
0.0,0.0,-1.0,354549053.834,99.96799999475479
0.0,0.0,0.0,354549185.87799996,1643.7200000286102
0.0,0.0,-1.0,354550861.638,336.01099997758865
1.0,0.0,-1.0,354561585.88600004,131.92799991369247
1.0,0.0,0.0,354561753.699,1440.2240000367165
1.0,0.0,-1.0,354563225.797,103.83899998664856
1.0,1.0,-1.0,354564198.222,103.54999995231628
1.0,1.0,3.0,354564333.918,132.06700003147125
1.0,1.0,-1.0,354564501.971,67.77700001001358
1.0,2.0,0.0,354564769.774,335.9470000267029
1.0,2.0,-1.0,354565137.722,199.94999998807907
1.0,2.0,2.0,354565373.78999996,768.0929999947548
1.0,2.0,-1.0,354566177.663,32.060000002384186
1.0,2.0,2.0,354566241.811,203.83700001239777
1.0,2.0,-1.0,354566477.693,32.142999947071075
1.0,2.0,2.0,354566545.69699997,32.02600008249283
1.0,2.0,2.0,354566645.71999997,32.241000056266785
2.0,0.0,0.0,354567517.828,435.95099997520447
2.0,0.0,-1.0,354567985.896,67.96299993991852
2.0,2.0,2.0,354569193.83100003,99.94900000095367
2.0,2.0,2.0,354569361.625,700.2660000324249
2.0,2.0,-1.0,354570097.778,268.3049999475479
3.0,0.0,-1.0,354571505.813,32.00499999523163
3.0,0.0,0.0,354571569.8,204.17599999904633
3.0,0.0,-1.0,354571805.831,68.15200001001358
3.0,0.0,0.0,354571905.766,136.11000001430511
3.0,0.0,-1.0,354572073.788,100.06499999761581
3.0,0.0,0.0,354572209.947,64.10599994659424
3.0,0.0,-1.0,354572309.935,67.74000000953674
3.0,1.0,3.0,354572913.749,468.1710000038147
3.0,1.0,3.0,354573449.833,200.03700000047684
3.0,2.0,-1.0,354573917.819,368.0740000009537
3.0,2.0,2.0,354574317.849,840.1450000405312
3.0,2.0,-1.0,354575189.771,68.1159999370575
4.0,0.0,0.0,354576129.754,336.097000002861
4.0,0.0,0.0,354576529.84999996,168.1040000319481
4.0,0.0,-1.0,354576733.875,31.97699999809265
4.0,1.0,3.0,354577133.808,468.061999976635
4.0,2.0,-1.0,354577805.726,300.02100002765656
4.0,2.0,2.0,354578137.648,168.00400000810623
4.0,2.0,2.0,354578373.913,206.9409999847412
4.0,2.0,2.0,354578641.782,235.83399999141693
4.0,2.0,2.0,354578945.589,164.2829999923706
4.0,2.0,-1.0,354579145.647,132.01399993896484
5.0,0.0,0.0,354580082.15500003,571.6919999718666
5.0,0.0,-1.0,354580685.814,68.4539999961853
5.0,0.0,0.0,354580785.84800005,167.96399992704391
5.0,0.0,-1.0,354580989.828,31.946000039577484
5.0,0.0,0.0,354581053.75,267.9079999923706
5.0,0.0,-1.0,354581357.827,31.87799996137619
5.0,1.0,3.0,354581657.951,67.82700002193451
5.0,1.0,2.0,354581757.799,167.99099999666214
5.0,1.0,-1.0,354581961.829,32.05500000715256
5.0,1.0,2.0,354582025.87,99.908999979496
5.0,2.0,-1.0,354582497.888,332.0049999952316
5.0,2.0,0.0,354582865.884,368.45800000429153
5.0,2.0,-1.0,354583265.984,771.8429999947548
5.0,2.0,2.0,354584069.715,167.89800000190735
5.0,2.0,-1.0,354584273.866,200.0799999833107
5.0,2.0,0.0,354584505.687,604.2739999890327
6.0,0.0,-1.0,354586181.856,31.98800003528595
6.0,0.0,0.0,354586249.81299996,300.26800006628036
6.0,0.0,-1.0,354586585.887,32.512000024318695
6.0,0.0,0.0,354586649.846,304.02699995040894
6.0,0.0,-1.0,354586985.988,67.72800004482269
6.0,1.0,3.0,354587321.872,67.94600003957748
6.0,1.0,3.0,354587453.77099997,535.944000005722
6.0,2.0,-1.0,354588325.871,268.091000020504
6.0,2.0,0.0,354588629.819,499.972000002861
6.0,2.0,-1.0,354589165.812,200.5890000462532
6.0,2.0,2.0,354589399.194,137.67699998617172
6.0,2.0,-1.0,354589565.861,36.37899994850159
6.0,2.0,2.0,354589639.35800004,362.53099995851517
6.0,2.0,-1.0,354590033.925,35.83399999141693
6.0,2.0,2.0,354590101.87,167.80599999427795
6.0,2.0,-1.0,354590305.83000004,331.8379999399185
