Obsv.	Frame	Capture Time	System Time	Sensor Time	Lft X Pos	Lft Y Pos	Lft Pupil Diameter	Rt X Pos	Rt Y Pos	Rt Pupil Diameter	L Display	R Display	L Quality	R Quality	Lft Pupil Quality	Rt Pupil Quality	L Eye Rot (X)	L Eye Rot (Y)	L Eye Rot (Z)	R Eye Rot (X)	R Eye Rot (Y)	R Eye Rot (Z)	L Eye Pos (X)	L Eye Pos (Y)	L Eye Pos (Z)	R Eye Pos (X)	R Eye Pos (Y)	R Eye Pos (Z)	Head Rot (X)	Head Rot (Y)	Head Rot (Z)	Head Pos (X)	Head Pos (Y)	Head Pos (Z)	L Eyelid Valid	L Eyelid Opening	R Eyelid Valid	R Eyelid Opening
1	4951	770906458908	1695978722270126	770894281165	379.415800	249.330100	2.988500	379.415800	249.330100	3.420366	1	1	3	3	0	0	-0.145223	0.316039	0.000000	-0.141689	0.413626	0.000000	-0.057504	0.415384	0.158793	-0.005215	0.410917	0.154560	-0.000000	0.000000	0.000000	-0.031360	0.413150	0.156676	0	0.000000	0	0.000000
2	4952	770906476859	1695978722288078	770894297389	380.733700	253.103900	3.019478	380.733700	253.103900	3.418620	1	1	3	3	0	0	-0.146131	0.317029	0.000000	-0.142883	0.413716	0.000000	-0.057628	0.415439	0.158779	-0.005275	0.411659	0.155403	-0.000000	0.000000	0.000000	-0.031452	0.413549	0.157091	0	0.000000	0	0.000000
3	4953	770906491820	1695978722303039	770894313588	382.042900	254.539600	3.041352	382.042900	254.539600	3.409020	1	1	3	3	0	0	-0.146258	0.315863	0.000000	-0.143648	0.413336	0.000000	-0.057422	0.415315	0.158625	-0.005090	0.411986	0.155734	-0.000000	0.000000	0.000000	-0.031256	0.413650	0.157179	0	0.000000	0	0.000000
4	4954	770906509770	1695978722320988	770894329826	383.229200	252.151300	3.039727	383.229200	252.151300	3.409232	1	1	3	3	0	0	-0.146967	0.315539	0.000000	-0.141954	0.407639	0.000000	-0.057535	0.415076	0.158294	-0.005157	0.411900	0.155692	-0.000000	0.000000	0.000000	-0.031346	0.413488	0.156993	0	0.000000	0	0.000000
5	4955	770906524731	1695978722335949	770894346022	383.063900	251.551400	3.115788	383.063900	251.551400	3.390516	1	1	3	3	0	0	-0.148065	0.312996	0.000000	-0.140566	0.410450	0.000000	-0.057394	0.416018	0.159408	-0.005064	0.410973	0.154599	-0.000000	0.000000	0.000000	-0.031229	0.413496	0.157003	0	0.000000	0	0.000000
6	4956	770906539690	1695978722350909	770894362266	384.695200	244.790500	3.101679	384.695200	244.790500	3.405940	1	1	3	3	0	0	-0.146340	0.306570	0.000000	-0.139001	0.404360	0.000000	-0.057441	0.414952	0.158128	-0.005211	0.410170	0.153700	-0.000000	0.000000	0.000000	-0.031326	0.412561	0.155914	0	0.000000	0	0.000000
7	4957	770906557644	1695978722368862	770894378479	381.310200	241.153600	3.111734	381.310200	241.153600	3.397341	1	1	3	3	0	0	-0.145265	0.308296	0.000000	-0.137231	0.407345	0.000000	-0.057176	0.413835	0.156874	-0.005151	0.408526	0.151764	-0.000000	0.000000	0.000000	-0.031164	0.411181	0.154319	0	0.000000	0	0.000000
8	4958	770906572603	1695978722383821	770894394674	382.463100	241.528100	3.135200	382.463100	241.528100	3.421220	1	1	3	3	0	0	-0.144956	0.309168	0.000000	-0.137911	0.404273	0.000000	-0.057350	0.414293	0.157293	-0.005284	0.408207	0.151367	-0.000000	0.000000	0.000000	-0.031317	0.411250	0.154330	0	0.000000	0	0.000000
9	4959	770906590556	1695978722401774	770894410891	384.814600	243.726200	3.121082	384.814600	243.726200	3.469515	1	1	3	3	0	0	-0.143945	0.310288	0.000000	-0.140637	0.399156	0.000000	-0.057145	0.413758	0.156688	-0.005018	0.410277	0.153646	-0.000000	0.000000	0.000000	-0.031082	0.412018	0.155167	0	0.000000	0	0.000000
10	4960	770906605514	1695978722416733	770894427129	390.263100	245.834200	3.115004	390.263100	245.834200	3.506169	1	1	3	3	0	0	-0.144363	0.305690	0.000000	-0.142411	0.391783	0.000000	-0.057333	0.413897	0.156784	-0.005059	0.411863	0.155474	-0.000000	0.000000	0.000000	-0.031196	0.412880	0.156129	0	0.000000	0	0.000000
11	4961	770906620475	1695978722431693	770894443332	390.122700	244.389800	3.110806	390.122700	244.389800	3.494476	1	1	3	3	0	0	-0.144272	0.307454	0.000000	-0.142018	0.388873	0.000000	-0.057220	0.414402	0.157356	-0.004941	0.411966	0.155518	-0.000000	0.000000	0.000000	-0.031081	0.413184	0.156437	0	0.000000	0	0.000000
12	4962	770906638428	1695978722449646	770894459544	392.423700	238.500500	3.094890	392.423700	238.500500	3.467519	1	1	3	3	0	0	-0.143054	0.299664	0.000000	-0.140511	0.383630	0.000000	-0.057307	0.413395	0.156201	-0.005133	0.411382	0.154881	-0.000000	0.000000	0.000000	-0.031220	0.412388	0.155541	0	0.000000	0	0.000000
13	4963	770906653387	1695978722464606	770894475782	391.945400	236.010100	3.095512	391.945400	236.010100	3.433961	1	1	3	3	0	0	-0.143534	0.297793	0.000000	-0.138313	0.384320	0.000000	-0.057154	0.412853	0.155595	-0.005097	0.409928	0.153205	-0.000000	0.000000	0.000000	-0.031125	0.411390	0.154400	0	0.000000	0	0.000000
14	4964	770906671339	1695978722482557	770894491978	383.326100	238.730500	3.133244	383.326100	238.730500	3.390137	1	1	3	3	0	0	-0.145711	0.318215	0.000000	-0.136186	0.389981	0.000000	-0.057390	0.414724	0.157726	-0.005310	0.408145	0.151229	-0.000000	0.000000	0.000000	-0.031350	0.411434	0.154477	0	0.000000	0	0.000000
15	4965	770906686300	1695978722497518	770894508194	0.000000	0.000000	0.000000	355.139200	233.802500	3.388725	0	1	0	3	0	0	0.000000	0.000000	0.000000	-0.136965	0.393610	0.000000	0.000000	0.000000	0.000000	-0.005084	0.409457	0.152734	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
16	4966	770906704251	1695978722515469	770894524420	380.140900	243.353000	3.146863	380.140900	243.353000	3.379186	1	1	3	3	0	0	-0.149486	0.327122	0.000000	-0.134998	0.394511	0.000000	-0.057533	0.417143	0.160504	-0.005192	0.409343	0.152725	-0.000000	0.000000	0.000000	-0.031363	0.413243	0.156615	0	0.000000	0	0.000000
17	4967	770906719210	1695978722530429	770894540652	373.454600	244.366700	3.144937	373.454600	244.366700	3.367600	1	1	3	3	0	0	-0.148509	0.343160	0.000000	-0.135405	0.396364	0.000000	-0.057342	0.416562	0.159922	-0.005015	0.409745	0.153163	-0.000000	0.000000	0.000000	-0.031179	0.413153	0.156543	0	0.000000	0	0.000000
