id,actionId,colorId,shapeId,x1,y1,x2,y2,x3,y3,x4,y4
0,1,2,0,649.1666666666666,47.5,665.0,47.5,649.1666666666666,63.33333333333333,665.0,63.33333333333333
1,2,2,0,380.0,142.5,395.83333333333337,142.5,380.0,158.33333333333334,395.83333333333337,158.33333333333334
2,1,2,0,712.5,47.5,728.3333333333334,47.5,712.5,63.33333333333333,728.3333333333334,63.33333333333333
3,2,2,0,380.0,142.5,395.83333333333337,142.5,380.0,158.33333333333334,395.83333333333337,158.33333333333334
4,1,3,0,585.8333333333334,205.83333333333331,601.6666666666666,205.83333333333331,585.8333333333334,221.66666666666669,601.6666666666666,221.66666666666669
5,2,3,0,443.33333333333337,142.5,459.16666666666663,142.5,443.33333333333337,158.33333333333334,459.16666666666663,158.33333333333334
6,1,3,1,585.8333333333334,269.1666666666667,601.6666666666666,269.1666666666667,585.8333333333334,316.6666666666667,601.6666666666666,316.6666666666667
7,2,3,1,475.0,142.5,522.5,142.5,475.0,158.33333333333334,522.5,158.33333333333334
8,1,3,1,649.1666666666666,269.1666666666667,665.0,269.1666666666667,649.1666666666666,316.6666666666667,665.0,316.6666666666667
9,2,3,1,443.33333333333337,142.5,490.83333333333337,142.5,443.33333333333337,158.33333333333334,490.83333333333337,158.33333333333334
10,1,3,0,649.1666666666666,205.83333333333331,665.0,205.83333333333331,649.1666666666666,221.66666666666669,665.0,221.66666666666669
11,2,3,0,443.33333333333337,142.5,459.16666666666663,142.5,443.33333333333337,158.33333333333334,459.16666666666663,158.33333333333334
12,1,2,1,554.1666666666666,110.83333333333334,570.0,110.83333333333334,554.1666666666666,158.33333333333334,570.0,158.33333333333334
13,2,2,1,411.66666666666663,142.5,459.16666666666663,142.5,411.66666666666663,158.33333333333334,459.16666666666663,158.33333333333334
14,1,2,0,712.5,47.5,728.3333333333334,47.5,712.5,63.33333333333333,728.3333333333334,63.33333333333333
15,2,2,0,380.0,142.5,395.83333333333337,142.5,380.0,158.33333333333334,395.83333333333337,158.33333333333334
16,1,0,0,174.16666666666666,47.5,190.0,47.5,174.16666666666666,63.33333333333333,190.0,63.33333333333333
17,2,0,0,380.0,205.83333333333331,395.83333333333337,205.83333333333331,380.0,221.66666666666669,395.83333333333337,221.66666666666669
18,1,0,0,110.83333333333334,47.5,126.66666666666666,47.5,110.83333333333334,63.33333333333333,126.66666666666666,63.33333333333333
19,2,0,0,380.0,205.83333333333331,395.83333333333337,205.83333333333331,380.0,221.66666666666669,395.83333333333337,221.66666666666669
20,1,0,0,47.5,47.5,63.33333333333333,47.5,47.5,63.33333333333333,63.33333333333333,63.33333333333333
21,2,0,0,380.0,205.83333333333331,395.83333333333337,205.83333333333331,380.0,221.66666666666669,395.83333333333337,221.66666666666669
22,1,1,1,110.83333333333334,269.1666666666667,126.66666666666666,269.1666666666667,110.83333333333334,316.6666666666667,126.66666666666666,316.6666666666667
23,2,1,1,380.0,174.16666666666666,395.83333333333337,174.16666666666666,380.0,221.66666666666669,395.83333333333337,221.66666666666669
