# timestamps [seconds],pts
62594.892269,4194
62594.904196,4976
62594.912205,5500
62594.920255,6028
62594.928213,6550
62594.936168,7071
62594.944142,7593
62594.956066,8375
62594.964017,8896
62594.975876,9673
62594.980982,10008
62594.988366,10492
62594.996347,11015
62595.004204,11530
62595.012314,12061
62595.020322,12586
62595.032069,13356
62595.036422,13641
62595.044217,14152
62595.052271,14680
62595.061711,15298
62595.072173,15984
62595.080198,16510
62595.088328,17043
62595.097363,17635
62595.104386,18095
62595.112240,18610
62595.120265,19136
62595.129392,19734
62595.136324,20188
62595.144186,20703
62595.156224,21492
62595.164351,22025
62595.172233,22541
62595.180360,23074
62595.188187,23587
62595.196272,24117
62595.204400,24649
62595.212424,25175
62595.220258,25689
62595.228222,26211
62595.240301,27002
62595.248675,27551
62595.256186,28043
62595.264247,28572
62595.272299,29099
62595.280285,29623
62595.288360,30152
62595.297280,30736
62595.304425,31205
62595.312324,31722
62595.324285,32506
62595.332237,33027
62595.340277,33554
62595.349834,34181
62595.356116,34592
62595.365301,35194
62595.372250,35650
62595.380280,36176
62595.388257,36699
62595.396319,37227
62595.408221,38007
62595.417573,38620
62595.424314,39062
62595.432207,39579
62595.440266,40107
62595.448819,40667
62595.456281,41157
62595.465349,41751
62595.472295,42206
62595.480252,42727
62595.492245,43513
62595.500278,44040
62595.508399,44572
62595.516166,45081
62595.524226,45609
62595.532395,46145
62595.540195,46656
62595.548129,47176
62595.556072,47696
62595.565709,48328
62595.576211,49016
62595.584180,49538
62595.592158,50061
62595.600201,50588
62595.608295,51119
62595.616230,51639
62595.624216,52162
62595.632153,52682
62595.640352,53220
62595.648200,53734
62595.664158,54780
62595.670397,55189
62595.676310,55576
62595.684191,56093
62595.692285,56623
62595.700278,57147
62595.708302,57673
62595.716269,58195
62595.724190,58714
62595.733623,59332
62595.744196,60025
62595.752138,60545
62595.760061,61065
62595.768285,61604
62595.776308,62129
62595.784301,62653
62595.792252,63174
62595.800301,63702
62595.808303,64226
62595.816159,64741
62595.828238,65533
62595.836261,66058
62595.844320,66587
62595.852228,67105
62595.860237,67630
62595.868164,68149
62595.876252,68679
62595.884249,69203
62595.892288,69730
62595.900320,70257
62595.912364,71046
62595.920205,71560
62595.928232,72086
62595.936229,72610
62595.944107,73126
62595.952097,73650
62595.960126,74176
62595.968221,74706
62595.976187,75229
62595.984172,75752
62595.996319,76548
62596.004362,77075
62596.012196,77588
62596.020180,78112
62596.028177,78636
62596.036326,79170
62596.044167,79684
62596.052452,80227
62596.060163,80732
62596.068210,81259
62596.080344,82054
62596.088389,82582
62596.096340,83103
62596.104329,83626
62596.112370,84153
62596.120352,84676
62596.128270,85195
62596.136268,85719
62596.144274,86244
62596.152062,86755
62596.164388,87562
62596.172187,88073
62596.180389,88611
62596.188213,89124
62596.196238,89650
62596.204559,90195
62596.212221,90697
62596.220316,91228
62596.228168,91742
62596.236348,92278
62596.248342,93064
62596.256392,93592
62596.264267,94108
62596.272260,94632
62596.280309,95159
62596.288552,95699
62596.296157,96198
62596.304242,96728
62596.312198,97249
62596.320236,97776
62596.332133,98555
62596.340193,99084
62596.348126,99604
62596.356112,100127
62596.364209,100658
62596.372229,101183
62596.380171,101704
62596.388286,102235
62596.396261,102758
62596.404232,103280
62596.416227,104067
62596.424205,104589
62596.432226,105115
62596.440330,105646
62596.448146,106158
62596.456197,106686
62596.464198,107210
62596.472295,107741
62596.480198,108259
62596.488263,108787
62596.500172,109568
62596.508262,110098
62596.516294,110624
62596.524249,111146
62596.532194,111666
62596.540177,112190
62596.548103,112709
62596.556116,113234
62596.564221,113765
62596.572294,114294
62596.584197,115074
62596.592187,115598
62596.600139,116119
62596.608223,116649
62596.616245,117175
62596.624171,117694
62596.632137,118216
62596.640170,118743
62596.648154,119266
62596.656277,119798
62596.668184,120579
62596.676284,121109
62596.685297,121700
62596.692271,122157
62596.700152,122674
62596.708304,123208
62596.716298,123732
62596.724193,124249
62596.732202,124774
62596.740243,125301
62596.752235,126087
62596.760267,126613
62596.768151,127130
62596.776411,127671
62596.784248,128185
62596.792175,128704
62596.800140,129226
62596.808187,129754
62596.816193,130278
62596.824236,130805
62596.836709,131623
62596.844416,132128
62596.852237,132640
62596.860254,133166
62596.868413,133701
62596.876254,134214
62596.884275,134740
62596.892148,135256
62596.900168,135782
62596.908279,136313
62596.920274,137099
62596.928196,137618
62596.936153,138140
62596.944328,138676
62596.952124,139187
62596.960149,139712
62596.968226,140242
62596.976124,140759
62596.984138,141285
62596.992196,141813
62597.004142,142596
62597.012209,143124
62597.020255,143652
62597.028350,144182
62597.036207,144697
62597.044352,145231
62597.052298,145751
62597.060177,146268
62597.068155,146791
62597.076192,147317
62597.088279,148109
62597.096236,148631
62597.104233,149155
62597.112417,149691
62597.120308,150209
62597.128167,150724
62597.136158,151247
62597.144181,151773
62597.152140,152295
62597.160224,152824
62597.172230,153611
62597.180294,154140
62597.188330,154666
62597.196296,155188
62597.204410,155720
62597.212302,156237
62597.220361,156765
62597.228235,157282
62597.236389,157816
62597.244228,158330
62597.256337,159123
62597.264207,159639
62597.272140,160159
62597.280229,160689
62597.288231,161213
62597.296277,161741
62597.304240,162263
62597.312264,162788
62597.320484,163327
62597.328204,163833
62597.340134,164615
62597.348125,165139
62597.356144,165664
62597.364215,166193
62597.372166,166714
62597.380289,167246
62597.388422,167779
62597.396284,168295
62597.404239,168816
62597.412245,169341
62597.424365,170135
62597.432239,170651
62597.440169,171171
62597.448238,171699
62597.456365,172232
62597.464283,172751
62597.472265,173274
62597.480250,173797
62597.488340,174327
62597.496195,174842
62597.508287,175635
62597.516311,176161
62597.524359,176688
62597.532193,177201
62597.540221,177728
62597.548213,178251
62597.556239,178777
62597.564225,179301
62597.572168,179821
62597.580302,180354
62597.592301,181141
62597.600297,181665
62597.608134,182178
62597.616266,182711
62597.624310,183238
62597.632231,183757
62597.640168,184278
62597.648251,184807
62597.656215,185329
62597.664353,185863
62597.676239,186641
62597.684234,187165
62597.692299,187694
62597.700222,188213
62597.708182,188735
62597.716263,189264
62597.724231,189787
62597.732147,190305
62597.740156,190830
62597.748103,191351
62597.760236,192146
62597.768294,192674
62597.776146,193189
62597.784319,193724
62597.792209,194242
62597.800256,194769
62597.808163,195287
62597.816529,195835
62597.824191,196337
62597.832148,196859
62597.844268,197653
62597.852322,198181
62597.860289,198703
62597.868220,199223
62597.876207,199746
62597.884285,200276
62597.892275,200799
62597.900304,201326
62597.908247,201846
62597.916328,202376
62597.928260,203158
62597.936170,203676
62597.944192,204202
62597.952224,204728
62597.960225,205252
62597.968259,205779
62597.976172,206298
62597.984314,206831
62597.992212,207349
62598.000224,207874
62598.012159,208656
62598.020312,209190
62598.028305,209714
62598.036193,210231
62598.044191,210755
62598.052387,211292
62598.060235,211807
62598.068179,212327
62598.076196,212853
62598.084190,213377
62598.096277,214169
62598.104342,214697
62598.112211,215213
62598.120331,215745
62598.128223,216262
62598.136216,216786
62598.144067,217301
62598.152163,217831
62598.160163,218355
62598.168206,218883
