# timestamps [seconds],pts
347766.912267,4260
347766.920189,4779
347766.932230,5568
347766.940200,6091
347766.948220,6616
347766.956202,7139
347766.964256,7667
347766.972315,8195
347766.980168,8710
347766.988062,9227
347766.996233,9763
347767.004252,10288
347767.016182,11070
347767.024243,11598
347767.032163,12117
347767.040261,12648
347767.048227,13170
347767.056210,13693
347767.064202,14217
347767.072233,14743
347767.080161,15263
347767.088212,15791
347767.100232,16578
347767.108175,17099
347767.116181,17624
347767.124236,18151
347767.132205,18674
347767.140226,19199
347767.148289,19728
347767.156183,20245
347767.164280,20776
347767.172368,21306
347767.184284,22087
347767.192226,22607
347767.200174,23128
347767.208216,23655
347767.216238,24181
347767.224254,24706
347767.232189,25226
347767.240216,25752
347767.248277,26280
347767.256196,26799
347767.268229,27588
347767.276256,28114
347767.284514,28655
347767.292319,29167
347767.300268,29688
347767.308238,30210
347767.316234,30734
347767.324322,31264
347767.332471,31798
347767.340312,32312
347767.352265,33095
347767.360246,33618
347767.368323,34148
347767.376201,34664
347767.384154,35185
347767.392172,35711
347767.400222,36238
347767.408227,36763
347767.416202,37285
347767.424226,37811
347767.436296,38602
347767.444216,39121
347767.452212,39645
347767.460173,40167
347767.468153,40690
347767.476193,41217
347767.484332,41750
347767.492188,42265
347767.500180,42789
347767.508263,43319
347767.520208,44101
347767.528248,44628
347767.536283,45155
347767.544298,45680
347767.552178,46197
347767.560234,46725
347767.568216,47248
347767.576171,47769
347767.584093,48288
347767.592195,48819
347767.604184,49605
347767.612194,50130
347767.620195,50654
347767.628166,51176
347767.636179,51702
347767.648714,52523
347767.652996,52804
347767.660171,53274
347767.668209,53801
347767.676152,54321
347767.688168,55109
347767.699265,55836
347767.709209,56488
347767.714780,56853
347767.720266,57212
347767.728166,57730
347767.736336,58265
347767.744257,58784
347767.754961,59486
347767.767169,60286
347767.776365,60889
347767.781347,61215
347767.788133,61660
347767.799836,62427
347767.804377,62724
347767.818127,63626
347767.829515,64372
347767.836238,64812
347767.844158,65331
347767.856207,66121
347767.868954,66957
347767.872590,67195
347767.880243,67696
347767.892140,68476
347767.901929,69118
347767.907171,69461
347767.912189,69790
347767.920166,70313
347767.928207,70840
347767.940298,71632
347767.948388,72162
347767.956318,72682
347767.964243,73201
347767.972250,73726
347767.983797,74483
347767.994784,75203
347767.998965,75477
347768.004324,75828
347768.012242,76347
347768.024260,77134
347768.032258,77659
347768.040273,78184
347768.048297,78710
347768.056184,79227
347768.064204,79752
347768.072173,80274
347768.080262,80805
347768.090080,81448
347768.098040,81970
347768.108267,82640
347768.117133,83221
347768.125535,83772
347768.132939,84257
347768.140655,84762
347768.149775,85360
347768.157393,85859
347768.166105,86430
347768.177397,87170
347768.187241,87815
347768.197628,88496
347768.210561,89344
347768.223346,90182
347768.234012,90881
347768.245933,91662
347768.257786,92439
347768.268892,93166
347768.280073,93899
347768.288081,94424
347768.298665,95118
347768.309752,95844
347768.316316,96274
347768.324244,96794
347768.332308,97322
347768.340253,97843
347768.350118,98490
347768.360177,99149
347768.368160,99672
347768.377787,100303
347768.384062,100714
347768.392189,101247
347768.400228,101774
347768.410210,102428
347768.419968,103067
347768.424237,103347
347768.432174,103867
347768.444248,104658
347768.452216,105181
347768.460194,105703
347768.468167,106226
347768.476174,106751
347768.484201,107277
347768.494273,107937
347768.500271,108330
347768.510151,108977
347768.519518,109591
347768.531187,110356
347768.540914,110993
347768.546164,111337
347768.552174,111731
347768.560157,112254
347768.568141,112778
347768.577792,113410
347768.584075,113822
347768.592178,114353
347768.600256,114882
347768.612370,115676
347768.620228,116191
347768.628335,116723
347768.636279,117243
347768.644189,117762
347768.652203,118287
347768.660178,118809
347768.668158,119332
347768.676155,119856
347768.684230,120386
347768.696251,121173
347768.704252,121698
347768.712199,122219
347768.723908,122986
347768.728212,123268
347768.736228,123793
347768.744211,124316
347768.752169,124838
347768.760145,125361
347768.768170,125887
347768.780261,126679
347768.788138,127195
347768.796195,127723
347768.804229,128250
347768.812312,128779
347768.820197,129296
347768.828252,129824
347768.836184,130344
347768.844193,130869
347768.852196,131393
347768.864302,132187
347768.872167,132702
347768.880212,133229
347768.888165,133750
347768.896192,134277
347768.904251,134805
347768.912233,135328
347768.920249,135853
347768.928258,136378
347768.936169,136896
347768.948264,137689
347768.956193,138209
347768.964202,138734
347768.972303,139264
347768.984630,140072
347768.988299,140313
347768.997795,140935
347769.004274,141360
347769.012217,141880
347769.023436,142615
347769.032225,143191
347769.044221,143978
347769.048276,144243
347769.057490,144847
347769.064162,145284
347769.072233,145813
347769.080206,146336
347769.088159,146857
347769.096187,147383
347769.104228,147910
347769.116902,148741
347769.124346,149229
347769.132212,149744
347769.140196,150267
347769.148270,150796
347769.156228,151318
347769.164228,151842
347769.172211,152365
347769.180283,152894
347769.188115,153408
347769.200237,154202
347769.208204,154724
347769.216188,155247
347769.224193,155772
347769.232215,156298
347769.240204,156821
347769.248237,157348
347769.256189,157869
347769.264245,158397
347769.272228,158920
347769.284250,159708
347769.292273,160234
347769.300375,160765
347769.308216,161279
347769.316270,161806
347769.324263,162330
347769.332294,162856
347769.340236,163377
347769.348230,163901
347769.356256,164427
347769.368278,165215
347769.379706,165964
347769.388761,166557
347769.397814,167150
347769.402705,167471
347769.408182,167830
347769.416271,168360
347769.424259,168883
347769.432203,169404
347769.441399,170007
347769.453035,170769
347769.460184,171238
347769.468190,171762
347769.476177,172286
347769.484337,172821
347769.492256,173340
347769.502415,174005
347769.513546,174735
347769.517240,174977
347769.524219,175434
347769.536195,176219
347769.544236,176746
347769.552195,177268
347769.560255,177796
347769.568189,178316
347769.576179,178839
347769.584202,179365
347769.594058,180011
347769.600159,180411
347769.610457,181086
347769.620216,181725
347769.628266,182253
347769.640105,183029
347769.644249,183300
347769.652192,183821
347769.660219,184347
347769.668218,184871
347769.676168,185392
347769.687449,186132
347769.699174,186900
347769.704465,187247
347769.712181,187752
347769.720231,188280
347769.728215,188803
347769.736289,189332
347769.748343,190122
347769.758353,190778
347769.763568,191120
347769.768266,191428
347769.776251,191951
347769.788905,192780
347769.796227,193260
347769.804206,193783
347769.812200,194307
347769.822581,194987
347769.828262,195360
347769.841502,196227
347769.852276,196934
347769.861017,197506
347769.872261,198243
347769.880277,198769
347769.888214,199289
347769.900461,200091
347769.904530,200358
347769.912227,200862
347769.923438,201597
347769.929767,202012
347769.938944,202613
347769.944488,202977
347769.956319,203752
347769.964330,204277
347769.974312,204931
347769.981486,205401
347769.990083,205965
347769.999954,206612
347770.004475,206908
347770.012187,207413
347770.022901,208115
347770.028225,208464
347770.040331,209258
347770.048211,209774
347770.057125,210358
347770.064262,210826
347770.074266,211482
347770.080182,211869
347770.088185,212394
347770.096379,212931
347770.104197,213443
347770.112198,213968
347770.124204,214754
347770.132281,215284
347770.140281,215808
347770.148334,216336
347770.156302,216858
347770.164290,217381
347770.172267,217904
347770.180198,218424
347770.188379,218960
347770.196514,219493
347770.208256,220263
347770.216333,220792
347770.224249,221311
347770.232327,221840
347770.243358,222563
347770.254105,223267
347770.258339,223545
347770.264170,223927
347770.272182,224452
347770.280208,224978
347770.292284,225769
347770.300374,226300
347770.308325,226821
347770.316263,227341
347770.324297,227867
347770.332284,228391
347770.344243,229175
347770.358843,230131
347770.364218,230484
347770.376267,231273
347770.388566,232079
347770.397807,232685
347770.401790,232946
347770.414262,233763
347770.418771,234059
347770.432140,234935
347770.442617,235622
347770.448542,236010
347770.460251,236777
347770.468171,237296
347770.476178,237821
347770.484345,238356
347770.492288,238877
347770.500298,239402
347770.508238,239922
347770.516240,240446
347770.524217,240969
347770.532256,241496
347770.544234,242281
347770.552256,242807
347770.560249,243331
347770.568196,243851
347770.576193,244375
347770.584096,244893
347770.592192,245424
347770.600227,245950
347770.608184,246472
347770.620249,247263
347770.628272,247788
347770.636353,248318
347770.644245,248835
347770.655744,249589
347770.660234,249883
347770.668265,250409
347770.676242,250932
347770.684237,251456
347770.692234,251980
347770.700236,252505
347770.712262,253293
347770.720238,253815
347770.728265,254341
347770.736260,254865
347770.744329,255394
347770.752219,255911
347770.760212,256435
347770.768187,256958
347770.776183,257482
347770.788078,258261
347770.796246,258797
347770.804249,259321
347770.812315,259850
347770.820269,260371
347770.828323,260899
347770.836426,261430
347770.844266,261944
347770.852213,262464
347770.860228,262990
347770.872275,263779
347770.880198,264298
347770.892991,265137
347770.896947,265396
347770.904224,265873
347770.912326,266404
347770.920231,266922
347770.928223,267446
347770.936272,267973
347770.944293,268499
347770.956273,269284
347770.964295,269810
347770.972381,270340
347770.980242,270855
347770.988147,271373
347770.996217,271902
347771.004397,272438
347771.012260,272953
347771.020212,273474
347771.028293,274004
347771.040333,274793
347771.048260,275312
347771.056158,275830
347771.064290,276363
347771.072218,276882
347771.080197,277405
347771.088231,277932
347771.099750,278687
347771.104250,278982
347771.112169,279501
347771.124242,280292
347771.132338,280822
347771.140410,281351
347771.148306,281869
347771.156341,282395
347771.164269,282915
347771.172320,283443
347771.180280,283964
347771.188228,284485
347771.196268,285012
347771.208270,285799
347771.216209,286319
347771.224255,286846
347771.232263,287371
347771.240291,287897
347771.249469,288499
347771.256227,288941
347771.264292,289470
347771.272173,289986
347771.280241,290515
347771.292258,291303
347771.300213,291824
347771.308443,292363
347771.316235,292874
347771.324212,293397
347771.332215,293921
347771.340257,294448
347771.348231,294971
347771.356219,295494
347771.364335,296026
347771.376246,296807
347771.386587,297485
347771.392205,297853
347771.400208,298377
347771.408309,298908
347771.416219,299427
347771.424222,299951
347771.432229,300476
347771.440341,301007
347771.448228,301524
347771.460280,302314
347771.468261,302837
347771.476274,303362
347771.484249,303885
347771.492284,304411
347771.500257,304934
347771.508395,305467
347771.516347,305988
347771.524338,306512
347771.532272,307032
347771.544244,307817
347771.552181,308337
347771.560275,308867
347771.568298,309393
347771.576265,309915
347771.584083,310427
347771.592303,310966
347771.600262,311488
347771.608345,312017
347771.616260,312536
347771.628315,313326
347771.636286,313849
347771.644170,314365
347771.652224,314893
347771.660205,315416
347771.668220,315941
347771.676321,316472
347771.684203,316989
347771.692289,317519
347771.700222,318039
347771.712213,318824
347771.720200,319348
347771.728269,319877
347771.736293,320403
347771.744283,320926
347771.752260,321449
347771.760243,321972
347771.768210,322494
347771.776305,323025
347771.784169,323540
347771.796309,324336
347771.804319,324861
347771.812217,325378
347771.916624,332221
347771.922253,332589
347771.928288,332985
347771.936294,333510
347771.944295,334034
347771.952248,334555
347771.964362,335349
347771.972313,335870
347771.980303,336394
347771.988231,336913
347771.996336,337444
347772.004349,337970
347772.012270,338489
347772.020299,339015
347772.028224,339534
347772.036248,340060
347772.048305,340850
347772.056325,341376
347772.064323,341900
347772.072279,342421
347772.080332,342949
347772.088175,343463
347772.096234,343991
347772.104274,344518
347772.112340,345047
347772.120295,345568
347772.132285,346354
347772.140167,346870
347772.148398,347410
347772.156195,347921
347772.164328,348454
347772.172373,348981
347772.183282,349696
347772.188134,350014
347772.196279,350548
347772.204279,351072
347772.216173,351852
347772.224195,352377
347772.232284,352907
347772.240371,353437
347772.248408,353964
347772.256245,354478
347772.264220,355000
347772.272240,355526
347772.280261,356052
347772.288187,356571
347772.300336,357367
347772.308298,357889
347772.316266,358411
347772.324310,358938
347772.332340,359465
347772.340334,359988
347772.348394,360517
347772.356268,361033
347772.364352,361562
347772.372303,362083
347772.384116,362858
347772.392204,363388
347772.400264,363916
347772.408304,364443
347772.416273,364965
347772.424270,365489
347772.432346,366018
347772.440345,366543
347772.448280,367063
347772.456170,367580
347772.468208,368369
347772.476183,368891
347772.484336,369426
347772.492252,369944
347772.500300,370472
347772.508302,370996
347772.516368,371525
347772.524285,372044
347772.532259,372566
347772.540267,373091
347772.552256,373877
347772.560152,374394
347772.568261,374926
347772.576304,375453
347772.584226,375972
