timestamp,pos_to_place,expand_1,expand_2,expand_4
0,22.391714737574038,0.0,-15.833333333333314,-47.499999999999986
89,22.391714737574038,0.0,-15.833333333333314,-47.499999999999986
136,22.391714737574038,0.0,-15.833333333333314,-47.499999999999986
181,22.391714737574038,0.0,-15.833333333333314,-47.499999999999986
226,22.391714737574038,0.0,-15.833333333333314,-47.499999999999986
273,22.391714737574038,0.0,-15.833333333333314,-47.499999999999986
317,35.40440964374668,15.833333333333314,0.0,-31.66666666666667
362,35.40440964374668,15.833333333333314,0.0,-31.66666666666667
407,35.40440964374668,15.833333333333314,0.0,-31.66666666666667
455,22.391714737574038,0.0,-15.833333333333314,-47.499999999999986
501,22.391714737574038,0.0,-15.833333333333314,-47.499999999999986
731,190.6585808308781,174.1666666666667,159.12303066774746,135.28005930086096
771,222.2314234206215,205.83333333333331,190.65858083087795,165.30485305775036
811,238.02719265757113,221.6666666666667,206.44140949808389,180.52777564069692
856,253.8276427464555,237.5,222.23142342062147,195.84751721683887
901,253.8276427464555,237.5,222.23142342062147,195.84751721683887
1170,441.63364656440956,422.48602869733395,403.6723781594288,367.25142765020144
1842,426.3255472314816,407.0737375191107,388.1589379508233,351.5570524269299
1883,330.6097061155008,311.07564281948464,291.9522411476081,255.3048286961208
1922,376.354036926816,357.21628213481847,338.47800683517255,302.4954085969277
1962,376.354036926816,357.21628213481847,338.47800683517255,302.4954085969277
2001,372.6724060380943,354.04409643746675,335.87572106361006,301.24971184864046
2041,376.354036926816,357.21628213481847,338.47800683517255,302.4954085969277
2081,376.354036926816,357.21628213481847,338.47800683517255,302.4954085969277
2124,376.354036926816,357.21628213481847,338.47800683517255,302.4954085969277
2165,376.354036926816,357.21628213481847,338.47800683517255,302.4954085969277
2206,330.6097061155008,311.07564281948464,291.9522411476081,255.3048286961208
2246,376.354036926816,357.21628213481847,338.47800683517255,302.4954085969277
2286,361.0555512813937,341.7946914612793,322.937902527543,286.75386270768485
2328,361.7492225285357,341.0604377851853,320.6005649125126,280.5673814889314
2372,410.7521894173069,389.4485060812134,368.27393940441186,326.41252869473146
2415,453.3976670037512,434.7684568952894,416.50997053558694,381.317161661756
2544,412.8828189961678,396.1498734345655,380.0,349.7697655442633
2925,465.67230371200355,445.8707149437429,426.32554723148155,388.1589379508233
2968,276.51727894573895,257.7479927715787,239.60181088167465,205.83333333333337
3056,338.4780068351726,320.20934992248084,302.4954085969277,269.1666666666667
3099,391.6950344336778,372.6724060380943,354.0440964374667,318.2460613354949
3555,302.4954085969277,280.1202618717738,257.74799277157865,213.01571407866706
3677,250.34698142999673,228.351580779386,206.44140949808389,163.01414389896084
3719,202.76560085204022,180.52777564069686,158.33333333333331,114.17579038969299
3760,225.03394805623836,202.76560085204022,180.52777564069683,136.20348339484158
3802,225.03394805623836,202.76560085204022,180.52777564069683,136.20348339484158
3845,213.01571407866714,190.65858083087804,168.31064203496527,123.6622865351887
3889,215.35661638831118,193.2704639157836,171.26368558453947,127.65241434806035
3931,215.35661638831118,193.2704639157836,171.26368558453947,127.65241434806035
3973,213.01571407866714,190.65858083087804,168.31064203496527,123.6622865351887
4013,225.03394805623836,202.76560085204022,180.52777564069683,136.20348339484158
4054,225.03394805623836,202.76560085204022,180.52777564069683,136.20348339484158
4095,215.35661638831118,193.2704639157836,171.26368558453947,127.65241434806035
4136,215.35661638831118,193.2704639157836,171.26368558453947,127.65241434806035
4176,213.01571407866714,190.65858083087804,168.31064203496527,123.6622865351887
4217,213.01571407866714,190.65858083087804,168.31064203496527,123.6622865351887
4257,225.03394805623836,202.76560085204022,180.52777564069683,136.20348339484158
4300,225.03394805623836,202.76560085204022,180.52777564069683,136.20348339484158
4342,225.03394805623836,202.76560085204022,180.52777564069683,136.20348339484158
4383,202.76560085204022,180.52777564069686,158.33333333333331,114.17579038969299
4424,202.76560085204022,180.52777564069686,158.33333333333331,114.17579038969299
4464,213.01571407866714,190.65858083087804,168.31064203496527,123.6622865351887
4506,190.658580830878,168.31064203496527,145.976120573804,101.38280042602005
4547,190.658580830878,168.31064203496527,145.976120573804,101.38280042602005
4590,190.658580830878,168.31064203496527,145.976120573804,101.38280042602005
4633,127.65241434806039,110.83333333333331,96.31040672972176,79.16666666666667
4678,126.66666666666669,111.95857368787,100.13879257199862,89.56685895029601
4722,126.66666666666669,111.95857368787,100.13879257199862,89.56685895029601
4766,126.66666666666669,111.95857368787,100.13879257199862,89.56685895029601
4812,126.66666666666669,111.95857368787001,100.13879257199862,89.566858950296
4856,127.65241434806039,110.83333333333331,96.31040672972175,79.16666666666664
4898,127.65241434806039,110.83333333333331,96.31040672972175,79.16666666666664
