id,timestamp,duration
0,1698316556197,3473
1,1698316559670,5397
2,1698316565067,4731
3,1698316569798,5546
4,1698316575344,5222
5,1698316580566,4830
6,1698316585396,5013
7,1698316590409,5095
8,1698316595504,5705
9,1698316601209,4729
