Obsv.	Frame	Capture Time	System Time	Sensor Time	Lft X Pos	Lft Y Pos	Lft Pupil Diameter	Rt X Pos	Rt Y Pos	Rt Pupil Diameter	L Display	R Display	L Quality	R Quality	Lft Pupil Quality	Rt Pupil Quality	L Eye Rot (X)	L Eye Rot (Y)	L Eye Rot (Z)	R Eye Rot (X)	R Eye Rot (Y)	R Eye Rot (Z)	L Eye Pos (X)	L Eye Pos (Y)	L Eye Pos (Z)	R Eye Pos (X)	R Eye Pos (Y)	R Eye Pos (Z)	Head Rot (X)	Head Rot (Y)	Head Rot (Z)	Head Pos (X)	Head Pos (Y)	Head Pos (Z)	L Eyelid Valid	L Eyelid Opening	R Eyelid Valid	R Eyelid Opening
1	2235	1027423195141	1698048435178892	1027410606544	428.320300	351.093800	3.506345	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.124924	-0.658484	0.000000	0.000000	0.000000	0.000000	-0.023957	-0.015644	0.352172	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
2	2236	1027423210130	1698048435193881	1027410625000	427.971800	346.766100	3.504651	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.121037	-0.663412	0.000000	0.000000	0.000000	0.000000	-0.023836	-0.015369	0.349052	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
3	2237	1027423228052	1698048435211802	1027410640056	422.894200	348.513200	3.581708	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.121728	-0.673197	0.000000	0.000000	0.000000	0.000000	-0.023536	-0.015356	0.349127	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
4	2238	1027423243013	1698048435226764	1027410656000	423.602100	344.017300	3.557734	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.117793	-0.675963	0.000000	0.000000	0.000000	0.000000	-0.023559	-0.015055	0.346215	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
5	2239	1027423261008	1698048435244758	1027410671077	423.090400	345.498100	3.552597	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.119075	-0.675751	0.000000	0.000000	0.000000	0.000000	-0.023284	-0.015116	0.346688	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
6	2240	1027423275928	1698048435259678	1027410687000	423.643900	344.527100	3.526925	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.118308	-0.677162	0.000000	0.000000	0.000000	0.000000	-0.023361	-0.014845	0.343592	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
7	2241	1027423293876	1698048435277627	1027410703000	423.485900	345.136100	3.529148	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.118848	-0.676769	0.000000	0.000000	0.000000	0.000000	-0.023226	-0.014895	0.344053	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
8	2242	1027423308867	1698048435292618	1027410718146	422.583500	345.431500	3.485499	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.119001	-0.680792	0.000000	0.000000	0.000000	0.000000	-0.023416	-0.014658	0.340904	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
9	2243	1027423323796	1698048435307546	1027410734000	422.797900	344.280500	3.492564	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.118059	-0.680281	0.000000	0.000000	0.000000	0.000000	-0.023329	-0.014790	0.341792	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
10	2244	1027423340782	1698048435324532	1027410750000	421.313800	343.999900	3.477683	0.000000	0.000000	0.000000	1	0	3	0	0	0	0.117610	-0.685064	0.000000	0.000000	0.000000	0.000000	-0.023507	-0.014683	0.339840	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000
