device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,timestamp,gaze_vizualisation_x,gaze_vizualisation_y
3480880623,1027476209073,"(0.7363406419754028, 0.7408248782157898)","(129.23812866210938, 90.08126068115234, 24.741029739379883)",1,3.654541015625,1,"(-136.03326416015625, -90.245361328125, 784.2660522460938)","(0.7429343461990356, 0.6955835223197937, 0.8021517395973206)",1,"(0.7583320140838623, 0.7378689646720886)","(140.99169921875, 90.9162826538086, 25.044984817504883)",1,3.3010711669921875,1,"(-72.70394897460938, -97.91275024414062, 793.6466674804688)","(0.626619815826416, 0.7127459049224854, 0.8059238195419312)",1,1698048488212,0.75,0.74
3480891726,1027476220185,"(0.7346397638320923, 0.7379299402236938)","(128.32901000976562, 90.89908599853516, 25.038705825805664)",1,3.6458587646484375,1,"(-136.08628845214844, -90.24757385253906, 784.2946166992188)","(0.7430214881896973, 0.6955798864364624, 0.802226185798645)",1,"(0.7578656673431396, 0.7446947693824768)","(140.74246215820312, 88.9880142211914, 24.343135833740234)",1,3.316558837890625,1,"(-72.75205993652344, -97.91058349609375, 793.6791381835938)","(0.6267005801200867, 0.7127301096916199, 0.8059962391853333)",1,1698048488221,0.75,0.74
3480902829,1027476231297,"(0.7381542325019836, 0.7433461546897888)","(130.2073974609375, 89.36897277832031, 24.481769561767578)",1,3.6505584716796875,1,"(-136.14100646972656, -90.25214385986328, 784.3075561523438)","(0.7431166768074036, 0.6955861449241638, 0.8022710084915161)",1,"(0.7574242949485779, 0.7466134428977966)","(140.50653076171875, 88.44596862792969, 24.145854949951172)",1,3.3247222900390625,1,"(-72.80323791503906, -97.90922546386719, 793.6958618164062)","(0.6267895102500916, 0.7127209305763245, 0.8060380816459656)",1,1698048488232,0.75,0.74
3480913932,1027476242410,"(0.7432383298873901, 0.7363075017929077)","(132.92465209960938, 91.35745239257812, 25.205503463745117)",1,3.6600341796875,1,"(-136.19224548339844, -90.2513656616211, 784.300537109375)","(0.7432117462158203, 0.6955850124359131, 0.8022745251655579)",1,"(0.7592973113059998, 0.7440825700759888)","(141.50755310058594, 89.16097259521484, 24.406030654907227)",1,3.332000732421875,1,"(-72.85184478759766, -97.90535736083984, 793.6929931640625)","(0.6268770098686218, 0.7127113938331604, 0.8060402870178223)",1,1698048488243,0.75,0.74
3480925035,1027476253524,"(0.7460773587226868, 0.7377598881721497)","(134.44204711914062, 90.94715118408203, 25.05616569519043)",1,3.6559600830078125,1,"(-136.21849060058594, -90.22869110107422, 784.1763305664062)","(0.7432984113693237, 0.6955637335777283, 0.8020351529121399)",1,"(0.7587930560112, 0.7391243577003479)","(141.2380828857422, 90.5616683959961, 24.915863037109375)",1,3.31884765625,1,"(-72.88606262207031, -97.87932586669922, 793.5709838867188)","(0.6269582509994507, 0.7126842141151428, 0.8057990670204163)",1,1698048488254,0.75,0.74
3480936138,1027476264631,"(0.7435263991355896, 0.7395898103713989)","(133.07862854003906, 90.43017578125, 24.86801528930664)",1,3.6579742431640625,1,"(-136.2485809326172, -90.2304458618164, 784.2108764648438)","(0.7433421015739441, 0.6955578327178955, 0.8021135330200195)",1,"(0.7588780522346497, 0.7354376912117004)","(141.28350830078125, 91.60317993164062, 25.294918060302734)",1,3.31683349609375,1,"(-72.91417694091797, -97.87580108642578, 793.6069946289062)","(0.6270025968551636, 0.7126646041870117, 0.8058745265007019)",1,1698048488265,0.75,0.74
3480947241,1027476275736,"(0.7413732409477234, 0.7364087700843811)","(131.92788696289062, 91.32886505126953, 25.195083618164062)",1,3.6585693359375,1,"(-136.28370666503906, -90.2258071899414, 784.1998291015625)","(0.7434092164039612, 0.6955488324165344, 0.80210280418396)",1,"(0.7552957534790039, 0.7417603135108948)","(139.36892700195312, 89.8169937133789, 24.64484405517578)",1,3.3356475830078125,1,"(-72.94805908203125, -97.86820220947266, 793.5987548828125)","(0.6270645260810852, 0.7126480937004089, 0.805862545967102)",1,1698048488276,0.75,0.74
3480958344,1027476286841,"(0.7399968504905701, 0.729082465171814)","(131.19224548339844, 93.39857482910156, 25.948389053344727)",1,3.6392669677734375,1,"(-136.31480407714844, -90.21214294433594, 784.2303466796875)","(0.7434557676315308, 0.6955068111419678, 0.8021700382232666)",1,"(0.7529646754264832, 0.7441823482513428)","(138.123046875, 89.13278198242188, 24.39579200744629)",1,3.3466949462890625,1,"(-72.9767074584961, -97.84747314453125, 793.630615234375)","(0.6271103024482727, 0.7125887274742126, 0.8059256672859192)",1,1698048488287,0.75,0.74
3480969448,1027476297946,"(0.7457069158554077, 0.7237581014633179)","(134.24403381347656, 94.90274047851562, 26.495838165283203)",1,3.6355438232421875,1,"(-136.3641357421875, -90.22443389892578, 784.3524169921875)","(0.743506669998169, 0.6955019235610962, 0.8024286031723022)",1,"(0.755765438079834, 0.7462047338485718)","(139.61993408203125, 88.5614013671875, 24.1878719329834)",1,3.337860107421875,1,"(-73.01251983642578, -97.85272979736328, 793.755615234375)","(0.6271536946296692, 0.7125639319419861, 0.8061805367469788)",1,1698048488299,0.75,0.73
3480980551,1027476309051,"(0.7514148950576782, 0.7357913851737976)","(137.29473876953125, 91.50323486328125, 25.258634567260742)",1,3.640655517578125,1,"(-136.39987182617188, -90.2181396484375, 784.41455078125)","(0.7435517311096191, 0.6954689025878906, 0.8025610446929932)",1,"(0.7571225166320801, 0.7386392951011658)","(140.34527587890625, 90.69871520996094, 24.965768814086914)",1,3.32086181640625,1,"(-73.04115295410156, -97.83675384521484, 793.8193359375)","(0.6271941661834717, 0.7125064730644226, 0.8063077330589294)",1,1698048488334,0.75,0.74
