id,timestamp,duration
0,1698316195870,4974
1,1698316200844,5863
2,1698316206707,7160
3,1698316213867,4974
4,1698316218841,5987
5,1698316224828,4683
6,1698316229511,4590
7,1698316234101,4696
8,1698316238797,4666
9,1698316243463,5139
