timestamp,actionId
1698316202941,1
1698316205668,2
1698316208608,1
1698316211833,2
1698316215632,1
1698316217631,2
1698316220862,1
1698316223933,2
1698316226604,1
1698316228601,2
1698316231498,1
1698316233509,2
1698316235765,1
1698316238004,2
1698316240598,1
1698316242839,2
1698316245341,1
1698316247500,2
