stepId,timestamp,displayId,duration
0,1698316199451,1,40
0,1698316199632,1,407
0,1698316200224,1,572
1,1698316200845,1,885
1,1698316201809,1,40
1,1698316201888,1,343
1,1698316202270,1,511
1,1698316202978,1,93
1,1698316203118,1,93
1,1698316203257,1,150
1,1698316203455,1,137
1,1698316203636,1,45
1,1698316203770,1,422
1,1698316204239,1,326
1,1698316204612,1,1447
1,1698316206213,1,86
1,1698316206401,1,97
2,1698316206837,1,48
2,1698316207579,1,185
2,1698316208040,1,96
2,1698316208229,1,97
2,1698316208375,1,52
2,1698316208478,1,100
2,1698316209504,1,271
2,1698316210043,1,311
2,1698316210447,1,306
2,1698316210798,1,45
2,1698316210887,1,137
2,1698316211067,1,651
2,1698316211794,1,897
2,1698316212855,1,612
2,1698316213547,1,288
3,1698316213883,1,494
3,1698316214427,1,193
3,1698316214665,1,806
3,1698316215516,1,92
3,1698316215654,1,183
3,1698316215877,1,405
3,1698316216331,1,140
3,1698316216517,1,1805
3,1698316218410,1,200
3,1698316218663,1,63
3,1698316218778,1,53
4,1698316218885,1,107
4,1698316219212,1,52
4,1698316219317,1,102
4,1698316219924,1,39
4,1698316220007,1,695
4,1698316220826,1,304
4,1698316221379,1,3036
4,1698316224465,1,214
4,1698316224729,1,52
5,1698316224830,1,49
5,1698316224976,1,679
5,1698316225698,1,3598
6,1698316229704,1,51
6,1698316229863,1,56
6,1698316230127,1,3940
7,1698316234117,1,1527
7,1698316235685,1,192
7,1698316235927,1,152
7,1698316236435,1,48
7,1698316236533,1,1836
7,1698316238558,1,48
8,1698316239239,1,48
8,1698316239483,1,97
8,1698316239699,1,43
8,1698316239788,1,1249
8,1698316241088,1,740
8,1698316241876,1,46
8,1698316242273,1,96
8,1698316242510,1,106
8,1698316242662,1,49
8,1698316242757,1,49
8,1698316242854,1,97
8,1698316242999,1,47
9,1698316243711,1,668
9,1698316244426,1,2466
9,1698316246941,1,150
9,1698316247141,1,202
9,1698316247394,1,252
9,1698316247738,1,837
