device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,timestamp,gaze_vizualisation_x,gaze_vizualisation_y
9805238924,786551621079,"(0.7351619601249695, 0.7591703534126282)","(128.60818481445312, 84.8985595703125, 22.854705810546875)",1,3.9935150146484375,1,"(-107.24396514892578, -78.31349182128906, 695.7304077148438)","(0.7154414057731628, 0.6911682486534119, 0.6165805459022522)",1,"(0.7573454976081848, 0.7735771536827087)","(140.4644317626953, 80.82856750488281, 21.373350143432617)",1,3.6590118408203125,1,"(-53.390010833740234, -89.17060089111328, 703.2943115234375)","(0.6043412089347839, 0.7195004820823669, 0.6218646168708801)",1,1695994366042,0.75,0.77
9805250028,786551632183,"(0.7346440553665161, 0.7599542140960693)","(128.3313751220703, 84.67711639404297, 22.774059295654297)",1,4.000335693359375,1,"(-107.09878540039062, -78.26786804199219, 695.7347412109375)","(0.7151424288749695, 0.6910462379455566, 0.6165350079536438)",1,"(0.7573454976081848, 0.7735771536827087)","(140.4644317626953, 80.82856750488281, 21.373350143432617)",1,3.6590118408203125,1,"(-53.219764709472656, -89.10747528076172, 703.2862548828125)","(0.6039970517158508, 0.7193372845649719, 0.6218073964118958)",1,1695994366048,0.75,0.77
9805261131,786551643287,"(0.7350791096687317, 0.7591234445571899)","(128.56387329101562, 84.91181182861328, 22.859508514404297)",1,4.0066375732421875,1,"(-107.21226501464844, -78.33677673339844, 695.822509765625)","(0.7153478264808655, 0.6912045478820801, 0.6167569756507874)",1,"(0.755832314491272, 0.7730992436408997)","(139.65573120117188, 80.96359252929688, 21.422426223754883)",1,3.6590118408203125,1,"(-53.34320831298828, -89.1885757446289, 703.3837890625)","(0.604232907295227, 0.7195197343826294, 0.6220391988754272)",1,1695994366060,0.75,0.77
9805272234,786551654390,"(0.7337347269058228, 0.7583766579627991)","(127.84536743164062, 85.12276458740234, 22.936288833618164)",1,4.0079345703125,1,"(-107.1772689819336, -78.3462142944336, 695.85595703125)","(0.7152659296989441, 0.6912210583686829, 0.6168141961097717)",1,"(0.7563689947128296, 0.7697659134864807)","(139.94252014160156, 81.90531921386719, 21.765174865722656)",1,3.6388702392578125,1,"(-53.317108154296875, -89.20735168457031, 703.414794921875)","(0.6041756868362427, 0.7195603847503662, 0.6221013069152832)",1,1695994366072,0.75,0.76
9805283337,786551665494,"(0.733411967754364, 0.7610086798667908)","(127.67285919189453, 84.37921905517578, 22.665695190429688)",1,4.009002685546875,1,"(-107.0087661743164, -78.28727722167969, 695.8674926757812)","(0.7149167656898499, 0.69106125831604, 0.6167728304862976)",1,"(0.7563689947128296, 0.7697659134864807)","(139.94252014160156, 81.90531921386719, 21.765174865722656)",1,3.6388702392578125,1,"(-53.112274169921875, -89.13036346435547, 703.4126586914062)","(0.6037604212760925, 0.7193587422370911, 0.6220471262931824)",1,1695994366082,0.74,0.77
9805294440,786551676598,"(0.7320803999900818, 0.7616759538650513)","(126.9611587524414, 84.19072723388672, 22.597017288208008)",1,4.014862060546875,1,"(-107.13484191894531, -78.34667205810547, 695.78369140625)","(0.7152020335197449, 0.6912452578544617, 0.61665940284729)",1,"(0.7597188353538513, 0.7694992423057556)","(141.7328643798828, 81.98065185546875, 21.7926082611084)",1,3.630950927734375,1,"(-53.25853729248047, -89.20072937011719, 703.34033203125)","(0.6040686964988708, 0.7195693254470825, 0.6219435930252075)",1,1695994366093,0.75,0.77
9805305543,786551687701,"(0.7323780655860901, 0.7622879147529602)","(127.12028503417969, 84.01786041259766, 22.53408432006836)",1,4.0196990966796875,1,"(-107.1187744140625, -78.35559844970703, 695.864501953125)","(0.7151437401771545, 0.6912454962730408, 0.6168153285980225)",1,"(0.7591060400009155, 0.7723608613014221)","(141.40533447265625, 81.1722183227539, 21.498369216918945)",1,3.6387939453125,1,"(-53.249664306640625, -89.22200775146484, 703.4202880859375)","(0.6040387153625488, 0.719599723815918, 0.6221057176589966)",1,1695994366105,0.75,0.77
9805316646,786551698804,"(0.7332635521888733, 0.7619314789772034)","(127.59353637695312, 84.11853790283203, 22.57071304321289)",1,4.018402099609375,1,"(-106.97199249267578, -78.33904266357422, 695.8595581054688)","(0.7148450016975403, 0.6912055611610413, 0.6167575716972351)",1,"(0.7591060400009155, 0.7723608613014221)","(141.40533447265625, 81.1722183227539, 21.498369216918945)",1,3.6387939453125,1,"(-53.07276916503906, -89.2021713256836, 703.4056396484375)","(0.6036829352378845, 0.7195556163787842, 0.6220453977584839)",1,1695994366115,0.75,0.77
9805327749,786551709907,"(0.7352125644683838, 0.7630243301391602)","(128.63525390625, 83.8097915649414, 22.45839500427246)",1,4.024383544921875,1,"(-107.10692596435547, -78.369384765625, 695.9036865234375)","(0.7151073813438416, 0.6912714838981628, 0.6168918609619141)",1,"(0.7542869448661804, 0.7685256004333496)","(138.8297576904297, 82.25566101074219, 21.89274024963379)",1,3.6567535400390625,1,"(-53.21755599975586, -89.24702453613281, 703.4613037109375)","(0.6039679050445557, 0.7196539640426636, 0.6221883296966553)",1,1695994366127,0.74,0.77
9805338853,786551721011,"(0.736332893371582, 0.7637265920639038)","(129.23399353027344, 83.61139678955078, 22.38618278503418)",1,4.0264434814453125,1,"(-107.08756256103516, -78.37567138671875, 695.9229125976562)","(0.7150617837905884, 0.6912832856178284, 0.616925060749054)",1,"(0.7530059814453125, 0.7657497525215149)","(138.14512634277344, 83.03984832763672, 22.178194046020508)",1,3.656463623046875,1,"(-53.20513916015625, -89.26476287841797, 703.4798583984375)","(0.6039402484893799, 0.7196958065032959, 0.622227668762207)",1,1695994366138,0.74,0.76
