# timestamps [seconds],pts
-548763.618759,3932
-548763.607555,4667
-548763.599588,5189
-548763.595010,5489
-548763.586905,6020
-548763.579019,6537
-548763.566950,7328
-548763.559048,7846
-548763.551044,8370
-548763.543032,8895
-548763.535020,9420
-548763.527047,9943
-548763.518985,10471
-548763.511046,10991
-548763.503024,11517
-548763.495058,12039
-548763.483014,12828
-548763.475017,13353
-548763.466990,13879
-548763.459009,14402
-548763.451030,14925
-548763.443029,15449
-548763.434959,15978
-548763.427035,16497
-548763.418977,17025
-548763.410816,17560
-548763.398985,18335
-548763.391044,18856
-548763.383137,19374
-548763.375003,19907
-548763.367007,20431
-548763.359058,20952
-548763.351022,21479
-548763.343041,22002
-548763.334950,22532
-548763.326906,23059
-548763.315028,23837
-548763.307053,24360
-548763.299026,24886
-548763.290972,25414
-548763.282965,25939
-548763.275030,26459
-548763.267017,26984
-548763.258976,27511
-548763.251030,28032
-548763.243011,28557
-548763.230866,29353
-548763.222923,29874
-548763.215003,30393
-548763.206519,30949
-548763.197098,31566
-548763.191009,31965
-548763.183064,32486
-548763.174956,33017
-548763.167007,33538
-548763.159063,34059
-548763.146938,34853
-548763.138865,35382
-548763.131012,35897
-548763.122884,36430
-548763.114994,36947
-548763.106992,37471
-548763.098949,37998
-548763.090875,38527
-548763.083030,39041
-548763.074895,39575
-548763.063011,40353
-548763.054989,40879
-548763.047035,41400
-548763.039048,41924
-548763.030984,42452
-548763.022995,42976
-548763.015006,43499
-548763.007059,44020
-548762.998992,44549
-548762.990990,45073
-548762.979017,45858
-548762.971021,46382
-548762.963001,46908
-548762.955013,47431
-548762.947044,47953
-548762.939011,48480
-548762.931043,49002
-548762.922933,49533
-548762.915000,50053
-548762.907039,50575
-548762.894813,51376
-548762.886979,51890
-548762.878303,52458
-548762.870970,52939
-548762.863053,53458
-548762.855019,53984
-548762.847062,54506
-548762.839017,55033
-548762.831019,55557
-548762.823039,56080
-548762.811018,56868
-548762.803006,57393
-548762.794995,57918
-548762.787002,58442
-548762.779045,58963
-548762.770787,59504
-548762.762422,60052
-548762.752431,60707
-548762.745030,61192
-548762.738429,61625
-548762.726863,62383
-548762.718729,62916
-548762.710892,63430
-548762.703012,63946
-548762.694964,64473
-548762.686991,64996
-548762.679062,65515
-548762.670974,66046
-548762.662974,66570
-548762.655022,67091
-548762.642877,67887
-548762.634994,68403
-548762.627007,68927
-548762.618997,69452
-548762.611021,69975
-548762.602964,70503
-548762.594975,71026
-548762.586946,71552
-548762.578883,72081
-548762.570991,72598
-548762.558906,73390
-548762.550997,73908
-548762.543025,74431
-548762.534990,74957
-548762.526990,75482
-548762.518997,76005
-548762.511006,76529
-548762.502989,77054
-548762.495018,77577
-548762.486972,78104
-548762.475034,78886
-548762.466954,79416
-548762.458993,79938
-548762.451004,80461
-548762.442987,80987
-548762.434969,81512
-548762.427021,82033
-548762.418842,82569
-548762.410828,83094
-548762.402878,83615
-548762.390965,84396
-548762.382732,84935
-548762.374834,85453
-548762.367015,85965
-548762.358969,86493
-548762.350684,87036
-548762.342445,87576
-548762.334979,88065
-548762.327005,88588
-548762.319040,89110
-548762.306972,89900
-548762.298716,90441
-548762.290951,90950
-548762.282978,91473
-548762.274927,92000
-548762.267008,92519
-548762.259017,93043
-548762.250980,93570
-548762.242988,94094
-548762.234962,94620
-548762.223039,95401
-548762.214970,95930
-548762.207039,96450
-548762.199012,96976
-548762.190973,97502
-548762.182915,98030
-548762.175042,98546
-548762.166982,99075
-548762.159025,99596
-548762.150985,100123
-548762.138990,100909
-548762.131017,101432
-548762.122933,101961
-548762.114993,102482
-548762.107011,103005
-548762.098988,103531
-548762.091011,104053
-548762.082999,104578
-548762.074988,105103
-548762.066998,105627
-548762.055039,106411
-548762.047000,106938
-548762.039033,107460
-548762.031007,107986
-548762.023049,108507
-548762.015004,109035
-548762.007028,109557
-548761.999040,110081
-548761.990929,110612
-548761.983133,111123
-548761.971009,111918
-548761.963018,112441
-548761.955009,112966
-548761.946997,113491
-548761.939033,114013
-548761.931026,114538
-548761.923013,115063
-548761.915027,115587
-548761.906957,116115
-548761.898982,116638
-548761.886979,117425
-548761.879036,117945
-548761.871031,118470
-548761.863019,118995
-548761.855006,119520
-548761.846950,120048
-548761.838964,120571
-548761.829168,121213
-548761.823053,121614
-548761.815052,122138
-548761.803037,122926
-548761.794900,123459
-548761.786918,123982
-548761.778787,124515
-548761.770939,125029
-548761.762991,125550
-548761.754980,126075
-548761.746995,126599
-548761.738980,127124
-548761.730908,127653
-548761.718987,128434
-548761.710968,128960
-548761.702891,129489
-548761.695033,130004
-548761.686929,130535
-548761.679043,131052
-548761.671020,131578
-548761.663029,132101
-548761.655046,132624
-548761.647016,133151
-548761.634966,133940
-548761.627018,134461
-548761.614422,135287
-548761.607615,135733
-548761.602835,136046
-548761.595022,136558
-548761.587004,137084
-548761.579019,137607
-548761.571017,138131
-548761.563007,138656
-548761.551009,139442
-548761.543067,139963
-548761.534903,140498
-548761.527014,141015
-548761.518970,141542
-548761.511043,142062
-548761.503048,142586
-548761.495002,143113
-548761.487012,143636
-548761.479036,144159
-548761.466956,144951
-548761.459036,145470
-548761.450999,145997
-548761.443034,146519
-548761.434951,147048
-548761.426996,147570
-548761.418901,148100
-548761.411002,148618
-548761.403036,149140
-548761.395026,149665
-548761.383075,150448
-548761.375054,150974
-548761.366980,151503
-548761.358970,152028
-548761.351047,152547
-548761.343005,153074
-548761.334832,153610
-548761.327024,154121
-548761.318941,154651
-548761.310894,155178
-548761.284102,156934
-548761.278170,157323
-548761.273780,157611
-548761.266966,158057
-548761.259011,158579
-548761.250874,159112
-548761.243023,159626
-548761.235007,160152
-548761.226962,160679
-548761.215037,161460
-548761.206913,161993
-548761.199018,162510
-548761.190946,163039
-548761.183120,163552
-548761.175043,164081
-548761.167030,164607
-548761.158969,165135
-548761.151052,165654
-548761.143065,166177
-548761.130924,166973
-548761.123016,167491
-548761.114946,168020
-548761.106911,168546
-548761.098996,169065
-548761.091017,169588
-548761.082984,170114
-548761.075018,170637
-548761.066896,171169
-548761.059028,171684
-548761.047053,172469
-548761.039033,172995
-548761.030999,173521
-548761.022967,174048
-548761.015045,174567
-548761.006991,175095
-548760.998824,175630
-548760.990904,176149
-548760.983090,176661
-548760.974997,177191
-548760.962985,177979
-548760.955010,178501
-548760.947013,179025
-548760.939029,179549
-548760.930927,180080
-548760.922821,180611
-548760.914967,181125
-548760.906985,181649
-548760.898975,182173
-548760.890932,182701
-548760.879044,183480
-548760.871062,184003
-548760.863004,184531
-548760.854941,185059
-548760.847048,185577
-548760.838989,186105
-548760.831023,186627
-548760.823041,187150
-548760.814950,187680
-548760.806982,188202
-548760.794887,188995
-548760.786549,189541
-548760.778994,190036
-548760.770994,190561
-548760.686799,196078
-548760.680706,196478
-548760.675769,196801
-548760.670883,197122
-548760.663044,197635
-548760.654919,198168
-548760.646957,198689
-548760.638859,199220
-548760.626934,200002
-548760.618902,200528
-548760.610999,201046
-548760.603028,201568
-548760.595007,202094
-548760.586955,202622
-548760.578996,203143
-548760.571034,203665
-548760.562917,204197
-548760.554904,204722
-548760.543063,205498
-548760.535035,206024
-548760.527044,206548
-548760.518329,207119
-548760.511052,207596
-548760.503068,208119
-548760.494970,208650
-548760.486999,209172
-548760.478995,209697
-548760.471028,210219
-548760.459030,211005
-548760.450952,211535
-548760.443018,212055
-548760.435022,212579
-548760.426989,213105
-548760.418958,213631
-548760.411039,214150
-548760.403012,214676
-548760.395039,215199
-548760.386943,215730
-548760.374959,216515
-548760.367041,217034
-548760.358939,217565
-548760.351020,218084
-548760.342937,218613
-548760.335052,219130
-548760.327022,219656
-548760.319055,220179
-548760.311029,220705
-548760.303063,221227
-548760.290960,222020
-548760.283022,222540
-548760.275066,223061
-548760.266973,223592
-548760.259024,224113
-548760.250998,224639
-548760.243021,225161
-548760.235027,225685
-548760.227020,226210
-548760.219034,226733
-548760.207024,227521
-548760.198968,228048
-548760.189423,228674
-548760.183123,229087
-548760.174994,229620
-548760.166907,230150
-548760.158993,230668
-548760.145878,231528
-548760.141273,231829
-548760.135051,232237
-548760.122932,233031
-548760.114850,233561
-548760.103200,234325
-548760.097147,234721
-548760.090503,235157
-548760.083006,235648
-548760.074996,236173
-548760.066997,236697
-548760.057753,237303
-548760.050997,237746
-548760.039036,238530
-548760.030954,239059
-548760.022992,239581
-548760.011709,240320
-548760.004747,240777
-548759.999036,241151
-548759.990914,241683
-548759.983115,242194
-548759.879831,248963
-548759.873946,249349
-548759.869726,249625
-548759.852871,250730
-548759.845262,251229
-548759.838963,251641
-548759.827546,252390
-548759.821020,252817
-548759.814989,253213
-548759.806985,253737
-548759.798944,254264
-548759.781916,255380
-548759.775834,255779
-548759.771011,256095
-548759.762996,256620
-548759.754846,257154
-548759.746970,257670
-548759.739032,258190
-548759.730979,258718
-548759.723006,259241
-548759.714960,259768
-548759.702946,260555
-548759.695022,261075
-548759.686971,261602
-548759.679055,262121
-548759.671012,262648
-548759.663049,263170
-548759.655034,263695
-548759.647028,264220
-548759.639059,264742
-548759.631024,265269
-548759.618991,266057
-548759.611024,266579
-548759.598463,267403
-548759.592031,267824
-548759.587014,268153
-548759.578947,268682
-548759.570322,269247
-548759.562872,269735
-548759.551498,270480
-548759.545284,270888
-548759.535049,271558
-548759.526981,272087
-548759.518860,272619
-548759.506679,273418
-548759.500587,273817
-548759.494949,274186
-548759.486800,274720
-548759.478990,275232
-548759.471057,275752
-548759.459827,276488
-548759.451026,277065
-548759.443006,277590
-548759.434997,278115
-548759.426891,278647
-548759.412968,279559
-548759.346303,283928
-548759.342017,284209
-548759.333751,284750
-548759.326387,285233
-548759.319044,285714
-548759.309972,286309
-548759.302842,286776
-548759.289631,287642
-548759.282090,288136
-548759.275035,288598
-548759.266821,289137
-548759.258978,289651
-548759.250998,290174
-548759.240745,290846
-548759.232844,291363
-548759.151883,296669
-548759.143621,297211
-548759.137002,297644
-548759.129793,298117
-548759.120648,298716
-548759.112656,299240
-548759.106362,299652
-548759.099009,300134
-548759.090896,300666
-548759.082978,301185
-548759.074987,301709
-548759.066943,302236
-548759.058974,302758
-548759.047631,303501
-548759.038684,304088
-548759.031038,304589
-548759.022891,305123
-548759.014169,305694
-548759.007042,306161
-548758.998930,306693
-548758.990518,307244
-548758.983085,307731
-548758.973342,308370
-548758.967025,308784
-548758.959060,309306
-548758.946901,310103
-548758.938990,310621
-548758.858607,315889
-548758.849025,316517
-548758.843656,316869
-548758.789460,320421
-548758.781220,320961
-548758.774401,321407
-548758.769045,321758
-548758.761242,322270
-548758.729848,324327
-548758.722174,324830
-548758.715003,325300
-548758.707034,325822
-548758.646715,329775
-548758.632370,330715
