id,timestamp,duration
0,1698316920868,2404
1,1698316923272,3966
2,1698316927238,5792
3,1698316933030,5405
4,1698316938435,5135
5,1698316943570,4997
6,1698316948567,4439
7,1698316953006,5371
8,1698316958377,4454
9,1698316962831,6037
10,1698316968868,5233
11,1698316974101,4901
12,1698316979002,5236
