timestamp,stepId
1698316920868,0
1698316923272,1
1698316927238,2
1698316933030,3
1698316938435,4
1698316943570,5
1698316948567,6
1698316953006,7
1698316958377,8
1698316962831,9
1698316968868,10
1698316974101,11
1698316979002,12
1698316984238,13
