stepId,timestamp,displayId,duration
0,1698316923011,1,249
1,1698316923302,1,1128
1,1698316924547,1,340
1,1698316924928,1,35
1,1698316924997,1,1602
1,1698316926781,1,413
2,1698316927240,1,222
2,1698316927505,1,135
2,1698316927686,1,133
2,1698316927863,1,201
2,1698316928270,1,1834
2,1698316930206,1,1825
2,1698316932439,1,43
2,1698316932875,1,47
3,1698316933107,1,43
3,1698316934184,1,498
3,1698316934723,1,211
3,1698316935003,1,152
3,1698316935202,1,418
3,1698316935711,1,84
3,1698316935911,1,1339
3,1698316937334,1,41
3,1698316937687,1,85
3,1698316938084,1,334
4,1698316938463,1,85
4,1698316938592,1,48
4,1698316939746,1,678
4,1698316940617,1,218
4,1698316940880,1,140
4,1698316941357,1,1801
4,1698316943201,1,44
4,1698316943328,1,222
5,1698316943600,1,169
5,1698316943912,1,76
5,1698316944782,1,605
5,1698316945562,1,338
5,1698316945951,1,211
5,1698316946210,1,1717
5,1698316948294,1,229
6,1698316948567,1,578
6,1698316949330,1,1232
6,1698316950667,1,2292
7,1698316953039,1,335
7,1698316953421,1,234
7,1698316953838,1,991
7,1698316955442,1,1662
7,1698316957192,1,270
7,1698316957506,1,178
7,1698316957728,1,42
7,1698316957989,1,42
7,1698316958216,1,42
8,1698316958387,1,178
8,1698316959169,1,2709
8,1698316961970,1,47
8,1698316962682,1,90
9,1698316962861,1,43
9,1698316963077,1,80
9,1698316963455,1,40
9,1698316964052,1,510
9,1698316965271,1,1513
9,1698316966927,1,738
9,1698316967710,1,655
10,1698316969279,1,42
10,1698316969409,1,44
10,1698316969670,1,575
10,1698316970697,1,43
10,1698316971398,1,46
10,1698316971490,1,1945
10,1698316973775,1,255
11,1698316974957,1,699
11,1698316975693,1,40
11,1698316976109,1,43
11,1698316976287,1,45
11,1698316976376,1,45
11,1698316976629,1,2026
11,1698316978823,1,75
12,1698316979709,1,967
12,1698316980758,1,83
12,1698316980926,1,2594
12,1698316983610,1,232
12,1698316983936,1,141
